Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,42.097495,[97 38] ; [ 2 27],[81.49390244 53.50609756] ; [17.50609756 11.49390244],1
a3,1,0.00014,14.502139,[109  26] ; [13 15],[101.04294479  33.95705521] ; [20.95705521  7.04294479],1
d4,1,0.000264,13.306577,[122  12] ; [19 10],[115.91411043  18.08588957] ; [25.08588957  3.91411043],1
d3,1,0.002934,8.848001,[95 40] ; [12 17],[88.07926829 46.92073171] ; [18.92073171 10.07926829],0
v2,1,0.003349,8.607077,[84 47] ; [10 19],[76.9625 54.0375] ; [17.0375 11.9625],0
r1,1,0.004807,7.950536,[115  17] ; [19 10],[109.86335404  22.13664596] ; [24.13664596  4.86335404],0
a4,1,0.008221,6.984634,[69 66] ; [ 7 22],[62.56097561 72.43902439] ; [13.43902439 15.56097561],0
a5,1,0.010422,6.561358,[109  26] ; [17 12],[103.7195122  31.2804878] ; [22.2804878  6.7195122],0
d2,1,0.013279,6.131569,[80 54] ; [10 19],[73.98773006 60.01226994] ; [16.01226994 12.98773006],0
r3,1,0.013547,6.096193,[127   6] ; [24  5],[123.9691358   9.0308642] ; [27.0308642  1.9691358],0
a2,1,0.044555,4.035419,[38 97] ; [ 3 26],[ 33.75 101.25] ; [ 7.25 21.75],0
v1,1,0.050202,3.834695,[74 58] ; [10 18],[69.3 62.7] ; [14.7 13.3],0
s8,1,0.05301,3.743602,[70 64] ; [ 9 19],[65.34567901 68.65432099] ; [13.65432099 14.34567901],0
u1,1,0.06875,3.312615,[ 29 106] ; [ 2 27],[ 25.51829268 109.48170732] ; [ 5.48170732 23.51829268],0
v3,1,0.072576,3.223786,[60 71] ; [ 8 21],[55.675 75.325] ; [12.325 16.675],0
n4,1,0.105316,2.623143,[98 35] ; [17 12],[94.41358025 38.58641975] ; [20.58641975  8.41358025],0
a6,1,0.108997,2.568709,[91 44] ; [15 14],[87.25609756 47.74390244] ; [18.74390244 10.25609756],0
p10,1,0.115807,2.473127,[108  25] ; [19  9],[104.91304348  28.08695652] ; [22.08695652  5.91304348],0
p11,1,0.124497,2.359813,[98 37] ; [25  4],[101.25  33.75] ; [21.75  7.25],0
p2,1,0.128222,2.313897,[113  21] ; [21  8],[110.1595092  23.8404908] ; [23.8404908  5.1595092],0
r2,1,0.141202,2.164811,[127   5] ; [26  3],[125.44099379   6.55900621] ; [27.55900621  1.44099379],0
p4,1,0.164278,1.934397,[72 62] ; [11 17],[68.65432099 65.34567901] ; [14.34567901 13.65432099],0
s7,1,0.1926,1.697616,[75 54] ; [12 15],[71.94230769 57.05769231] ; [15.05769231 11.94230769],0
n1,1,0.234314,1.414482,[15 16] ; [2 6],[13.51282051 17.48717949] ; [3.48717949 4.51282051],0
a8,1,0.239529,1.383361,[ 18 100] ; [ 2 27],[ 16.05442177 101.94557823] ; [ 3.94557823 25.05442177],0
p7,1,0.261081,1.263016,[77 52] ; [14 15],[74.29746835 54.70253165] ; [16.70253165 12.29746835],0
b4,1,0.264993,1.242483,[78 57] ; [20  9],[80.67073171 54.32926829] ; [17.32926829 11.67073171],0
n3,1,0.352674,0.863812,[23  8] ; [8 1],[24.025  6.975] ; [6.975 2.025],0
