Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.894478,[48 17] ; [10 30],[35.9047619 29.0952381] ; [22.0952381 17.9047619],1
a6,1,0.000793,11.258114,[46 19] ; [15 25],[37.76190476 27.23809524] ; [23.23809524 16.76190476],1
d4,1,0.001779,9.764502,[54 11] ; [22 18],[47.04761905 17.95238095] ; [28.95238095 11.04761905],0
a3,1,0.005051,7.861142,[42 22] ; [15 25],[35.07692308 28.92307692] ; [21.92307692 18.07692308],0
d1,1,0.005263,7.786927,[36 29] ; [11 29],[29.0952381 35.9047619] ; [17.9047619 22.0952381],0
d5,1,0.006387,7.437881,[52 13] ; [22 18],[45.80952381 19.19047619] ; [28.19047619 11.80952381],0
r3,1,0.008603,6.903353,[54 11] ; [24 16],[48.28571429 16.71428571] ; [29.71428571 10.28571429],0
b5,1,0.013765,6.068063,[42 23] ; [16 24],[35.9047619 29.0952381] ; [22.0952381 17.9047619],0
a5,1,0.039475,4.240311,[41 24] ; [17 23],[35.9047619 29.0952381] ; [22.0952381 17.9047619],0
p10,1,0.08447,2.976718,[15 49] ; [ 4 36],[11.69230769 52.30769231] ; [ 7.30769231 32.69230769],0
p2,1,0.103385,2.652535,[35 30] ; [15 25],[30.95238095 34.04761905] ; [19.04761905 20.95238095],0
r4,1,0.11953,2.423465,[44 21] ; [21 19],[40.23809524 24.76190476] ; [24.76190476 15.23809524],0
v2,1,0.121622,2.396313,[30 35] ; [12 27],[26.25 38.75] ; [15.75 23.25],0
a4,1,0.12936,2.300171,[28 37] ; [11 28],[24.375 40.625] ; [14.625 24.375],0
s1,1,0.137761,2.202797,[ 2 63] ; [ 4 36],[ 3.71428571 61.28571429] ; [ 2.28571429 37.71428571],0
a8,1,0.167581,1.904453,[ 6 54] ; [ 1 37],[ 4.28571429 55.71428571] ; [ 2.71428571 35.28571429],0
n3,1,0.167975,1.900927,[17  9] ; [ 8 10],[14.77272727 11.22727273] ; [10.22727273  7.77272727],0
p4,1,0.171301,1.87152,[23 41] ; [ 9 30],[19.88349515 44.11650485] ; [12.11650485 26.88349515],0
v4,1,0.171514,1.869658,[53 12] ; [28 12],[50.14285714 14.85714286] ; [30.85714286  9.14285714],0
s7,1,0.216338,1.528498,[12 48] ; [ 4 34],[ 9.79591837 50.20408163] ; [ 6.20408163 31.79591837],0
r1,1,0.221728,1.493155,[45 20] ; [23 17],[42.0952381 22.9047619] ; [25.9047619 14.0952381],0
