Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.894478,[48 17] ; [10 30],[35.9047619 29.0952381] ; [22.0952381 17.9047619],1
p7,1,0.247385,1.338012,[21 44] ; [17 22],[23.75 41.25] ; [14.25 24.75],0
u3,1,0.259135,1.273375,[12 11] ; [ 9 16],[10.0625 12.9375] ; [10.9375 14.0625],0
r2,1,0.294698,1.098032,[55 10] ; [29  9],[53.00970874 11.99029126] ; [30.99029126  7.00970874],0
s2,1,0.313884,1.014263,[ 7 57] ; [ 7 32],[ 8.69902913 55.30097087] ; [ 5.30097087 33.69902913],0
v3,1,0.33922,0.913377,[19 45] ; [ 8 30],[16.94117647 47.05882353] ; [10.05882353 27.94117647],0
v1,1,0.357404,0.846996,[20 45] ; [ 9 31],[17.95238095 47.04761905] ; [11.04761905 28.95238095],0
s6,1,0.37102,0.800246,[20 44] ; [ 9 30],[18.01941748 45.98058252] ; [10.98058252 28.01941748],0
d2,1,0.389245,0.7413,[34 31] ; [17 22],[31.875 33.125] ; [19.125 19.875],0
n4,1,0.411981,0.673077,[41 24] ; [22 18],[39. 26.] ; [24. 16.],0
n2,1,0.550179,0.356997,[16 10] ; [10  9],[15.02222222 10.97777778] ; [10.97777778  8.02222222],0
n1,1,0.552516,0.352828,[ 9 17] ; [ 5 14],[ 8.08888889 17.91111111] ; [ 5.91111111 13.08888889],0
p3,1,0.554406,0.349482,[18 47] ; [ 9 31],[16.71428571 48.28571429] ; [10.28571429 29.71428571],0
b4,1,0.569461,0.323585,[41 24] ; [23 17],[39.61904762 25.38095238] ; [24.38095238 15.61904762],0
s4,1,0.614165,0.254154,[ 6 58] ; [ 5 35],[ 6.76923077 57.23076923] ; [ 4.23076923 35.76923077],0
n6,1,0.624951,0.238971,[43 21] ; [25 15],[41.84615385 22.15384615] ; [26.15384615 13.84615385],0
s5,1,0.678616,0.171688,[ 8 56] ; [ 6 33],[ 8.69902913 55.30097087] ; [ 5.30097087 33.69902913],0
p11,1,0.727786,0.121154,[27 38] ; [18 22],[27.85714286 37.14285714] ; [17.14285714 22.85714286],0
s8,1,0.77264,0.083477,[ 7 57] ; [ 5 34],[ 7.45631068 56.54368932] ; [ 4.54368932 34.45631068],0
p1,1,0.79025,0.070748,[ 4 60] ; [ 2 38],[ 3.69230769 60.30769231] ; [ 2.30769231 37.69230769],0
u2,1,0.812923,0.056006,[ 9 13] ; [ 9 15],[ 8.60869565 13.39130435] ; [ 9.39130435 14.60869565],0
n5,1,0.863185,0.029695,[33 32] ; [21 19],[33.42857143 31.57142857] ; [20.57142857 19.42857143],0
p8,1,0.879598,0.022946,[17 48] ; [11 29],[17.33333333 47.66666667] ; [10.66666667 29.33333333],0
b1,1,0.969297,0.001481,[36 29] ; [22 18],[35.9047619 29.0952381] ; [22.0952381 17.9047619],0
a1,1,0.971226,0.001301,[ 5 60] ; [ 3 37],[ 4.95238095 60.04761905] ; [ 3.04761905 36.95238095],0
p6,1,0.982381,0.000488,[10 54] ; [ 6 32],[10.03921569 53.96078431] ; [ 5.96078431 32.03921569],0
b2,1,0.993064,7.6e-05,[12 29] ; [ 7 17],[11.98461538 29.01538462] ; [ 7.01538462 16.98461538],0
b3,1,0.993064,7.6e-05,[12 29] ; [ 7 17],[11.98461538 29.01538462] ; [ 7.01538462 16.98461538],0
