Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,31.505274,[135  29] ; [45 47],[115.3125  48.6875] ; [64.6875 27.3125],1
s2,1,2e-06,23.088336,[155  18] ; [63 33],[140.20074349  32.79925651] ; [77.79925651 18.20074349],1
d1,1,0.000181,14.018064,[129  44] ; [50 46],[115.11895911  57.88104089] ; [63.88104089 32.11895911],1
v1,1,0.000251,13.405007,[109  55] ; [41 54],[94.98069498 69.01930502] ; [55.01930502 39.98069498],1
s6,1,0.000297,13.086852,[155  14] ; [71 23],[145.2243346  23.7756654] ; [80.7756654 13.2243346],1
p9,1,0.000413,12.474146,[162  10] ; [77 19],[153.3880597  18.6119403] ; [85.6119403 10.3880597],1
a3,1,0.006412,7.430699,[143  29] ; [66 30],[134.13432836  37.86567164] ; [74.86567164 21.13432836],0
b3,1,0.008665,6.890641,[59 65] ; [15 41],[50.97777778 73.02222222] ; [23.02222222 32.97777778],0
b2,1,0.008665,6.890641,[59 65] ; [15 41],[50.97777778 73.02222222] ; [23.02222222 32.97777778],0
p11,1,0.013239,6.136897,[149  24] ; [71 25],[141.48698885  31.51301115] ; [78.51301115 17.48698885],0
p10,1,0.013441,6.110115,[154  17] ; [76 20],[147.30337079  23.69662921] ; [82.69662921 13.30337079],0
p12,1,0.019981,5.413555,[ 30 141] ; [ 7 89],[ 23.69662921 147.30337079] ; [13.30337079 82.69662921],0
p6,1,0.021664,5.272596,[93 77] ; [38 57],[84.03773585 85.96226415] ; [46.96226415 48.03773585],0
v4,1,0.021789,5.262573,[168   5] ; [87  9],[163.99628253   9.00371747] ; [91.00371747  4.99628253],0
d5,1,0.022025,5.243831,[151  21] ; [74 22],[144.40298507  27.59701493] ; [80.59701493 15.40298507],0
d4,1,0.033823,4.503632,[154  18] ; [77 19],[148.25373134  23.74626866] ; [82.74626866 13.25373134],0
r4,1,0.036093,4.392715,[165   8] ; [85 11],[160.78066914  12.21933086] ; [89.21933086  6.78066914],0
p5,1,0.037753,4.316105,[ 39 131] ; [12 84],[ 32.59398496 137.40601504] ; [18.40601504 77.59398496],0
a5,1,0.038124,4.299475,[143  30] ; [69 27],[136.34200743  36.65799257] ; [75.65799257 20.34200743],0
p8,1,0.039668,4.232028,[120  52] ; [55 41],[112.31343284  59.68656716] ; [62.68656716 33.31343284],0
p2,1,0.05117,3.802706,[157  15] ; [80 16],[152.10447761  19.89552239] ; [84.89552239 11.10447761],0
n6,1,0.059028,3.564487,[153  18] ; [78 18],[147.94382022  23.05617978] ; [83.05617978 12.94382022],0
d2,1,0.062885,3.459626,[105  68] ; [47 49],[97.75464684 75.24535316] ; [54.24535316 41.75464684],0
v3,1,0.073637,3.200022,[83 80] ; [37 57],[76.10894942 86.89105058] ; [43.89105058 50.10894942],0
v2,1,0.07702,3.126688,[103  61] ; [49 46],[96.24710425 67.75289575] ; [55.75289575 39.24710425],0
u3,1,0.090969,2.857143,[24  6] ; [18 12],[21.  9.] ; [21.  9.],0
s4,1,0.128287,2.31311,[ 35 138] ; [27 68],[ 40.02238806 132.97761194] ; [21.97761194 73.02238806],0
r1,1,0.131638,2.273076,[145  27] ; [73 22],[140.43445693  31.56554307] ; [77.56554307 17.43445693],0
n5,1,0.158878,1.984875,[143  29] ; [73 23],[138.62686567  33.37313433] ; [77.37313433 18.62686567],0
a7,1,0.164151,1.935562,[115  57] ; [72 24],[120.01492537  51.98507463] ; [66.98507463 29.01492537],0
n2,1,0.197369,1.661734,[23  9] ; [10  1],[24.55813953  7.44186047] ; [8.44186047 2.55813953],0
a2,1,0.208928,1.57884,[ 52 121] ; [22 74],[ 47.59107807 125.40892193] ; [26.40892193 69.59107807],0
s1,1,0.215906,1.531377,[  9 164] ; [ 2 94],[  7.07434944 165.92565056] ; [ 3.92565056 92.07434944],0
p1,1,0.222714,1.486796,[ 27 144] ; [10 86],[ 23.69662921 147.30337079] ; [13.30337079 82.69662921],0
b4,1,0.238236,1.391002,[99 74] ; [62 34],[103.54275093  69.45724907] ; [57.45724907 38.54275093],0
s5,1,0.305789,1.048778,[79 82] ; [39 53],[75.09090909 85.90909091] ; [42.90909091 49.09090909],0
u2,1,0.328744,0.953841,[20  9] ; [17 13],[18.18644068 10.81355932] ; [18.81355932 11.18644068],0
r2,1,0.345487,0.889966,[166   5] ; [91  5],[164.59550562   6.40449438] ; [92.40449438  3.59550562],0
a1,1,0.357498,0.846662,[ 12 161] ; [ 4 92],[ 10.28996283 162.71003717] ; [ 5.71003717 90.28996283],0
n4,1,0.367338,0.812648,[147  25] ; [78 18],[144.40298507  27.59701493] ; [80.59701493 15.40298507],0
u1,1,0.395951,0.720589,[ 44 129] ; [20 76],[ 41.1598513 131.8401487] ; [22.8401487 73.1598513],0
a8,1,0.43322,0.614176,[ 23 141] ; [10 84],[ 20.97674419 143.02325581] ; [12.02325581 81.97674419],0
a6,1,0.440362,0.595339,[119  53] ; [62 34],[116.1641791  55.8358209] ; [64.8358209 31.1641791],0
r3,1,0.566004,0.329414,[168   5] ; [91  4],[167.19029851   5.80970149] ; [91.80970149  3.19029851],0
b1,1,0.61598,0.251559,[83 90] ; [43 53],[81.03345725 91.96654275] ; [44.96654275 51.03345725],0
n3,1,0.644253,0.213223,[24  8] ; [9 2],[24.55813953  7.44186047] ; [8.44186047 2.55813953],0
p4,1,0.70525,0.143068,[142  31] ; [77 19],[140.84386617  32.15613383] ; [78.15613383 17.84386617],0
n1,1,0.92177,0.009644,[18 14] ; [6 5],[17.86046512 14.13953488] ; [6.13953488 4.86046512],0
a4,1,0.935068,0.006637,[82 91] ; [46 50],[82.3197026 90.6802974] ; [45.6802974 50.3197026],0
b5,1,0.949777,0.003967,[98 75] ; [54 42],[97.75464684 75.24535316] ; [54.24535316 41.75464684],0
p7,1,0.97671,0.000852,[129  41] ; [73 23],[129.09774436  40.90225564] ; [72.90225564 23.09774436],0
d3,1,0.995113,3.8e-05,[119  54] ; [66 30],[118.97769517  54.02230483] ; [66.02230483 29.97769517],0
