Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,32.350966,[42 63] ; [164  62],[65.34743202 39.65256798] ; [140.65256798  85.34743202],1
d3,1,1e-06,23.863695,[48 57] ; [165  60],[67.77272727 37.22727273] ; [145.22727273  79.77272727],1
r4,1,0.000302,13.057657,[79 26] ; [204  22],[89.7734139 15.2265861] ; [193.2265861  32.7734139],1
r2,1,0.001296,10.348914,[88 17] ; [211  12],[95.71646341  9.28353659] ; [203.28353659  19.71646341],0
r3,1,0.001725,9.821299,[90 15] ; [214  10],[97.0212766  7.9787234] ; [206.9787234  17.0212766],0
d4,1,0.001875,9.66848,[69 35] ; [185  41],[80.04848485 23.95151515] ; [173.95151515  52.04848485],0
a2,1,0.002099,9.461227,[ 9 96] ; [ 51 175],[19.03323263 85.96676737] ; [ 40.96676737 185.03323263],0
u3,1,0.003876,8.34101,[15 25] ; [51 27],[22.37288136 17.62711864] ; [43.62711864 34.37288136],0
b5,1,0.00569,7.646105,[51 54] ; [146  80],[62.49244713 42.50755287] ; [134.50755287  91.49244713],0
d5,1,0.006804,7.323981,[69 35] ; [181  45],[78.78787879 25.21212121] ; [171.21212121  54.78787879],0
u1,1,0.024853,5.034097,[ 7 98] ; [ 35 191],[13.32326284 91.67673716] ; [ 28.67673716 197.32326284],0
v4,1,0.029017,4.766602,[95  9] ; [219   7],[98.95757576  5.04242424] ; [215.04242424  10.95757576],0
b1,1,0.04056,4.194301,[52 53] ; [ 85 141],[43.4592145 61.5407855] ; [ 93.5407855 132.4592145],0
p4,1,0.049971,3.842446,[55 50] ; [144  82],[63.12688822 41.87311178] ; [135.87311178  90.12688822],0
d1,1,0.06866,3.314777,[44 61] ; [119 107],[51.70694864 53.29305136] ; [111.29305136 114.70694864],0
n5,1,0.141897,2.157265,[81 24] ; [156  69],[75.40909091 29.59090909] ; [161.59090909  63.40909091],0
r1,1,0.161532,1.959826,[71 34] ; [168  56],[76.27659574 28.72340426] ; [162.72340426  61.27659574],0
v1,1,0.178267,1.81201,[34 69] ; [ 91 132],[39.49386503 63.50613497] ; [ 85.50613497 137.49386503],0
s2,1,0.181438,1.785804,[44 60] ; [113 112],[49.62917933 54.37082067] ; [107.37082067 117.62917933],0
s7,1,0.185366,1.754073,[52 50] ; [ 93 123],[46.50943396 55.49056604] ; [ 98.49056604 117.50943396],0
p8,1,0.223357,1.48267,[52 53] ; [127  97],[57.12765957 47.87234043] ; [121.87234043 102.12765957],0
n3,1,0.227094,1.458973,[21 16] ; [34 15],[23.6627907 13.3372093] ; [31.3372093 17.6627907],0
p10,1,0.230121,1.440114,[78 26] ; [181  43],[82.12195122 21.87804878] ; [176.87804878  47.12195122],0
s5,1,0.238928,1.38691,[39 65] ; [ 68 152],[34.34567901 69.65432099] ; [ 72.65432099 147.34567901],0
s3,1,0.241974,1.369059,[64 40] ; [123 102],[59.11246201 44.88753799] ; [127.88753799  97.11246201],0
a4,1,0.249803,1.324405,[47 57] ; [ 87 139],[42.23030303 61.76969697] ; [ 91.76969697 134.23030303],0
a1,1,0.319579,0.990667,[  5 100] ; [  6 220],[  3.48942598 101.51057402] ; [  7.51057402 218.48942598],0
s4,1,0.385318,0.753666,[26 78] ; [ 46 176],[22.96932515 81.03067485] ; [ 49.03067485 172.96932515],0
p9,1,0.389836,0.739454,[84 21] ; [187  36],[86.75304878 18.24695122] ; [184.24695122  38.75304878],0
p1,1,0.466716,0.52974,[11 94] ; [ 18 206],[ 9.25531915 95.74468085] ; [ 19.74468085 204.25531915],0
u2,1,0.471151,0.519276,[20 20] ; [45 34],[21.8487395 18.1512605] ; [43.1512605 35.8487395],0
v3,1,0.479157,0.500782,[19 85] ; [ 34 190],[16.80487805 87.19512195] ; [ 36.19512195 187.80487805],0
b2,1,0.50346,0.447636,[25 43] ; [40 85],[22.9015544 45.0984456] ; [42.0984456 82.9015544],0
b3,1,0.50346,0.447636,[25 43] ; [40 85],[22.9015544 45.0984456] ; [42.0984456 82.9015544],0
