Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,2.5e-05,17.76794,[47 37] ; [171 359],[29.82410423 54.17589577] ; [188.17589577 341.82410423],1
s2,1,2.6e-05,17.68486,[66 24] ; [270 276],[47.54716981 42.45283019] ; [288.45283019 257.54716981],1
s6,1,0.000252,13.394276,[76 12] ; [362 178],[61.37579618 26.62420382] ; [376.62420382 163.37579618],1
s3,1,0.00036,12.727615,[69 22] ; [302 238],[53.50396197 37.49603803] ; [317.49603803 222.50396197],1
b3,1,0.001015,10.800879,[ 9 41] ; [152 208],[19.63414634 30.36585366] ; [141.36585366 218.63414634],0
b2,1,0.001015,10.800879,[ 9 41] ; [152 208],[19.63414634 30.36585366] ; [141.36585366 218.63414634],0
a8,1,0.015468,5.862368,[ 7 79] ; [ 93 401],[14.82758621 71.17241379] ; [ 85.17241379 408.82758621],0
s7,1,0.022644,5.195578,[59 32] ; [270 250],[49. 42.] ; [280. 240.],0
v3,1,0.031508,4.625056,[31 60] ; [243 283],[40.41166937 50.58833063] ; [233.58833063 292.41166937],0
s8,1,0.04792,3.912798,[54 39] ; [256 289],[45.18808777 47.81191223] ; [264.81191223 280.18808777],0
v2,1,0.053861,3.717002,[45 46] ; [318 210],[53.36510501 37.63489499] ; [309.63489499 218.36510501],0
u2,1,0.120973,2.404674,[10 14] ; [85 60],[13.49112426 10.50887574] ; [81.50887574 63.49112426],0
n3,1,0.130301,2.28891,[14  1] ; [73 23],[11.75675676  3.24324324] ; [75.24324324 20.75675676],0
a7,1,0.205277,1.604429,[63 30] ; [405 142],[68.00625 24.99375] ; [399.99375 147.00625],0
u1,1,0.22743,1.456863,[23 70] ; [106 443],[18.68691589 74.31308411] ; [110.31308411 438.68691589],0
p9,1,0.233626,1.418647,[84  9] ; [463  77],[80.36492891 12.63507109] ; [466.63507109  73.36492891],0
p10,1,0.264067,1.24731,[82 11] ; [454  89],[78.37735849 14.62264151] ; [457.62264151  85.37735849],0
p6,1,0.267772,1.228127,[42 50] ; [213 326],[37.17908082 54.82091918] ; [217.82091918 321.17908082],0
d3,1,0.285925,1.138711,[69 24] ; [375 171],[64.61971831 28.38028169] ; [379.38028169 166.61971831],0
d4,1,0.306847,1.044197,[74 19] ; [457  88],[77.40282132 15.59717868] ; [453.59717868  91.40282132],0
p3,1,0.31959,0.990624,[55 38] ; [292 253],[50.5815047 42.4184953] ; [296.4184953 248.5815047],0
s1,1,0.321627,0.982319,[ 5 87] ; [ 18 521],[ 3.35340729 88.64659271] ; [ 19.64659271 519.35340729],0
p4,1,0.325962,0.964875,[64 29] ; [345 198],[59.80660377 33.19339623] ; [349.19339623 193.80660377],0
n1,1,0.326931,0.961014,[ 5 10] ; [45 51],[6.75675676 8.24324324] ; [43.24324324 52.75675676],0
u4,1,0.34318,0.898517,[ 1 92] ; [ 15 534],[ 2.31775701 90.68224299] ; [ 13.68224299 535.31775701],0
v4,1,0.349191,0.876395,[91  1] ; [534  15],[89.70358814  2.29641186] ; [535.29641186  13.70358814],0
p2,1,0.432998,0.614767,[77 16] ; [469  77],[79.46478873 13.53521127] ; [466.53521127  79.46478873],0
p11,1,0.43855,0.600074,[74 19] ; [455  94],[76.63084112 16.36915888] ; [452.36915888  96.63084112],0
p1,1,0.470409,0.521015,[ 7 86] ; [ 54 491],[ 8.89184953 84.10815047] ; [ 52.10815047 492.89184953],0
a1,1,0.516705,0.420465,[ 3 90] ; [ 26 523],[ 4.20093458 88.79906542] ; [ 24.79906542 524.20093458],0
p8,1,0.547427,0.361947,[53 38] ; [294 242],[50.36204147 40.63795853] ; [296.63795853 239.36204147],0
n6,1,0.557443,0.344151,[85  8] ; [489  58],[83.409375  9.590625] ; [490.590625  56.409375],0
d1,1,0.565343,0.330537,[60 33] ; [337 212],[57.50934579 35.49065421] ; [339.49065421 209.50934579],0
a6,1,0.629482,0.232763,[62 31] ; [377 168],[63.99216301 29.00783699] ; [375.00783699 169.99216301],0
r1,1,0.655092,0.19954,[82 11] ; [473  74],[80.6484375 12.3515625] ; [474.3515625  72.6484375],0
n2,1,0.659641,0.19396,[12  3] ; [74 25],[11.31578947  3.68421053] ; [74.68421053 24.31578947],0
a5,1,0.735766,0.113883,[71 22] ; [427 121],[72.25273011 20.74726989] ; [425.74726989 122.25273011],0
v1,1,0.750878,0.100795,[52 41] ; [308 226],[53.39712919 39.60287081] ; [306.60287081 227.39712919],0
b1,1,0.754672,0.097647,[35 58] ; [216 333],[36.35981308 56.64018692] ; [214.64018692 334.35981308],0
n5,1,0.803048,0.062203,[79 14] ; [470  77],[79.7765625 13.2234375] ; [469.2234375  77.7765625],0
b5,1,0.833862,0.043995,[55 38] ; [331 218],[55.91588785 37.08411215] ; [330.08411215 218.91588785],0
r2,1,0.83592,0.042897,[91  2] ; [535  10],[91.2507837  1.7492163] ; [534.7492163  10.2507837],0
a4,1,0.866122,0.028421,[44 49] ; [263 282],[44.7507837 48.2492163] ; [262.2492163 282.7507837],0
b4,1,0.877487,0.023764,[55 38] ; [320 229],[54.32242991 38.67757009] ; [320.67757009 228.32242991],0
p5,1,0.882386,0.021888,[12 81] ; [ 73 469],[12.4488189 80.5511811] ; [ 72.5511811 469.4488189],0
