Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.040374,4.202116,[1 3] ; [14  4],[2.72727273 1.27272727] ; [12.27272727  5.72727273],0
d5,1,0.040374,4.202116,[1 3] ; [14  4],[2.72727273 1.27272727] ; [12.27272727  5.72727273],0
b1,1,0.075752,3.15377,[1 3] ; [13  5],[2.54545455 1.45454545] ; [11.45454545  6.54545455],0
b5,1,0.189526,1.721296,[1 3] ; [11  7],[2.18181818 1.81818182] ; [9.81818182 8.18181818],0
d4,1,0.259177,1.273148,[2 2] ; [14  4],[2.90909091 1.09090909] ; [13.09090909  4.90909091],0
p4,1,0.259177,1.273148,[2 2] ; [14  4],[2.90909091 1.09090909] ; [13.09090909  4.90909091],0
p8,1,0.363722,0.825,[1 3] ; [9 9],[1.81818182 2.18181818] ; [8.18181818 9.81818182],0
v2,1,0.363722,0.825,[1 3] ; [9 9],[1.81818182 2.18181818] ; [8.18181818 9.81818182],0
v1,1,0.363722,0.825,[1 3] ; [9 9],[1.81818182 2.18181818] ; [8.18181818 9.81818182],0
p9,1,0.388072,0.744974,[2 2] ; [13  5],[2.72727273 1.27272727] ; [12.27272727  5.72727273],0
p7,1,0.388072,0.744974,[2 2] ; [13  5],[2.72727273 1.27272727] ; [12.27272727  5.72727273],0
r2,1,0.388072,0.744974,[2 2] ; [13  5],[2.72727273 1.27272727] ; [12.27272727  5.72727273],0
s1,1,0.464069,0.536062,[1 3] ; [ 2 16],[0.54545455 3.45454545] ; [ 2.45454545 15.54545455],0
p1,1,0.464069,0.536062,[1 3] ; [ 2 16],[0.54545455 3.45454545] ; [ 2.45454545 15.54545455],0
b4,1,0.47433,0.511871,[3 1] ; [10  8],[2.36363636 1.63636364] ; [10.63636364  7.36363636],0
a6,1,0.530801,0.392857,[2 2] ; [12  6],[2.54545455 1.45454545] ; [11.45454545  6.54545455],0
r3,1,0.530801,0.392857,[2 2] ; [12  6],[2.54545455 1.45454545] ; [11.45454545  6.54545455],0
p2,1,0.530801,0.392857,[2 2] ; [12  6],[2.54545455 1.45454545] ; [11.45454545  6.54545455],0
p10,1,0.601448,0.272817,[3 1] ; [11  7],[2.54545455 1.45454545] ; [11.45454545  6.54545455],0
a7,1,0.601448,0.272817,[1 3] ; [ 7 11],[1.45454545 2.54545455] ; [ 6.54545455 11.45454545],0
s3,1,0.601448,0.272817,[3 1] ; [11  7],[2.54545455 1.45454545] ; [11.45454545  6.54545455],0
d3,1,0.601448,0.272817,[3 1] ; [11  7],[2.54545455 1.45454545] ; [11.45454545  6.54545455],0
n6,1,0.694354,0.154412,[3 1] ; [11  6],[2.66666667 1.33333333] ; [11.33333333  5.66666667],0
n5,1,0.746188,0.104762,[3 1] ; [12  6],[2.72727273 1.27272727] ; [12.27272727  5.72727273],0
n4,1,0.746188,0.104762,[3 1] ; [12  6],[2.72727273 1.27272727] ; [12.27272727  5.72727273],0
a4,1,0.746188,0.104762,[1 3] ; [ 6 12],[1.27272727 2.72727273] ; [ 5.72727273 12.27272727],0
u3,1,0.80915,0.058333,[1 2] ; [1 3],[0.85714286 2.14285714] ; [1.14285714 2.85714286],0
d1,1,0.840039,0.040741,[2 2] ; [ 8 10],[1.81818182 2.18181818] ; [8.18181818 9.81818182],0
s4,1,0.910162,0.012731,[1 3] ; [ 5 13],[1.09090909 2.90909091] ; [ 4.90909091 13.09090909],0
s8,1,0.910162,0.012731,[1 3] ; [ 5 13],[1.09090909 2.90909091] ; [ 4.90909091 13.09090909],0
b3,1,0.931175,0.007459,[1 2] ; [4 9],[0.9375 2.0625] ; [4.0625 8.9375],0
b2,1,0.931175,0.007459,[1 2] ; [4 9],[0.9375 2.0625] ; [4.0625 8.9375],0
s2,1,1.0,0.0,[2 2] ; [9 9],[2. 2.] ; [9. 9.],0
d2,1,1.0,0.0,[2 2] ; [9 9],[2. 2.] ; [9. 9.],0
p11,1,1.0,0.0,[2 2] ; [9 9],[2. 2.] ; [9. 9.],0
