Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,188.554583,[  9 123] ; [402 156],[78.62608696 53.37391304] ; [332.37391304 225.62608696],1
d4,1,0.0,103.881397,[68 63] ; [499  58],[107.96075581  23.03924419] ; [459.03924419  97.96075581],1
d3,1,0.0,53.441525,[55 76] ; [418 140],[89.9317852 41.0682148] ; [383.0682148 174.9317852],1
d2,1,0.0,40.060256,[ 30 102] ; [296 259],[62.63755459 69.36244541] ; [263.36244541 291.63755459],1
a5,1,0.0,35.643631,[70 61] ; [440 118],[96.96661829 34.03338171] ; [413.03338171 144.96661829],1
a4,1,0.0,28.175327,[31 99] ; [276 281],[58.09315866 71.90684134] ; [248.90684134 308.09315866],1
a3,1,2e-06,23.13093,[72 59] ; [423 134],[94.25145349 36.74854651] ; [400.74854651 156.25145349],1
u1,1,1.1e-05,19.350206,[  6 126] ; [116 442],[ 23.33913043 108.66086957] ; [ 98.66086957 459.33913043],1
p2,1,5.3e-05,16.32622,[97 33] ; [487  64],[111.48311307  18.51688693] ; [472.51688693  78.48311307],1
a2,1,5.4e-05,16.307886,[ 13 119] ; [147 411],[ 30.60869565 101.39130435] ; [129.39130435 428.60869565],1
p4,1,0.000238,13.5033,[60 68] ; [357 197],[78.26392962 49.73607038] ; [338.73607038 215.26392962],1
n4,1,0.000541,11.967726,[90 41] ; [458  99],[104.34302326  26.65697674] ; [443.65697674 113.34302326],1
p10,1,0.001271,10.383483,[99 29] ; [488  65],[110.3318649  17.6681351] ; [476.6681351  76.3318649],0
s8,1,0.004404,8.109361,[44 86] ; [264 290],[58.5380117 71.4619883] ; [249.4619883 304.5380117],0
r3,1,0.005221,7.80117,[123   9] ; [543  12],[127.9650655   4.0349345] ; [538.0349345  16.9650655],0
p1,1,0.009243,6.775213,[ 19 111] ; [ 41 511],[ 11.43695015 118.56304985] ; [ 48.56304985 503.43695015],0
v2,1,0.016464,5.752657,[60 64] ; [322 213],[71.87860395 52.12139605] ; [310.12139605 224.87860395],0
v1,1,0.02162,5.276126,[60 69] ; [311 228],[71.64520958 57.35479042] ; [299.35479042 239.64520958],0
p7,1,0.0247,5.044785,[72 53] ; [368 172],[82.70676692 42.29323308] ; [357.29323308 182.70676692],0
n5,1,0.026349,4.932985,[91 39] ; [438 116],[100.54093567  29.45906433] ; [428.45906433 125.54093567],0
p3,1,0.029226,4.754234,[56 74] ; [298 257],[67.18248175 62.81751825] ; [286.81751825 268.18248175],0
s6,1,0.031888,4.604521,[74 53] ; [372 173],[84.28869048 42.71130952] ; [361.71130952 183.28869048],0
a7,1,0.046865,3.950237,[85 46] ; [409 147],[94.19796215 36.80203785] ; [399.80203785 156.19796215],0
s2,1,0.048999,3.875377,[55 73] ; [291 262],[65.03377386 62.96622614] ; [280.96622614 272.03377386],0
p9,1,0.081456,3.035608,[107  21] ; [492  60],[112.75294118  15.24705882] ; [486.24705882  65.75294118],0
s1,1,0.108412,2.577213,[  6 121] ; [ 12 538],[  3.37666174 123.62333826] ; [ 14.62333826 535.37666174],0
s7,1,0.13989,2.179169,[53 70] ; [272 267],[60.38519637 62.61480363] ; [264.61480363 274.38519637],0
s4,1,0.142264,2.153301,[ 26 104] ; [ 81 467],[ 20.51622419 109.48377581] ; [ 86.48377581 461.51622419],0
a6,1,0.150709,2.065058,[84 47] ; [393 164],[90.82412791 40.17587209] ; [386.17587209 170.82412791],0
n3,1,0.17416,1.846769,[21  4] ; [77 32],[18.28358209  6.71641791] ; [79.71641791 29.28358209],0
v3,1,0.186685,1.743584,[46 83] ; [224 309],[52.61329305 76.38670695] ; [217.38670695 315.61329305],0
s5,1,0.223908,1.479147,[36 88] ; [187 351],[41.77039275 82.22960725] ; [181.22960725 356.77039275],0
u3,1,0.25005,1.323023,[33 27] ; [86 49],[36.61538462 23.38461538] ; [82.38461538 52.61538462],0
p12,1,0.316133,1.004879,[ 14 114] ; [ 45 506],[ 11.12223859 116.87776141] ; [ 47.87776141 503.12223859],0
p6,1,0.324162,0.972079,[43 85] ; [209 337],[47.85756677 80.14243323] ; [204.14243323 341.85756677],0
p8,1,0.332751,0.938163,[67 61] ; [311 234],[71.89301634 56.10698366] ; [306.10698366 238.89301634],0
a8,1,0.368716,0.807987,[ 14 111] ; [ 72 432],[ 17.09062003 107.90937997] ; [ 68.90937997 435.09062003],0
v4,1,0.375182,0.786428,[130   2] ; [538  16],[128.53644315   3.46355685] ; [539.46355685  14.53644315],0
r4,1,0.377293,0.779504,[122  10] ; [527  31],[124.15652174   7.84347826] ; [524.84347826  33.15652174],0
r1,1,0.392924,0.729874,[106  26] ; [463  92],[109.32751092  22.67248908] ; [459.67248908  95.32751092],0
u2,1,0.406594,0.688737,[32 28] ; [80 54],[34.63917526 25.36082474] ; [77.36082474 56.63917526],0
b4,1,0.409165,0.681227,[83 49] ; [329 229],[78.8173913 53.1826087] ; [333.1826087 224.8173913],0
b1,1,0.455572,0.556751,[49 83] ; [188 370],[45.33913043 86.66086957] ; [191.66086957 366.33913043],0
u4,1,0.495083,0.465461,[  2 130] ; [ 14 544],[  3.06086957 128.93913043] ; [ 12.93913043 545.06086957],0
n6,1,0.55434,0.349599,[113  19] ; [484  69],[115.04233577  16.95766423] ; [481.95766423  71.04233577],0
a1,1,0.605669,0.266531,[  5 127] ; [ 27 531],[  6.12173913 125.87826087] ; [ 25.87826087 532.12173913],0
s3,1,0.666145,0.186145,[70 56] ; [316 232],[72.16023739 53.83976261] ; [313.83976261 234.16023739],0
b2,1,0.73542,0.114193,[34 48] ; [140 215],[32.64988558 49.35011442] ; [141.35011442 213.64988558],0
b3,1,0.73542,0.114193,[34 48] ; [140 215],[32.64988558 49.35011442] ; [141.35011442 213.64988558],0
b5,1,0.835886,0.042915,[77 55] ; [331 227],[78.05217391 53.94782609] ; [329.94782609 228.05217391],0
n1,1,0.855114,0.033342,[ 9 16] ; [41 67],[ 9.39849624 15.60150376] ; [40.60150376 67.39849624],0
p5,1,0.911959,0.012225,[ 15 114] ; [ 66 485],[ 15.36617647 113.63382353] ; [ 65.63382353 485.36617647],0
n2,1,0.93571,0.006506,[19  6] ; [82 27],[18.84328358  6.15671642] ; [82.15671642 26.84328358],0
