Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.263547,[91 25] ; [ 5 23],[77.33333333 38.66666667] ; [18.66666667  9.33333333],1
r3,1,3e-06,22.035403,[95 20] ; [11 17],[85.24475524 29.75524476] ; [20.75524476  7.24475524],1
r2,1,6e-06,20.548998,[103  11] ; [14 12],[95.27142857 18.72857143] ; [21.72857143  4.27142857],1
p2,1,8e-06,19.897845,[71 45] ; [ 4 24],[60.41666667 55.58333333] ; [14.58333333 13.41666667],1
n6,1,3.6e-05,17.071921,[82 34] ; [ 8 20],[72.5 43.5] ; [17.5 10.5],1
r1,1,9.8e-05,15.183617,[83 33] ; [ 9 19],[74.11111111 41.88888889] ; [17.88888889 10.11111111],1
u3,1,0.000442,12.344852,[20 14] ; [ 1 15],[14.28 19.72] ; [6.72 9.28],1
p10,1,0.000449,12.314757,[59 54] ; [ 4 23],[50.85 62.15] ; [12.15 14.85],1
p9,1,0.000513,12.06825,[66 45] ; [ 6 21],[57.91304348 53.08695652] ; [14.08695652 12.91304348],1
n3,1,0.000868,11.090625,[33 15] ; [ 3 12],[27.42857143 20.57142857] ; [8.57142857 6.42857143],1
d5,1,0.001275,10.377873,[91 23] ; [14 14],[84.29577465 29.70422535] ; [20.70422535  7.29577465],0
s6,1,0.002318,9.278775,[62 54] ; [ 6 22],[54.77777778 61.22222222] ; [13.22222222 14.77777778],0
s7,1,0.003898,8.330555,[41 67] ; [ 2 23],[34.91729323 73.08270677] ; [ 8.08270677 16.91729323],0
s8,1,0.004373,8.122028,[34 82] ; [ 1 27],[28.19444444 87.80555556] ; [ 6.80555556 21.19444444],0
d3,1,0.005421,7.733373,[73 40] ; [10 18],[66.5177305 46.4822695] ; [16.4822695 11.5177305],0
p8,1,0.010919,6.478516,[36 78] ; [ 2 25],[30.72340426 83.27659574] ; [ 7.27659574 19.72340426],0
a1,1,0.011377,6.405411,[  5 111] ; [ 5 23],[  8.05555556 107.94444444] ; [ 1.94444444 26.05555556],0
a3,1,0.016587,5.739562,[80 36] ; [12 15],[74.62937063 41.37062937] ; [17.37062937  9.62937063],0
b5,1,0.017945,5.601466,[74 42] ; [11 17],[68.47222222 47.52777778] ; [16.52777778 11.47222222],0
p7,1,0.024168,5.082502,[51 63] ; [ 6 22],[45.76056338 68.23943662] ; [11.23943662 16.76056338],0
s2,1,0.050327,3.830542,[48 68] ; [ 6 22],[43.5 72.5] ; [10.5 17.5],0
d4,1,0.050376,3.828913,[87 28] ; [16 12],[82.83216783 32.16783217] ; [20.16783217  7.83216783],0
d1,1,0.052068,3.773574,[61 55] ; [ 9 19],[56.38888889 59.61111111] ; [13.61111111 14.38888889],0
a7,1,0.062827,3.461148,[79 36] ; [14 14],[74.79020979 40.20979021] ; [18.20979021  9.79020979],0
a6,1,0.069426,3.296537,[71 44] ; [12 16],[66.74825175 48.25174825] ; [16.25174825 11.74825175],0
p6,1,0.079002,3.085306,[31 83] ; [ 3 24],[27.4893617 86.5106383] ; [ 6.5106383 20.4893617],0
a2,1,0.079559,3.073892,[25 91] ; [ 2 26],[21.75 94.25] ; [ 5.25 22.75],0
n2,1,0.087126,2.926697,[33 18] ; [6 9],[30.13636364 20.86363636] ; [8.86363636 6.13636364],0
p4,1,0.105891,2.614498,[47 66] ; [ 7 21],[43.27659574 69.72340426] ; [10.72340426 17.27659574],0
u2,1,0.112498,2.518776,[17 18] ; [ 4 12],[14.41176471 20.58823529] ; [6.58823529 9.41176471],0
p1,1,0.140127,2.176565,[  7 109] ; [ 4 24],[  8.86111111 107.13888889] ; [ 2.13888889 25.86111111],0
v3,1,0.153566,2.036465,[31 79] ; [ 4 23],[28.10218978 81.89781022] ; [ 6.89781022 20.10218978],0
a4,1,0.158959,1.984097,[47 69] ; [ 7 20],[43.8041958 72.1958042] ; [10.1958042 16.8041958],0
v2,1,0.181097,1.788597,[40 72] ; [ 6 21],[37.0647482 74.9352518] ; [ 8.9352518 18.0647482],0
n4,1,0.184318,1.762456,[67 49] ; [20  8],[70.08333333 45.91666667] ; [16.91666667 11.08333333],0
a5,1,0.209183,1.57707,[73 43] ; [14 14],[70.08333333 45.91666667] ; [16.91666667 11.08333333],0
s5,1,0.245483,1.34883,[27 83] ; [ 4 24],[24.71014493 85.28985507] ; [ 6.28985507 21.71014493],0
s4,1,0.260384,1.266714,[28 88] ; [ 4 24],[25.77777778 90.22222222] ; [ 6.22222222 21.77777778],0
