Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.263547,[91 25] ; [ 5 23],[77.33333333 38.66666667] ; [18.66666667  9.33333333],1
p3,1,0.277338,1.180088,[37 79] ; [ 6 22],[34.63888889 81.36111111] ; [ 8.36111111 19.63888889],0
n5,1,0.339575,0.912034,[63 53] ; [18 10],[65.25 50.75] ; [15.75 12.25],0
b3,1,0.377756,0.777991,[19 42] ; [ 8 11],[20.5875 40.4125] ; [ 6.4125 12.5875],0
b2,1,0.377756,0.777991,[19 42] ; [ 8 11],[20.5875 40.4125] ; [ 6.4125 12.5875],0
s1,1,0.381951,0.764414,[  7 109] ; [ 3 25],[  8.05555556 107.94444444] ; [ 1.94444444 26.05555556],0
n1,1,0.490276,0.47592,[18 31] ; [7 8],[19.140625 29.859375] ; [5.859375 9.140625],0
d2,1,0.575283,0.313922,[58 57] ; [12 15],[56.69014085 58.30985915] ; [13.30985915 13.69014085],0
s3,1,0.615358,0.252446,[53 62] ; [11 16],[51.83098592 63.16901408] ; [12.16901408 14.83098592],0
b1,1,0.664388,0.188237,[61 55] ; [16 12],[62.02777778 53.97222222] ; [14.97222222 13.02777778],0
a8,1,0.71398,0.134335,[ 9 97] ; [ 3 25],[ 9.49253731 96.50746269] ; [ 2.50746269 25.49253731],0
b4,1,0.786908,0.073077,[63 53] ; [16 12],[63.63888889 52.36111111] ; [15.36111111 12.63888889],0
