Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,133.21359,[247   4] ; [37 42],[216.01212121  34.98787879] ; [67.98787879 11.01212121],1
r2,1,0.0,99.308932,[241   9] ; [38 37],[214.61538462  35.38461538] ; [64.38461538 10.61538462],1
r1,1,0.0,85.091245,[205  44] ; [22 58],[171.80243161  77.19756839] ; [55.19756839 24.80243161],1
v4,1,0.0,69.86704,[236  13] ; [45 34],[213.32012195  35.67987805] ; [67.67987805 11.32012195],1
p11,1,0.0,26.213368,[197  54] ; [39 41],[178.96072508  72.03927492] ; [57.03927492 22.96072508],1
p2,1,0.0,25.941558,[205  46] ; [42 37],[187.86969697  63.13030303] ; [59.13030303 19.86969697],1
n6,1,4e-06,21.319095,[202  49] ; [43 36],[186.34848485  64.65151515] ; [58.65151515 20.34848485],1
p9,1,7e-06,20.10244,[193  55] ; [39 37],[177.58024691  70.41975309] ; [54.41975309 21.58024691],1
a6,1,1.4e-05,18.877236,[177  74] ; [35 45],[160.76132931  90.23867069] ; [51.23867069 28.76132931],1
s6,1,4.2e-05,16.771937,[116 130] ; [17 63],[100.36196319 145.63803681] ; [32.63803681 47.36196319],1
d5,1,9.4e-05,15.258149,[197  54] ; [45 35],[183.51057402  67.48942598] ; [58.48942598 21.51057402],1
p7,1,0.000106,15.0305,[145 103] ; [26 52],[130.08588957 117.91411043] ; [40.91411043 37.08588957],1
p10,1,0.000111,14.945605,[179  70] ; [37 40],[164.98159509  84.01840491] ; [51.01840491 25.98159509],1
a7,1,0.00028,13.201245,[178  73] ; [39 41],[164.55287009  86.44712991] ; [52.44712991 27.55287009],1
u3,1,0.000295,13.10149,[53 39] ; [ 9 30],[43.54198473 48.45801527] ; [18.45801527 20.54198473],1
p8,1,0.000333,12.877035,[123 125] ; [21 58],[109.21100917 138.78899083] ; [34.78899083 44.21100917],1
p3,1,0.000417,12.455593,[106 145] ; [16 63],[ 92.79393939 158.20606061] ; [29.20606061 49.79393939],1
d3,1,0.000426,12.412394,[161  90] ; [33 46],[147.55757576 103.44242424] ; [46.44242424 32.55757576],1
d1,1,0.001206,10.480867,[124 127] ; [23 57],[111.47129909 139.52870091] ; [35.52870091 44.47129909],0
a1,1,0.001873,9.670193,[  4 247] ; [ 7 73],[  8.34138973 242.65861027] ; [ 2.65861027 77.34138973],0
b1,1,0.001942,9.603542,[ 92 159] ; [45 35],[103.88821752 147.11178248] ; [33.11178248 46.88821752],0
