Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,42.541202,[253  13] ; [76 31],[234.62198391  31.37801609] ; [94.37801609 12.62198391],1
p9,1,0.0,41.894486,[213  51] ; [48 55],[187.7493188  76.2506812] ; [73.2506812 29.7493188],1
p10,1,0.0,40.5381,[201  63] ; [44 62],[174.81081081  89.18918919] ; [70.18918919 35.81081081],1
p11,1,0.0,36.175357,[211  57] ; [51 57],[186.74468085  81.25531915] ; [75.25531915 32.74468085],1
v4,1,0.0,35.893539,[250  15] ; [77 30],[232.94354839  32.05645161] ; [94.05645161 12.94354839],1
r4,1,0.0,29.248916,[226  42] ; [63 45],[205.9893617  62.0106383] ; [83.0106383 24.9893617],1
p7,1,0.0,28.218713,[138 124] ; [22 79],[115.48209366 146.51790634] ; [44.51790634 56.48209366],1
p8,1,0.0,27.780846,[112 150] ; [15 92],[ 90.17344173 171.82655827] ; [36.82655827 70.17344173],1
p4,1,0.0,25.807155,[108 158] ; [14 92],[ 87.23655914 178.76344086] ; [34.76344086 71.23655914],1
n6,1,3.6e-05,17.047667,[210  56] ; [62 45],[193.97319035  72.02680965] ; [78.02680965 28.97319035],1
r1,1,9.8e-05,15.176519,[206  61] ; [61 46],[190.61229947  76.38770053] ; [76.38770053 30.61229947],1
p6,1,0.000157,14.287669,[ 66 199] ; [ 8 98],[ 52.85714286 212.14285714] ; [21.14285714 84.85714286],1
b1,1,0.001303,10.338001,[ 82 186] ; [52 56],[ 95.5106383 172.4893617] ; [38.4893617 69.5106383],0
s6,1,0.001578,9.984978,[141 124] ; [38 70],[127.17158177 137.82841823] ; [51.82841823 56.17158177],0
d3,1,0.001763,9.7816,[187  79] ; [57 50],[174.00536193  91.99463807] ; [69.99463807 37.00536193],0
a1,1,0.002276,9.312241,[  6 262] ; [10 98],[ 11.40425532 256.59574468] ; [  4.59574468 103.40425532],0
a7,1,0.003318,8.623802,[194  73] ; [61 46],[182.04545455  84.95454545] ; [72.95454545 34.04545455],0
a6,1,0.008255,6.977264,[184  84] ; [58 49],[172.94933333  95.05066667] ; [69.05066667 37.94933333],0
s1,1,0.013185,6.144135,[  7 255] ; [ 9 97],[ 11.39130435 250.60869565] ; [  4.60869565 101.39130435],0
v1,1,0.014196,6.013624,[114 147] ; [32 75],[103.54891304 157.45108696] ; [42.45108696 64.54891304],0
r2,1,0.016612,5.736925,[239  27] ; [83 20],[232.11924119  33.88075881] ; [89.88075881 13.11924119],0
n1,1,0.018153,5.581338,[21 57] ; [22 24],[27.0483871 50.9516129] ; [15.9516129 30.0483871],0
s3,1,0.02026,5.389346,[122 142] ; [35 71],[112.02162162 151.97837838] ; [44.97837838 61.02162162],0
d5,1,0.021569,5.280199,[199  68] ; [67 40],[189.89839572  77.10160428] ; [76.10160428 30.89839572],0
v2,1,0.026783,4.904725,[128 127] ; [38 64],[118.57142857 136.42857143] ; [47.42857143 54.57142857],0
a5,1,0.040365,4.202467,[172  96] ; [57 51],[163.22340426 104.77659574] ; [65.77659574 42.22340426],0
d2,1,0.058802,3.570843,[ 98 170] ; [50 56],[106.05347594 161.94652406] ; [41.94652406 64.05347594],0
n3,1,0.077253,3.121766,[54 25] ; [23 21],[49.45528455 29.54471545] ; [27.54471545 16.45528455],0
b5,1,0.086125,2.945357,[179  89] ; [62 46],[171.77659574  96.22340426] ; [69.22340426 38.77659574],0
s2,1,0.102788,2.661749,[ 97 168] ; [30 78],[ 90.22788204 174.77211796] ; [36.77211796 71.22788204],0
d4,1,0.107223,2.594674,[206  61] ; [74 33],[199.89304813  67.10695187] ; [80.10695187 26.89304813],0
s8,1,0.110379,2.54879,[ 76 192] ; [22 86],[ 69.85106383 198.14893617] ; [28.14893617 79.85106383],0
b2,1,0.133794,2.247922,[ 37 100] ; [26 44],[41.69565217 95.30434783] ; [21.30434783 48.69565217],0
b3,1,0.133794,2.247922,[ 37 100] ; [26 44],[41.69565217 95.30434783] ; [21.30434783 48.69565217],0
n5,1,0.167359,1.906441,[183  83] ; [65 41],[177.33333333  88.66666667] ; [70.66666667 35.33333333],0
n4,1,0.203913,1.614121,[183  84] ; [66 41],[177.76203209  89.23796791] ; [71.23796791 35.76203209],0
a8,1,0.233756,1.417862,[ 35 210] ; [10 94],[ 31.59025788 213.40974212] ; [13.40974212 90.59025788],0
u1,1,0.238518,1.389331,[ 26 242] ; [15 93],[ 29.22340426 238.77659574] ; [11.77659574 96.22340426],0
