Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,65.366346,[83  9] ; [ 4 26],[65.60655738 26.39344262] ; [21.39344262  8.60655738],1
v4,1,0.0,35.998946,[86  5] ; [14 16],[75.20661157 15.79338843] ; [24.79338843  5.20661157],1
r1,1,1e-06,24.600009,[72 19] ; [ 9 21],[60.91735537 30.08264463] ; [20.08264463  9.91735537],1
s6,1,5e-06,21.002552,[60 31] ; [ 5 24],[49.29166667 41.70833333] ; [15.70833333 13.29166667],1
r2,1,7e-06,20.292168,[87  5] ; [18 11],[79.83471074 12.16528926] ; [25.16528926  3.83471074],1
p2,1,8e-06,19.875752,[64 28] ; [ 7 23],[53.54098361 38.45901639] ; [17.45901639 12.54098361],1
d4,1,3.1e-05,17.3346,[70 20] ; [11 19],[60.75 29.25] ; [20.25  9.75],1
d3,1,0.000265,13.301162,[59 32] ; [ 8 22],[50.38842975 40.61157025] ; [16.61157025 13.38842975],1
a1,1,0.000364,12.70686,[ 4 88] ; [ 8 22],[ 9.04918033 82.95081967] ; [ 2.95081967 27.04918033],1
d5,1,0.000392,12.572322,[73 18] ; [14 16],[65.42975207 25.57024793] ; [21.57024793  8.42975207],1
n6,1,0.000401,12.528723,[75 17] ; [14 15],[67.66942149 24.33057851] ; [21.33057851  7.66942149],1
p11,1,0.00073,11.411435,[51 41] ; [ 6 24],[42.98360656 49.01639344] ; [14.01639344 15.98360656],1
u3,1,0.001229,10.446907,[21 14] ; [ 1 12],[16.04166667 18.95833333] ; [5.95833333 7.04166667],0
s2,1,0.001924,9.6207,[40 49] ; [ 4 26],[32.90756303 56.09243697] ; [11.09243697 18.90756303],0
d1,1,0.002233,9.347817,[51 41] ; [ 7 23],[43.73770492 48.26229508] ; [14.26229508 15.73770492],0
p4,1,0.002501,9.139632,[44 48] ; [ 5 25],[36.95081967 55.04918033] ; [12.04918033 17.95081967],0
v1,1,0.004566,8.043958,[38 53] ; [ 4 26],[31.58677686 59.41322314] ; [10.41322314 19.58677686],0
s3,1,0.006451,7.419707,[51 39] ; [ 8 21],[44.62184874 45.37815126] ; [14.37815126 14.62184874],0
p8,1,0.010061,6.624131,[33 58] ; [ 3 25],[27.52941176 63.47058824] ; [ 8.47058824 19.52941176],0
p9,1,0.010184,6.602378,[40 49] ; [ 5 23],[34.23076923 54.76923077] ; [10.76923077 17.23076923],0
p7,1,0.010692,6.515837,[45 45] ; [ 7 23],[39. 51.] ; [13. 17.],0
s8,1,0.013563,6.09415,[31 60] ; [ 3 26],[25.78333333 65.21666667] ; [ 8.21666667 20.78333333],0
v2,1,0.017761,5.619591,[36 53] ; [ 5 25],[30.66386555 58.33613445] ; [10.33613445 19.66386555],0
p6,1,0.022462,5.209618,[29 62] ; [ 3 26],[24.26666667 66.73333333] ; [ 7.73333333 21.26666667],0
s7,1,0.022702,5.191169,[38 51] ; [ 5 22],[32.99137931 56.00862069] ; [10.00862069 16.99137931],0
b5,1,0.023321,5.144434,[64 28] ; [14 16],[58.81967213 33.18032787] ; [19.18032787 10.81967213],0
p3,1,0.025293,5.003722,[32 60] ; [ 4 26],[27.14754098 64.85245902] ; [ 8.85245902 21.14754098],0
a7,1,0.054945,3.68375,[61 31] ; [14 16],[56.55737705 35.44262295] ; [18.44262295 11.55737705],0
n3,1,0.055607,3.663793,[22 11] ; [ 7 11],[18.76470588 14.23529412] ; [10.23529412  7.76470588],0
u1,1,0.078044,3.105165,[19 73] ; [ 2 28],[15.83606557 76.16393443] ; [ 5.16393443 24.83606557],0
a2,1,0.099189,2.718542,[26 66] ; [ 4 26],[22.62295082 69.37704918] ; [ 7.37704918 22.62295082],0
u2,1,0.115058,2.48334,[16 17] ; [ 3 10],[13.63043478 19.36956522] ; [5.36956522 7.63043478],0
n2,1,0.147766,2.095157,[23 11] ; [ 9 10],[20.52830189 13.47169811] ; [11.47169811  7.52830189],0
p1,1,0.155887,2.013677,[ 5 86] ; [ 4 26],[ 6.76859504 84.23140496] ; [ 2.23140496 27.76859504],0
s1,1,0.161304,1.961962,[ 5 85] ; [ 4 26],[ 6.75 83.25] ; [ 2.25 27.75],0
a8,1,0.191169,1.708583,[14 67] ; [ 2 26],[11.88990826 69.11009174] ; [ 4.11009174 23.88990826],0
b4,1,0.205686,1.601536,[58 34] ; [15 15],[55.04918033 36.95081967] ; [17.95081967 12.04918033],0
d2,1,0.206065,1.598861,[53 38] ; [13 16],[50.05 40.95] ; [15.95 13.05],0
v3,1,0.242158,1.367989,[28 62] ; [ 6 24],[25.5 64.5] ; [ 8.5 21.5],0
b2,1,0.312417,1.020428,[19 41] ; [10 13],[20.96385542 39.03614458] ; [ 8.03614458 14.96385542],0
b3,1,0.312417,1.020428,[19 41] ; [10 13],[20.96385542 39.03614458] ; [ 8.03614458 14.96385542],0
a4,1,0.320186,0.988185,[46 46] ; [11 17],[43.7 48.3] ; [13.3 14.7],0
b1,1,0.400359,0.707246,[44 48] ; [17 13],[46. 46.] ; [15. 15.],0
a5,1,0.533124,0.388434,[58 34] ; [17 13],[56.55737705 35.44262295] ; [18.44262295 11.55737705],0
s4,1,0.5886,0.292537,[14 75] ; [ 6 24],[14.95798319 74.04201681] ; [ 5.04201681 24.95798319],0
a6,1,0.715054,0.133281,[55 36] ; [17 13],[54.14876033 36.85123967] ; [17.85123967 12.14876033],0
p12,1,0.721785,0.126789,[ 2 90] ; [ 1 29],[ 2.26229508 89.73770492] ; [ 0.73770492 29.26229508],0
s5,1,0.724674,0.124058,[18 71] ; [ 5 24],[17.34745763 71.65254237] ; [ 5.65254237 23.34745763],0
p5,1,0.758983,0.094137,[ 8 84] ; [ 2 27],[ 7.60330579 84.39669421] ; [ 2.39669421 26.60330579],0
n4,1,0.853188,0.034244,[75 17] ; [24  6],[74.6557377 17.3442623] ; [24.3442623  5.6557377],0
