Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,115.354241,[ 8 95] ; [280 141],[56.61068702 46.38931298] ; [231.38931298 189.61068702],1
d4,1,0.0,54.569676,[55 47] ; [364  57],[81.71701721 20.28298279] ; [337.28298279  83.71701721],1
a3,1,0.0,25.540379,[49 53] ; [311 110],[70.21032505 31.78967495] ; [289.78967495 131.21032505],1
d2,1,2e-06,22.813923,[26 77] ; [216 204],[47.65965583 55.34034417] ; [194.34034417 225.65965583],1
a5,1,3e-06,21.733697,[56 47] ; [325  96],[74.89122137 28.10877863] ; [306.10877863 114.89122137],1
d3,1,8e-06,19.931353,[49 54] ; [298 123],[68.20801527 34.79198473] ; [278.79198473 142.20801527],1
a4,1,2.6e-05,17.671455,[24 78] ; [195 225],[42.79310345 59.20689655] ; [176.20689655 243.79310345],1
a2,1,0.000601,11.772087,[10 93] ; [107 314],[22.9980916 80.0019084] ; [ 94.0019084 326.9980916],1
a7,1,0.000811,11.216415,[62 41] ; [322  99],[75.48091603 27.51908397] ; [308.51908397 112.48091603],1
p2,1,0.000874,11.077995,[69 34] ; [344  76],[81.33652008 21.66347992] ; [331.66347992  88.33652008],1
u1,1,0.002553,9.102545,[ 6 97] ; [ 75 346],[15.92175573 87.07824427] ; [ 65.07824427 355.92175573],0
n4,1,0.006478,7.412412,[63 39] ; [315 104],[74.00383877 27.99616123] ; [303.99616123 115.00383877],0
v2,1,0.009477,6.730694,[41 55] ; [229 170],[52.36363636 43.63636364] ; [217.63636364 181.36363636],0
r3,1,0.014772,5.943511,[98  5] ; [416   5],[101.03435115   1.96564885] ; [412.96564885   8.03435115],0
p3,1,0.018596,5.539129,[32 71] ; [184 236],[42.53919694 60.46080306] ; [173.46080306 246.53919694],0
p10,1,0.032399,4.577283,[71 30] ; [334  83],[78.96718147 22.03281853] ; [326.03281853  90.96718147],0
r1,1,0.036572,4.37021,[81 22] ; [362  55],[87.74807692 15.25192308] ; [355.25192308  61.74807692],0
p7,1,0.053634,3.724066,[43 56] ; [225 190],[51.61867704 47.38132296] ; [216.38132296 198.61867704],0
s8,1,0.058197,3.588027,[31 71] ; [170 249],[39.3512476 62.6487524] ; [161.6487524 257.3512476],0
s7,1,0.062885,3.459621,[32 65] ; [173 226],[40.09072581 56.90927419] ; [164.90927419 234.09072581],0
p4,1,0.065573,3.390509,[40 60] ; [211 209],[48.26923077 51.73076923] ; [202.73076923 217.26923077],0
a6,1,0.077797,3.110329,[65 38] ; [303 118],[72.33587786 30.66412214] ; [295.66412214 125.33587786],0
n5,1,0.151254,2.059561,[66 35] ; [304 115],[71.86538462 29.13461538] ; [298.13461538 120.86538462],0
s1,1,0.166728,1.912118,[ 5 95] ; [ 10 405],[ 2.91262136 97.08737864] ; [ 12.08737864 402.91262136],0
n6,1,0.17795,1.814663,[80 23] ; [350  70],[84.68451243 18.31548757] ; [345.31548757  74.68451243],0
v4,1,0.201986,1.627957,[101   1] ; [406  14],[99.06896552  2.93103448] ; [407.93103448  12.06896552],0
s6,1,0.203554,1.616689,[58 42] ; [269 146],[63.49514563 36.50485437] ; [263.50485437 151.49514563],0
s2,1,0.229018,1.44695,[41 60] ; [197 220],[46.40540541 54.59459459] ; [191.59459459 225.40540541],0
b5,1,0.268668,1.223534,[59 44] ; [266 155],[63.88358779 39.11641221] ; [261.11641221 159.88358779],0
n2,1,0.299368,1.077009,[23  4] ; [72 23],[21.02459016  5.97540984] ; [73.97540984 21.02459016],0
r2,1,0.311226,1.025467,[99  4] ; [410   9],[100.4348659   2.5651341] ; [408.5651341  10.4348659],0
v3,1,0.327448,0.958963,[34 65] ; [158 240],[38.24547284 60.75452716] ; [153.75452716 244.24547284],0
s5,1,0.392171,0.7322,[25 75] ; [119 287],[28.45849802 71.54150198] ; [115.54150198 290.45849802],0
p9,1,0.398161,0.713874,[79 22] ; [339  75],[81.97669903 19.02330097] ; [336.02330097  77.97669903],0
b1,1,0.403037,0.699247,[40 63] ; [145 276],[36.36450382 66.63549618] ; [148.63549618 272.36450382],0
u3,1,0.411334,0.674941,[28 25] ; [65 44],[30.42592593 22.57407407] ; [62.57407407 46.42592593],0
p12,1,0.419165,0.652654,[ 4 98] ; [ 25 394],[ 5.67754319 96.32245681] ; [ 23.32245681 395.67754319],0
s3,1,0.42821,0.627675,[58 42] ; [223 193],[54.45736434 45.54263566] ; [226.54263566 189.45736434],0
u4,1,0.437841,0.601935,[  1 102] ; [  9 412],[  1.96564885 101.03435115] ; [  8.03435115 412.96564885],0
p1,1,0.474987,0.51035,[ 7 96] ; [ 21 397],[ 5.53550864 97.46449136] ; [ 22.46449136 395.53550864],0
p8,1,0.48829,0.480293,[40 61] ; [181 236],[43.09073359 57.90926641] ; [177.90926641 239.09073359],0
v1,1,0.561725,0.336727,[46 55] ; [198 208],[48.60749507 52.39250493] ; [195.39250493 210.60749507],0
p11,1,0.669906,0.181712,[82 21] ; [327  94],[80.39503817 22.60496183] ; [328.60496183  92.39503817],0
a8,1,0.703892,0.144454,[12 83] ; [ 54 328],[13.14465409 81.85534591] ; [ 52.85534591 329.14465409],0
n1,1,0.73139,0.11784,[ 9 17] ; [36 58],[ 9.75 16.25] ; [35.25 58.75],0
u2,1,0.832184,0.044902,[29 24] ; [61 47],[29.62732919 23.37267081] ; [60.37267081 47.62732919],0
a1,1,0.865701,0.028602,[  3 100] ; [ 11 410],[  2.7519084 100.2480916] ; [ 11.2480916 409.7519084],0
