Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,47.564646,[ 3 24] ; [96 24],[18.18367347  8.81632653] ; [80.81632653 39.18367347],1
r1,1,3e-06,21.772767,[ 6 21] ; [84 35],[16.64383562 10.35616438] ; [73.35616438 45.64383562],1
r3,1,5.7e-05,16.199752,[13 14] ; [100  19],[20.89726027  6.10273973] ; [92.10273973 26.89726027],1
v4,1,0.001088,10.671483,[15 12] ; [100  19],[21.26712329  5.73287671] ; [93.73287671 25.26712329],0
v1,1,0.014017,6.036015,[ 3 24] ; [42 77],[ 8.32191781 18.67808219] ; [36.67808219 82.32191781],0
u3,1,0.020009,5.411077,[ 3 14] ; [24 24],[7.06153846 9.93846154] ; [19.93846154 28.06153846],0
v3,1,0.025258,5.006135,[ 2 25] ; [32 83],[ 6.46478873 20.53521127] ; [27.53521127 87.46478873],0
d1,1,0.029575,4.733851,[ 6 21] ; [54 66],[11.02040816 15.97959184] ; [48.97959184 71.02040816],0
p12,1,0.029888,4.715739,[ 2 25] ; [  1 118],[ 0.55479452 26.44520548] ; [  2.44520548 116.55479452],0
a3,1,0.035501,4.420931,[10 16] ; [72 46],[14.80555556 11.19444444] ; [67.19444444 50.80555556],0
b1,1,0.041869,4.1405,[18  9] ; [54 66],[13.2244898 13.7755102] ; [58.7755102 61.2244898],0
a8,1,0.043883,4.061054,[ 5 19] ; [  8 101],[ 2.34586466 21.65413534] ; [10.65413534 98.34586466],0
d3,1,0.044698,4.030006,[10 17] ; [70 50],[14.69387755 12.30612245] ; [65.30612245 54.69387755],0
a5,1,0.064806,3.40991,[10 17] ; [68 52],[14.32653061 12.67346939] ; [63.67346939 56.32653061],0
d4,1,0.065549,3.391094,[14 13] ; [83 35],[18.06206897  8.93793103] ; [78.93793103 39.06206897],0
a6,1,0.070431,3.272958,[12 15] ; [76 44],[16.16326531 10.83673469] ; [71.83673469 48.16326531],0
n2,1,0.08545,2.958067,[5 8] ; [33 18],[7.71875 5.28125] ; [30.28125 20.71875],0
n6,1,0.090742,2.86116,[12 15] ; [74 45],[15.90410959 11.09589041] ; [70.09589041 48.90410959],0
p11,1,0.116913,2.458194,[ 9 18] ; [60 60],[12.67346939 14.32653061] ; [56.32653061 63.67346939],0
n1,1,0.134761,2.236787,[ 3 10] ; [23 27],[5.36507937 7.63492063] ; [20.63492063 29.36507937],0
