Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,23.713435,[22 30] ; [ 1 49],[11.7254902 40.2745098] ; [11.2745098 38.7254902],1
d3,1,0.234796,1.411567,[20 32] ; [14 37],[17.16504854 34.83495146] ; [16.83495146 34.16504854],0
n3,1,0.235461,1.407568,[15  4] ; [11  7],[13.35135135  5.64864865] ; [12.64864865  5.35135135],0
r1,1,0.242922,1.363554,[31 21] ; [36 15],[33.82524272 18.17475728] ; [33.17475728 17.82524272],0
r4,1,0.26661,1.234105,[37 15] ; [31 20],[34.33009709 17.66990291] ; [33.66990291 17.33009709],0
d5,1,0.278805,1.172906,[23 29] ; [28 23],[25.74757282 26.25242718] ; [25.25242718 25.74757282],0
a2,1,0.298406,1.081302,[ 1 51] ; [ 3 48],[ 2.01941748 49.98058252] ; [ 1.98058252 49.01941748],0
a4,1,0.318494,0.995122,[ 8 43] ; [12 39],[10. 41.] ; [10. 41.],0
s7,1,0.356029,0.851852,[15 36] ; [10 37],[13.01020408 37.98979592] ; [11.98979592 35.01020408],0
a6,1,0.374629,0.788254,[24 28] ; [28 23],[26.25242718 25.74757282] ; [25.74757282 25.25242718],0
b5,1,0.377679,0.778243,[30 22] ; [25 26],[27.76699029 24.23300971] ; [27.23300971 23.76699029],0
n1,1,0.419391,0.652021,[9 9] ; [ 7 12],[ 7.78378378 10.21621622] ; [ 8.21621622 10.78378378],0
b2,1,0.457226,0.552677,[ 8 22] ; [11 20],[ 9.3442623 20.6557377] ; [ 9.6557377 21.3442623],0
b3,1,0.457226,0.552677,[ 8 22] ; [11 20],[ 9.3442623 20.6557377] ; [ 9.6557377 21.3442623],0
p11,1,0.485131,0.487307,[26 26] ; [22 29],[24.23300971 27.76699029] ; [23.76699029 27.23300971],0
n2,1,0.556982,0.344956,[14  5] ; [13  7],[13.15384615  5.84615385] ; [13.84615385  6.15384615],0
d4,1,0.621541,0.243708,[25 27] ; [27 24],[26.25242718 25.74757282] ; [25.74757282 25.25242718],0
a5,1,0.628746,0.233765,[21 31] ; [23 28],[22.21359223 29.78640777] ; [21.78640777 29.21359223],0
v3,1,0.678453,0.171872,[15 37] ; [16 33],[15.96039604 36.03960396] ; [15.03960396 33.96039604],0
s4,1,0.757132,0.095635,[ 8 44] ; [ 9 42],[ 8.58252427 43.41747573] ; [ 8.41747573 42.58252427],0
n5,1,0.761882,0.091815,[27 25] ; [28 23],[27.76699029 24.23300971] ; [27.23300971 23.76699029],0
a7,1,0.768246,0.08683,[27 25] ; [25 26],[26.25242718 25.74757282] ; [25.74757282 25.25242718],0
r2,1,0.768416,0.086699,[42 10] ; [40 11],[41.39805825 10.60194175] ; [40.60194175 10.39805825],0
d2,1,0.772242,0.083777,[11 41] ; [12 39],[11.61165049 40.38834951] ; [11.38834951 39.61165049],0
b1,1,0.773267,0.083004,[29 23] ; [27 24],[28.27184466 23.72815534] ; [27.72815534 23.27184466],0
u2,1,0.795505,0.067168,[14 17] ; [10 14],[13.52727273 17.47272727] ; [10.47272727 13.52727273],0
u3,1,0.87611,0.024306,[14 18] ; [10 14],[13.71428571 18.28571429] ; [10.28571429 13.71428571],0
s5,1,0.965564,0.001864,[ 8 42] ; [ 8 43],[ 7.92079208 42.07920792] ; [ 8.07920792 42.92079208],0
a8,1,0.972538,0.001185,[ 5 43] ; [ 5 44],[ 4.94845361 43.05154639] ; [ 5.05154639 43.94845361],0
p12,1,0.977653,0.000785,[ 1 51] ; [ 1 49],[ 1.01960784 50.98039216] ; [ 0.98039216 49.01960784],0
s8,1,1.0,0.0,[ 9 42] ; [ 9 42],[ 9. 42.] ; [ 9. 42.],0
p5,1,1.0,0.0,[ 2 49] ; [ 2 49],[ 2. 49.] ; [ 2. 49.],0
s1,1,1.0,0.0,[ 5 46] ; [ 5 46],[ 5. 46.] ; [ 5. 46.],0
