Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,93.048128,[171   3] ; [27 31],[148.5  25.5] ; [49.5  8.5],1
r2,1,0.0,69.576891,[164  10] ; [26 31],[143.11688312  30.88311688] ; [46.88311688 10.11688312],1
v4,1,0.0,50.141704,[167   7] ; [34 23],[151.4025974  22.5974026] ; [49.5974026  7.4025974],1
r1,1,0.0,44.291039,[129  45] ; [15 44],[107.53648069  66.46351931] ; [36.46351931 22.53648069],1
p11,1,7.2e-05,15.745132,[131  43] ; [28 31],[118.73819742  55.26180258] ; [40.26180258 18.73819742],1
p9,1,8.3e-05,15.477643,[126  41] ; [27 30],[114.06696429  52.93303571] ; [38.93303571 18.06696429],1
s6,1,0.000129,14.658561,[101  69] ; [18 41],[88.34061135 81.65938865] ; [30.65938865 28.34061135],1
n6,1,0.000321,12.942694,[138  36] ; [32 26],[127.5  46.5] ; [42.5 15.5],1
p10,1,0.000354,12.758244,[120  49] ; [25 31],[108.91111111  60.08888889] ; [36.08888889 19.91111111],1
n3,1,0.000702,11.483125,[38  8] ; [12 15],[31.50684932 14.49315068] ; [18.49315068  8.50684932],1
a7,1,0.001949,9.596683,[115  57] ; [26 33],[104.98701299  67.01298701] ; [36.01298701 22.98701299],0
u3,1,0.005463,7.719399,[41 40] ; [ 8 27],[34.21551724 46.78448276] ; [14.78448276 20.21551724],0
v2,1,0.007999,7.033695,[ 62 101] ; [11 47],[ 53.84162896 109.15837104] ; [19.15837104 38.84162896],0
p3,1,0.008712,6.881012,[ 71 102] ; [13 46],[ 62.63793103 110.36206897] ; [21.36206897 37.63793103],0
s5,1,0.01091,6.479948,[ 48 119] ; [ 7 51],[ 40.82222222 126.17777778] ; [14.17777778 43.82222222],0
p2,1,0.012595,6.225075,[131  42] ; [34 24],[123.57142857  49.42857143] ; [41.42857143 16.57142857],0
v3,1,0.016717,5.725811,[ 46 121] ; [ 7 51],[ 39.33777778 127.66222222] ; [13.66222222 44.33777778],0
a6,1,0.017094,5.686647,[107  66] ; [26 33],[99.17672414 73.82327586] ; [33.82327586 25.17672414],0
n2,1,0.017367,5.658896,[39  9] ; [15 12],[34.56 13.44] ; [19.44  7.56],0
s3,1,0.026106,4.948974,[86 85] ; [19 38],[78.75 92.25] ; [26.25 30.75],0
d4,1,0.040054,4.215579,[100  73] ; [25 34],[93.2112069 79.7887931] ; [31.7887931 27.2112069],0
d3,1,0.042949,4.097396,[ 70 102] ; [15 43],[ 63.56521739 108.43478261] ; [21.43478261 36.56521739],0
p7,1,0.052984,3.744417,[97 71] ; [24 32],[90.75 77.25] ; [30.25 25.75],0
p4,1,0.056346,3.641803,[79 91] ; [19 40],[72.7510917 97.2489083] ; [25.2489083 33.7510917],0
a1,1,0.066595,3.365003,[  5 169] ; [ 5 54],[  7.46781116 166.53218884] ; [ 2.53218884 56.46781116],0
a5,1,0.070789,3.26462,[91 82] ; [23 36],[85.00862069 87.99137931] ; [28.99137931 30.00862069],0
a3,1,0.087896,2.912497,[91 82] ; [23 35],[85.37662338 87.62337662] ; [28.62337662 29.37662338],0
s8,1,0.091323,2.850892,[ 45 128] ; [ 9 50],[ 40.26724138 132.73275862] ; [13.73275862 45.26724138],0
s2,1,0.092555,2.829369,[ 68 105] ; [16 43],[ 62.63793103 110.36206897] ; [21.36206897 37.63793103],0
