Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00024,13.489913,[ 7 34] ; [7 2],[11.48 29.52] ; [2.52 6.48],1
v2,1,0.000328,12.903724,[10 30] ; [8 1],[14.69387755 25.30612245] ; [3.30612245 5.69387755],1
p2,1,0.002201,9.373747,[10 31] ; [7 2],[13.94 27.06] ; [3.06 5.94],0
p3,1,0.003652,8.449252,[ 3 38] ; [4 5],[ 5.74 35.26] ; [1.26 7.74],0
d3,1,0.0067,7.351817,[16 25] ; [8 1],[19.68 21.32] ; [4.32 4.68],0
p8,1,0.032672,4.562888,[ 3 37] ; [3 6],[ 4.89795918 35.10204082] ; [1.10204082 7.89795918],0
r3,1,0.033169,4.537037,[20 20] ; [8 1],[22.85714286 17.14285714] ; [5.14285714 3.85714286],0
a5,1,0.065691,3.387534,[18 23] ; [7 2],[20.5 20.5] ; [4.5 4.5],0
v3,1,0.072654,3.222026,[ 7 34] ; [4 5],[ 9.02 31.98] ; [1.98 7.02],0
d5,1,0.085829,2.950918,[24 17] ; [8 1],[26.24 14.76] ; [5.76 3.24],0
r4,1,0.112761,2.515095,[ 8 33] ; [4 5],[ 9.84 31.16] ; [2.16 6.84],0
s5,1,0.126558,2.334223,[ 5 35] ; [3 6],[ 6.53061224 33.46938776] ; [1.46938776 7.53061224],0
d1,1,0.13033,2.288565,[16 25] ; [6 3],[18.04 22.96] ; [3.96 5.04],0
a6,1,0.13033,2.288565,[16 25] ; [6 3],[18.04 22.96] ; [3.96 5.04],0
d4,1,0.13793,2.200901,[26 15] ; [8 1],[27.88 13.12] ; [6.12 2.88],0
s8,1,0.177106,1.82174,[ 3 38] ; [2 7],[ 4.1 36.9] ; [0.9 8.1],0
n6,1,0.189335,1.722784,[17 23] ; [6 3],[18.7755102 21.2244898] ; [4.2244898 4.7755102],0
p12,1,0.229276,1.445348,[ 1 40] ; [1 8],[ 1.64 39.36] ; [0.36 8.64],0
b5,1,0.230826,1.435762,[14 27] ; [5 4],[15.58 25.42] ; [3.42 5.58],0
d2,1,0.240073,1.380167,[18 22] ; [6 3],[19.59183673 20.40816327] ; [4.40816327 4.59183673],0
b2,1,0.243839,1.35826,[13 14] ; [1 4],[11.8125 15.1875] ; [2.1875 2.8125],0
b3,1,0.243839,1.35826,[13 14] ; [1 4],[11.8125 15.1875] ; [2.1875 2.8125],0
s2,1,0.264685,1.244085,[ 8 33] ; [3 5],[ 9.20408163 31.79591837] ; [1.79591837 6.20408163],0
a7,1,0.269456,1.219512,[19 22] ; [6 3],[20.5 20.5] ; [4.5 4.5],0
p10,1,0.273322,1.2,[12 28] ; [4 4],[13.33333333 26.66666667] ; [2.66666667 5.33333333],0
r1,1,0.292823,1.106594,[15 26] ; [5 4],[16.4 24.6] ; [3.6 5.4],0
a2,1,0.297345,1.086064,[ 4 37] ; [2 7],[ 4.92 36.08] ; [1.08 7.92],0
n3,1,0.368066,0.810185,[ 7 11] ; [2 1],[ 7.71428571 10.28571429] ; [1.28571429 1.71428571],0
b4,1,0.410113,0.678473,[26 15] ; [7 2],[27.06 13.94] ; [5.94 3.06],0
n2,1,0.427205,0.630409,[ 8 11] ; [2 1],[ 8.63636364 10.36363636] ; [1.36363636 1.63636364],0
a4,1,0.496398,0.462628,[13 27] ; [4 5],[13.87755102 26.12244898] ; [3.12244898 5.87755102],0
p9,1,0.544658,0.366975,[15 24] ; [4 4],[15.76595745 23.23404255] ; [3.23404255 4.76595745],0
s3,1,0.569996,0.322689,[11 29] ; [3 5],[11.66666667 28.33333333] ; [2.33333333 5.66666667],0
n4,1,0.573919,0.31617,[28 13] ; [7 2],[28.7 12.3] ; [6.3 2.7],0
p1,1,0.658635,0.195186,[ 7 34] ; [1 8],[ 6.56 34.44] ; [1.44 7.56],0
b1,1,0.712795,0.135501,[21 20] ; [4 5],[20.5 20.5] ; [4.5 4.5],0
u2,1,0.736152,0.113538,[ 3 14] ; [1 3],[ 3.23809524 13.76190476] ; [0.76190476 3.23809524],0
n5,1,0.750092,0.101453,[25 16] ; [6 3],[25.42 15.58] ; [5.58 3.42],0
a3,1,0.806375,0.060077,[24 16] ; [5 4],[23.67346939 16.32653061] ; [5.32653061 3.67346939],0
a8,1,0.814576,0.055003,[ 4 37] ; [1 7],[ 4.18367347 36.81632653] ; [0.81632653 7.18367347],0
r2,1,0.851251,0.035165,[23 16] ; [5 4],[22.75 16.25] ; [5.25 3.75],0
v1,1,0.861011,0.030656,[10 30] ; [2 7],[ 9.79591837 30.20408163] ; [2.20408163 6.79591837],0
p11,1,0.869668,0.026922,[17 24] ; [4 5],[17.22 23.78] ; [3.78 5.22],0
