Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.003229,8.673208,[9 6] ; [11 42],[ 4.41176471 10.58823529] ; [15.58823529 37.41176471],0
r2,1,0.022455,5.2102,[12  2] ; [27 25],[8.27272727 5.72727273] ; [30.72727273 21.27272727],0
d3,1,0.073087,3.212299,[11  4] ; [25 28],[7.94117647 7.05882353] ; [28.05882353 24.94117647],0
s6,1,0.081168,3.041352,[6 9] ; [10 44],[ 3.47826087 11.52173913] ; [12.52173913 41.47826087],0
s3,1,0.095644,2.776711,[ 2 13] ; [19 34],[ 4.63235294 10.36764706] ; [16.36764706 36.63235294],0
u2,1,0.109716,2.558303,[2 1] ; [ 6 20],[0.82758621 2.17241379] ; [ 7.17241379 18.82758621],0
b1,1,0.119326,2.426152,[7 8] ; [37 17],[9.56521739 5.43478261] ; [34.43478261 19.56521739],0
p8,1,0.13846,2.194995,[ 4 11] ; [ 6 47],[ 2.20588235 12.79411765] ; [ 7.79411765 45.20588235],0
v2,1,0.139477,2.183715,[6 9] ; [11 41],[ 3.80597015 11.19402985] ; [13.19402985 38.80597015],0
a3,1,0.177626,1.817376,[11  4] ; [28 24],[8.73134328 6.26865672] ; [30.26865672 21.73134328],0
s7,1,0.241855,1.369751,[ 1 12] ; [11 39],[ 2.47619048 10.52380952] ; [ 9.52380952 40.47619048],0
s1,1,0.250369,1.321243,[ 3 12] ; [ 5 49],[ 1.73913043 13.26086957] ; [ 6.26086957 47.73913043],0
n6,1,0.343176,0.898529,[8 7] ; [21 32],[6.39705882 8.60294118] ; [22.60294118 30.39705882],0
a7,1,0.347658,0.881989,[9 6] ; [25 29],[7.39130435 7.60869565] ; [26.60869565 27.39130435],0
v4,1,0.370285,0.802707,[10  5] ; [29 25],[8.47826087 6.52173913] ; [30.52173913 23.47826087],0
p3,1,0.427041,0.630859,[ 4 10] ; [10 43],[ 2.92537313 11.07462687] ; [11.07462687 41.92537313],0
p4,1,0.431211,0.61956,[ 2 12] ; [13 41],[ 3.08823529 10.91176471] ; [11.91176471 42.08823529],0
d5,1,0.440558,0.594828,[10  5] ; [30 24],[8.69565217 6.30434783] ; [31.30434783 22.69565217],0
d4,1,0.455656,0.556543,[11  4] ; [34 20],[9.7826087 5.2173913] ; [35.2173913 18.7826087],0
p1,1,0.471173,0.519224,[ 2 13] ; [ 4 50],[ 1.30434783 13.69565217] ; [ 4.69565217 49.30434783],0
p6,1,0.47462,0.511199,[ 1 14] ; [ 7 45],[ 1.79104478 13.20895522] ; [ 6.20895522 45.79104478],0
s5,1,0.47462,0.511199,[ 1 14] ; [ 7 45],[ 1.79104478 13.20895522] ; [ 6.20895522 45.79104478],0
a5,1,0.492778,0.470455,[6 9] ; [27 27],[7.17391304 7.82608696] ; [25.82608696 28.17391304],0
b5,1,0.492778,0.470455,[9 6] ; [27 27],[7.82608696 7.17391304] ; [28.17391304 25.82608696],0
n3,1,0.493009,0.469952,[4 4] ; [11 19],[3.15789474 4.84210526] ; [11.84210526 18.15789474],0
r1,1,0.535825,0.383333,[6 9] ; [17 37],[ 5. 10.] ; [18. 36.],0
p10,1,0.566835,0.328007,[6 9] ; [17 36],[5.07352941 9.92647059] ; [17.92647059 35.07352941],0
a4,1,0.593879,0.284326,[ 4 11] ; [18 35],[ 4.85294118 10.14705882] ; [17.14705882 35.85294118],0
a1,1,0.627455,0.235528,[ 3 12] ; [ 8 46],[ 2.39130435 12.60869565] ; [ 8.60869565 45.39130435],0
a6,1,0.629331,0.232969,[8 7] ; [25 29],[7.17391304 7.82608696] ; [25.82608696 28.17391304],0
n2,1,0.64314,0.214659,[3 5] ; [14 16],[3.57894737 4.42105263] ; [13.42105263 16.57894737],0
r3,1,0.694466,0.154293,[ 5 10] ; [21 33],[5.65217391 9.34782609] ; [20.34782609 33.65217391],0
b4,1,0.722326,0.126275,[8 7] ; [26 28],[7.39130435 7.60869565] ; [26.60869565 27.39130435],0
p7,1,0.731388,0.117841,[ 3 10] ; [15 39],[3.49253731 9.50746269] ; [14.50746269 39.49253731],0
p9,1,0.739094,0.110924,[6 9] ; [18 33],[5.45454545 9.54545455] ; [18.54545455 32.45454545],0
s2,1,0.740834,0.109395,[ 3 12] ; [13 41],[ 3.47826087 11.52173913] ; [12.52173913 41.47826087],0
s8,1,0.752572,0.099383,[ 1 14] ; [ 5 49],[ 1.30434783 13.69565217] ; [ 4.69565217 49.30434783],0
n4,1,0.758707,0.094359,[9 6] ; [30 24],[8.47826087 6.52173913] ; [30.52173913 23.47826087],0
n5,1,0.778265,0.079288,[8 7] ; [31 23],[8.47826087 6.52173913] ; [30.52173913 23.47826087],0
n1,1,0.781727,0.076768,[2 6] ; [ 9 21],[2.31578947 5.68421053] ; [ 8.68421053 21.31578947],0
u3,1,0.788281,0.072115,[1 3] ; [ 5 21],[0.8 3.2] ; [ 5.2 20.8],0
a2,1,0.812022,0.056557,[ 2 13] ; [ 6 48],[ 1.73913043 13.26086957] ; [ 6.26086957 47.73913043],0
b3,1,0.822906,0.050091,[2 2] ; [15 19],[1.78947368 2.21052632] ; [15.21052632 18.78947368],0
b2,1,0.822906,0.050091,[2 2] ; [15 19],[1.78947368 2.21052632] ; [15.21052632 18.78947368],0
p2,1,0.827571,0.047445,[5 9] ; [21 33],[5.35294118 8.64705882] ; [20.64705882 33.35294118],0
d1,1,0.834062,0.043888,[6 9] ; [20 34],[5.65217391 9.34782609] ; [20.34782609 33.65217391],0
s4,1,0.88535,0.020791,[ 2 13] ; [ 8 46],[ 2.17391304 12.82608696] ; [ 7.82608696 46.17391304],0
d2,1,0.916481,0.010997,[6 9] ; [22 31],[6.17647059 8.82352941] ; [21.82352941 31.17647059],0
