Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,127.723632,[138 185] ; [311  60],[208.97262248 114.02737752] ; [240.02737752 130.97262248],1
p7,1,0.0,44.529892,[180 133] ; [298  70],[219.69750367  93.30249633] ; [258.30249633 109.69750367],1
p8,1,0.0,42.250537,[144 172] ; [258 110],[185.71929825 130.28070175] ; [216.28070175 151.71929825],1
p6,1,0.0,34.46609,[ 90 230] ; [183 182],[127.53284672 192.46715328] ; [145.46715328 219.53284672],1
p5,1,0.0,32.97675,[ 15 310] ; [ 70 300],[ 39.74820144 285.25179856] ; [ 45.25179856 324.74820144],1
s7,1,1e-06,23.390605,[129 189] ; [207 142],[160.19190405 157.80809595] ; [175.80809595 173.19190405],1
s8,1,3e-06,21.844354,[119 206] ; [200 168],[149.6031746 175.3968254] ; [169.3968254 198.6031746],1
v3,1,3.9e-05,16.911534,[103 212] ; [173 185],[129.18276374 185.81723626] ; [146.81723626 211.18276374],1
p1,1,6.7e-05,15.893845,[ 14 310] ; [ 48 322],[ 28.94524496 295.05475504] ; [ 33.05475504 336.94524496],1
v1,1,0.000162,14.223684,[156 163] ; [229 133],[180.34508076 138.65491924] ; [204.65491924 157.34508076],1
p12,1,0.000242,13.475687,[ 13 310] ; [ 43 326],[ 26.13872832 296.86127168] ; [ 29.86127168 339.13872832],1
u1,1,0.000248,13.429356,[ 42 284] ; [ 88 283],[ 60.80344333 265.19655667] ; [ 69.19655667 301.80344333],1
s5,1,0.000301,13.063906,[ 90 226] ; [149 207],[112.38690476 203.61309524] ; [126.61309524 229.38690476],1
p10,1,0.000412,12.475312,[255  66] ; [329  40],[271.68695652  49.31304348] ; [312.31304348  56.68695652],1
n4,1,0.000589,11.809633,[240  84] ; [313  57],[258.17291066  65.82708934] ; [294.82708934  75.17291066],1
b1,1,0.000634,11.672017,[ 94 232] ; [153 218],[115.52654232 210.47345768] ; [131.47345768 239.52654232],1
a3,1,0.001283,10.367297,[220 106] ; [289  80],[238.75395683  87.24604317] ; [270.24604317  98.75395683],0
p9,1,0.001493,10.08666,[268  51] ; [338  30],[281.38864629  37.61135371] ; [324.61135371  43.38864629],0
d2,1,0.002948,8.839638,[142 183] ; [204 167],[161.56609195 163.43390805] ; [184.43390805 186.56609195],0
d1,1,0.003402,8.578483,[179 147] ; [244 127],[197.84505022 128.15494978] ; [225.15494978 145.84505022],0
a2,1,0.004058,8.25746,[ 65 261] ; [109 262],[ 81.3830703 244.6169297] ; [ 92.6169297 278.3830703],0
a5,1,0.004708,7.988305,[230  96] ; [296  75],[246.02008608  79.97991392] ; [279.97991392  91.02008608],0
v2,1,0.005181,7.815189,[162 149] ; [226 134],[179.83308495 131.16691505] ; [208.16691505 151.83308495],0
n5,1,0.00793,7.049129,[234  90] ; [298  71],[248.72727273  75.27272727] ; [283.27272727  85.72727273],0
s6,1,0.008567,6.911013,[206 114] ; [266  95],[221.79148311  98.20851689] ; [250.20851689 110.79148311],0
a1,1,0.012585,6.226572,[  7 319] ; [ 22 349],[ 13.56384505 312.43615495] ; [ 15.43615495 355.56384505],0
a4,1,0.049927,3.843924,[134 191] ; [180 190],[146.83453237 178.16546763] ; [167.16546763 202.83453237],0
d5,1,0.059175,3.56037,[263  62] ; [319  51],[272.15827338  52.84172662] ; [309.84172662  60.15827338],0
s2,1,0.059643,3.54729,[155 168] ; [203 165],[167.34298119 155.65701881] ; [190.65701881 177.34298119],0
u3,1,0.067883,3.333494,[56 48] ; [55 27],[62.06451613 41.93548387] ; [48.93548387 33.06451613],0
r3,1,0.087542,2.919006,[323   2] ; [362   8],[320.32374101   4.67625899] ; [364.67625899   5.32374101],0
b5,1,0.098958,2.722256,[208 118] ; [214 157],[197.37733142 128.62266858] ; [224.62266858 146.37733142],0
p11,1,0.111515,2.532624,[259  67] ; [312  59],[267.06743185  58.93256815] ; [303.93256815  67.06743185],0
b3,1,0.140244,2.175283,[ 60 115] ; [ 99 140],[ 67.21014493 107.78985507] ; [ 91.78985507 147.21014493],0
b2,1,0.140244,2.175283,[ 60 115] ; [ 99 140],[ 67.21014493 107.78985507] ; [ 91.78985507 147.21014493],0
u4,1,0.167968,1.900984,[  4 322] ; [ 10 361],[  6.54806313 319.45193687] ; [  7.45193687 363.54806313],0
n6,1,0.182998,1.773104,[274  51] ; [324  45],[280.04322767  44.95677233] ; [317.95677233  51.04322767],0
n2,1,0.193661,1.689547,[68 18] ; [36 16],[64.8115942 21.1884058] ; [39.1884058 12.8115942],0
u2,1,0.202373,1.625169,[55 50] ; [50 31],[59.27419355 45.72580645] ; [45.72580645 35.27419355],0
s3,1,0.228677,1.449074,[178 142] ; [222 147],[185.77648766 134.22351234] ; [214.22351234 154.77648766],0
a8,1,0.246824,1.341192,[ 50 243] ; [ 46 289],[ 44.78980892 248.21019108] ; [ 51.21019108 283.78980892],0
v4,1,0.293587,1.103098,[315   9] ; [365   6],[317.00719424   6.99280576] ; [362.99280576   8.00719424],0
r2,1,0.301402,1.067981,[316   9] ; [363   6],[317.97550432   7.02449568] ; [361.02449568   7.97550432],0
n3,1,0.333959,0.933486,[64 23] ; [42 10],[66.34532374 20.65467626] ; [39.65467626 12.34532374],0
d4,1,0.338817,0.914903,[268  57] ; [315  55],[272.62589928  52.37410072] ; [310.37410072  59.62589928],0
s4,1,0.431149,0.619727,[ 48 273] ; [ 63 304],[ 51.78924419 269.21075581] ; [ 59.21075581 307.78924419],0
