Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,139.595073,[280 157] ; [ 80 280],[197.3902133 239.6097867] ; [162.6097867 197.3902133],1
p6,1,0.0,68.148193,[198 236] ; [ 63 291],[143.74873096 290.25126904] ; [117.25126904 236.74873096],1
p8,1,0.0,57.806466,[261 173] ; [117 238],[207.92395437 226.07604563] ; [170.07604563 184.92395437],1
p7,1,0.0,41.074228,[307 126] ; [170 181],[263.44515306 169.55484694] ; [213.55484694 137.44515306],1
p2,1,0.0,40.936196,[390  46] ; [259 102],[355.03638645  80.96361355] ; [293.96361355  67.03638645],1
s6,1,1e-06,25.129933,[312 119] ; [196 159],[278.55979644 152.44020356] ; [229.44020356 125.55979644],1
a5,1,4e-06,21.504754,[344  94] ; [230 131],[314.6583229 123.3416771] ; [259.3416771 101.6583229],1
n5,1,1.5e-05,18.749293,[335 100] ; [226 133],[307.3488665 127.6511335] ; [253.6511335 105.3488665],1
p10,1,2e-05,18.221144,[363  70] ; [255 103],[338.29835651  94.70164349] ; [279.70164349  78.29835651],1
d1,1,2.4e-05,17.846747,[281 157] ; [178 183],[251.61702128 186.38297872] ; [207.38297872 153.61702128],1
n4,1,3.4e-05,17.180151,[347  90] ; [239 121],[321.30740276 115.69259724] ; [264.69259724  95.30740276],1
s7,1,4.3e-05,16.746357,[216 198] ; [130 218],[187.98425197 226.01574803] ; [158.01574803 189.98425197],1
v1,1,4.5e-05,16.654969,[247 181] ; [151 200],[218.67008986 209.32991014] ; [179.32991014 171.67008986],1
d5,1,4.7e-05,16.548537,[376  61] ; [268  91],[353.55276382  83.44723618] ; [290.44723618  68.55276382],1
s8,1,0.000302,13.060267,[205 230] ; [124 236],[180.01886792 254.98113208] ; [148.98113208 211.01886792],1
d3,1,0.000394,12.561079,[323 115] ; [222 136],[299.88693467 138.11306533] ; [245.11306533 112.88693467],1
p9,1,0.001185,10.513914,[373  62] ; [271  82],[355.50761421  79.49238579] ; [288.49238579  64.50761421],0
s2,1,0.001446,10.145895,[235 197] ; [154 204],[212.71898734 219.28101266] ; [176.28101266 181.71898734],0
d2,1,0.002184,9.387711,[229 208] ; [149 210],[207.5201005 229.4798995] ; [170.4798995 188.5201005],0
a4,1,0.002765,8.95644,[214 222] ; [139 222],[193.10915935 242.89084065] ; [159.89084065 201.10915935],0
a2,1,0.004914,7.910796,[121 317] ; [ 69 292],[104.15519399 333.84480601] ; [ 85.84480601 275.15519399],0
p11,1,0.005974,7.558266,[356  82] ; [264  97],[339.87484355  98.12515645] ; [280.12515645  80.87484355],0
u1,1,0.009648,6.69885,[ 90 348] ; [ 49 312],[ 76.19774718 361.80225282] ; [ 62.80225282 298.19774718],0
s5,1,0.010955,6.472663,[140 285] ; [ 85 261],[124.02723735 300.97276265] ; [100.97276265 245.02723735],0
r1,1,0.01176,6.346706,[361  74] ; [272  87],[346.79471033  88.20528967] ; [286.20528967  72.79471033],0
n6,1,0.01727,5.668763,[370  65] ; [282  77],[357.20403023  77.79596977] ; [294.79596977  64.20403023],0
r4,1,0.018994,5.502036,[407  31] ; [318  43],[397.43429287  40.56570713] ; [327.56570713  33.43429287],0
v4,1,0.02441,5.065238,[420  16] ; [332  26],[412.93702771  23.06297229] ; [339.06297229  18.93702771],0
a7,1,0.030027,4.707773,[330 107] ; [247 113],[316.37264743 120.62735257] ; [260.62735257  99.37264743],0
n3,1,0.079774,3.069499,[64 15] ; [76 33],[58.82978723 20.17021277] ; [81.17021277 27.82978723],0
v3,1,0.119178,2.428091,[164 257] ; [117 232],[153.63766234 267.36233766] ; [127.36233766 221.63766234],0
v2,1,0.134822,2.236082,[251 175] ; [182 158],[240.80678851 185.19321149] ; [192.19321149 147.80678851],0
u3,1,0.167152,1.908301,[76 49] ; [63 58],[70.6300813 54.3699187] ; [68.3699187 52.6300813],0
s3,1,0.182922,1.773727,[245 185] ; [187 171],[235.73604061 194.26395939] ; [196.26395939 161.73604061],0
d4,1,0.187974,1.733428,[364  73] ; [286  73],[356.84673367  80.15326633] ; [293.15326633  65.84673367],0
a3,1,0.214494,1.540833,[310 127] ; [240 119],[301.94723618 135.05276382] ; [248.05276382 110.94723618],0
a6,1,0.241147,1.373878,[305 133] ; [236 123],[297.31242158 140.68757842] ; [243.68757842 115.31242158],0
b1,1,0.312064,1.021921,[173 265] ; [130 231],[166.10012516 271.89987484] ; [136.89987484 224.10012516],0
p1,1,0.326004,0.964705,[ 29 406] ; [ 18 341],[ 25.74937028 409.25062972] ; [ 21.25062972 337.74937028],0
p12,1,0.357961,0.845035,[ 26 411] ; [ 16 341],[ 23.11586902 413.88413098] ; [ 18.88413098 338.11586902],0
b5,1,0.387373,0.747172,[266 172] ; [230 131],[271.89987484 166.10012516] ; [224.10012516 136.89987484],0
u2,1,0.428141,0.627862,[72 54] ; [62 57],[68.91428571 57.08571429] ; [65.08571429 53.91428571],0
u4,1,0.472701,0.515656,[  9 429] ; [  5 356],[  7.67459324 430.32540676] ; [  6.32540676 354.67459324],0
r2,1,0.509418,0.435263,[411  22] ; [335  22],[408.8835443  24.1164557] ; [337.1164557  19.8835443],0
n1,1,0.569054,0.324267,[30 49] ; [37 72],[28.15425532 50.84574468] ; [38.84574468 70.15425532],0
s4,1,0.705065,0.143256,[ 77 356] ; [ 60 298],[ 74.99494311 358.00505689] ; [ 62.00505689 295.99494311],0
b4,1,0.762826,0.091066,[257 181] ; [208 153],[254.90613267 183.09386733] ; [210.09386733 150.90613267],0
a8,1,0.890943,0.018799,[ 53 338] ; [ 47 291],[ 53.6351166 337.3648834] ; [ 46.3648834 291.6351166],0
a1,1,0.892625,0.018221,[ 15 423] ; [ 13 348],[ 15.34918648 422.65081352] ; [ 12.65081352 348.34918648],0
n2,1,0.899943,0.015809,[59 20] ; [82 29],[58.62631579 20.37368421] ; [82.37368421 28.62631579],0
s1,1,0.947737,0.004297,[ 13 419] ; [ 11 345],[ 13.15736041 418.84263959] ; [ 10.84263959 345.15736041],0
b2,1,0.968455,0.001564,[ 95 176] ; [ 68 125],[ 95.20043103 175.79956897] ; [ 67.79956897 125.20043103],0
b3,1,0.968455,0.001564,[ 95 176] ; [ 68 125],[ 95.20043103 175.79956897] ; [ 67.79956897 125.20043103],0
