Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3.7e-05,17.02725,[20  9] ; [30 79],[10.50724638 18.49275362] ; [39.49275362 69.50724638],1
a4,1,0.275692,1.188203,[11 18] ; [30 79],[ 8.61594203 20.38405797] ; [32.38405797 76.61594203],0
n3,1,0.281862,1.158088,[7 2] ; [21 15],[5.6 3.4] ; [22.4 13.6],0
n5,1,0.303202,1.060056,[20  8] ; [67 43],[17.65217391 10.34782609] ; [69.34782609 40.65217391],0
r2,1,0.440782,0.594245,[22  6] ; [77 31],[20.38235294  7.61764706] ; [78.61764706 29.38235294],0
u3,1,0.45,0.570652,[6 8] ; [18 38],[4.8 9.2] ; [19.2 36.8],0
d4,1,0.477438,0.504709,[20  9] ; [68 42],[18.35971223 10.64028777] ; [69.64028777 40.35971223],0
b3,1,0.483187,0.491661,[6 9] ; [18 41],[ 4.86486486 10.13513514] ; [19.13513514 39.86486486],0
b2,1,0.483187,0.491661,[6 9] ; [18 41],[ 4.86486486 10.13513514] ; [19.13513514 39.86486486],0
n1,1,0.585633,0.297215,[3 5] ; [10 26],[2.36363636 5.63636364] ; [10.63636364 25.36363636],0
s3,1,0.610906,0.258858,[ 9 20] ; [39 69],[10.16058394 18.83941606] ; [37.83941606 70.16058394],0
n6,1,0.644819,0.212495,[22  7] ; [78 31],[21.01449275  7.98550725] ; [78.98550725 30.01449275],0
b1,1,0.654782,0.199924,[14 15] ; [48 62],[12.9352518 16.0647482] ; [49.0647482 60.9352518],0
p1,1,0.69884,0.149681,[ 2 27] ; [10 99],[ 2.52173913 26.47826087] ; [ 9.47826087 99.52173913],0
n4,1,0.703437,0.144921,[16 13] ; [65 45],[16.89928058 12.10071942] ; [64.10071942 45.89928058],0
a1,1,0.708183,0.140099,[ 2 27] ; [ 10 100],[ 2.50359712 26.49640288] ; [  9.49640288 100.50359712],0
a5,1,0.719603,0.128874,[14 15] ; [49 61],[13.14388489 15.85611511] ; [49.85611511 60.14388489],0
a8,1,0.74785,0.103347,[ 3 25] ; [ 9 94],[ 2.5648855 25.4351145] ; [ 9.4351145 93.5648855],0
s2,1,0.762759,0.09112,[ 9 20] ; [31 79],[ 8.34532374 20.65467626] ; [31.65467626 78.34532374],0
u1,1,0.795921,0.066889,[ 1 28] ; [  5 105],[ 1.25179856 27.74820144] ; [  4.74820144 105.25179856],0
s4,1,0.824121,0.049394,[ 4 25] ; [17 93],[ 4.38129496 24.61870504] ; [16.61870504 93.38129496],0
v1,1,0.832667,0.04464,[10 19] ; [35 73],[ 9.52554745 19.47445255] ; [35.47445255 72.52554745],0
n2,1,0.876261,0.024246,[6 3] ; [23 13],[5.8 3.2] ; [23.2 12.8],0
a3,1,0.903581,0.014675,[14 15] ; [54 55],[14.28985507 14.71014493] ; [53.71014493 55.28985507],0
d2,1,0.929539,0.007819,[11 18] ; [40 68],[10.79562044 18.20437956] ; [40.20437956 67.79562044],0
p5,1,0.936153,0.006417,[ 2 27] ; [  7 101],[ 1.90510949 27.09489051] ; [  7.09489051 100.90510949],0
a2,1,0.944398,0.004864,[ 2 27] ; [  8 102],[ 2.08633094 26.91366906] ; [  7.91366906 102.08633094],0
