Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.995141,[ 3 35] ; [78 50],[18.54216867 19.45783133] ; [62.45783133 65.54216867],1
r3,1,0.0,29.055625,[17 20] ; [112  16],[28.92727273  8.07272727] ; [100.07272727  27.92727273],1
p2,1,0.0,26.575064,[11 26] ; [96 31],[24.1402439 12.8597561] ; [82.8597561 44.1402439],1
r2,1,2e-06,22.654749,[15 20] ; [105  22],[25.92592593  9.07407407] ; [94.07407407 32.92592593],1
p9,1,0.000264,13.312911,[17 19] ; [98 27],[25.71428571 10.28571429] ; [89.28571429 35.71428571],1
n6,1,0.000467,12.242306,[18 19] ; [100  28],[26.46060606 10.53939394] ; [91.53939394 36.46060606],1
p11,1,0.001391,10.217234,[17 21] ; [93 35],[25.18072289 12.81927711] ; [84.81927711 43.18072289],0
p10,1,0.001831,9.711879,[15 22] ; [86 39],[23.06790123 13.93209877] ; [77.93209877 47.06790123],0
s1,1,0.002027,9.525227,[ 4 34] ; [  1 127],[ 1.14457831 36.85542169] ; [  3.85542169 124.14457831],0
p8,1,0.008157,6.998641,[ 7 30] ; [54 72],[13.84662577 23.15337423] ; [47.15337423 78.84662577],0
s6,1,0.010545,6.540408,[ 8 30] ; [56 71],[14.73939394 23.26060606] ; [49.26060606 77.73939394],0
u2,1,0.015228,5.889901,[ 3 15] ; [27 28],[ 7.39726027 10.60273973] ; [22.60273973 32.39726027],0
p7,1,0.017377,5.657844,[12 26] ; [67 58],[18.41717791 19.58282209] ; [60.58282209 64.41717791],0
u3,1,0.023533,5.12876,[ 2 16] ; [22 33],[ 5.91780822 12.08219178] ; [18.08219178 36.91780822],0
n2,1,0.025956,4.95893,[6 9] ; [31 12],[9.56896552 5.43103448] ; [27.43103448 15.56896552],0
p6,1,0.052136,3.771387,[ 4 32] ; [33 91],[ 8.325 27.675] ; [28.675 95.325],0
p4,1,0.061502,3.49642,[11 27] ; [58 68],[15.98780488 22.01219512] ; [53.01219512 72.98780488],0
v2,1,0.076145,3.145311,[ 8 29] ; [47 79],[12.48466258 24.51533742] ; [42.51533742 83.48466258],0
a8,1,0.081557,3.033591,[ 6 32] ; [  8 113],[ 3.34591195 34.65408805] ; [ 10.65408805 110.34591195],0
