Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,149.339565,[169  67] ; [ 37 198],[103.21868365 132.78131635] ; [102.78131635 132.21868365],1
d3,1,0.0,136.214858,[206  31] ; [ 81 154],[144.10805085  92.89194915] ; [142.89194915  92.10805085],1
d5,1,0.0,121.055663,[230   7] ; [126 110],[178.37632135  58.62367865] ; [177.62367865  58.37632135],1
d4,1,0.0,110.543662,[231   5] ; [136 100],[183.5  52.5] ; [183.5  52.5],1
a2,1,0.0,51.547129,[ 77 160] ; [ 15 221],[ 46.09725159 190.90274841] ; [ 45.90274841 190.09725159],1
a4,1,0.0,51.380584,[133 103] ; [ 56 178],[ 94.90212766 141.09787234] ; [ 94.09787234 139.90212766],1
a5,1,0.0,44.948826,[194  43] ; [125 111],[159.8372093  77.1627907] ; [159.1627907  76.8372093],1
u1,1,0.0,44.931002,[ 57 180] ; [  7 229],[ 32.06765328 204.93234672] ; [ 31.93234672 204.06765328],1
a3,1,0.0,30.186227,[185  52] ; [126 107],[156.82340426  80.17659574] ; [154.17659574  78.82340426],1
r1,1,1.2e-05,19.201492,[192  43] ; [149  85],[170.86353945  64.13646055] ; [170.13646055  63.86353945],1
r2,1,6.5e-05,15.959625,[222  11] ; [194  37],[208.89655172  24.10344828] ; [207.10344828  23.89655172],1
a6,1,0.000147,14.410937,[174  63] ; [134 102],[154.3255814  82.6744186] ; [153.6744186  82.3255814],1
a7,1,0.001354,10.26762,[179  58] ; [146  90],[162.8435518  74.1564482] ; [162.1564482  73.8435518],0
r4,1,0.003044,8.780814,[205  32] ; [179  57],[192.40591966  44.59408034] ; [191.59408034  44.40591966],0
n4,1,0.005626,7.666385,[181  55] ; [153  82],[167.35456476  68.64543524] ; [166.64543524  68.35456476],0
s7,1,0.006376,7.44098,[ 97 130] ; [ 68 156],[ 83.04878049 143.95121951] ; [ 81.95121951 142.04878049],0
p3,1,0.006459,7.417478,[110 125] ; [ 81 154],[ 95.5 139.5] ; [ 95.5 139.5],0
p4,1,0.007495,7.150314,[135 101] ; [105 129],[120.5106383 115.4893617] ; [119.4893617 114.5106383],0
s5,1,0.010454,6.555775,[ 71 160] ; [ 47 184],[ 59. 172.] ; [ 59. 172.],0
s2,1,0.01131,6.41587,[102 134] ; [ 75 160],[ 88.68789809 147.31210191] ; [ 88.31210191 146.68789809],0
s8,1,0.013619,6.086814,[ 89 148] ; [ 63 171],[ 76.48407643 160.51592357] ; [ 75.51592357 158.48407643],0
r3,1,0.026517,4.921961,[221  16] ; [204  30],[213.85350318  23.14649682] ; [211.14649682  22.85350318],0
v2,1,0.041936,4.137805,[105 129] ; [ 80 145],[ 94.31372549 139.68627451] ; [ 90.68627451 134.31372549],0
p6,1,0.083699,2.991567,[ 79 154] ; [ 61 169],[ 70.45356371 162.54643629] ; [ 69.54643629 160.45356371],0
n5,1,0.086498,2.938371,[168  67] ; [148  83],[159.35622318  75.64377682] ; [156.64377682  74.35622318],0
s6,1,0.087735,2.915445,[140  95] ; [120 112],[130.83511777 104.16488223] ; [129.16488223 102.83511777],0
n6,1,0.088862,2.894864,[189  46] ; [172  61],[181.27136752  53.72863248] ; [179.72863248  53.27136752],0
b4,1,0.10575,2.616609,[143  94] ; [125 111],[134.2832981 102.7167019] ; [133.7167019 102.2832981],0
u3,1,0.114495,2.491059,[31 21] ; [50 58],[26.325 25.675] ; [54.675 53.325],0
v4,1,0.122564,2.384249,[216  20] ; [203  30],[210.84008529  25.15991471] ; [208.15991471  24.84008529],0
s1,1,0.126931,2.329646,[  5 229] ; [ 11 223],[  8. 226.] ; [  8. 226.],0
u4,1,0.178936,1.806441,[  4 233] ; [  1 235],[  2.50528541 234.49471459] ; [  2.49471459 233.50528541],0
p10,1,0.245535,1.348532,[177  60] ; [160  69],[171.39270386  65.60729614] ; [165.60729614  63.39270386],0
a1,1,0.26014,1.268014,[  8 229] ; [ 13 223],[ 10.52219873 226.47780127] ; [ 10.47780127 225.52219873],0
b2,1,0.287304,1.132213,[61 89] ; [47 89],[56.64335664 93.35664336] ; [51.35664336 84.64335664],0
b3,1,0.287304,1.132213,[61 89] ; [47 89],[56.64335664 93.35664336] ; [51.35664336 84.64335664],0
p8,1,0.292896,1.106264,[112 124] ; [ 98 132],[106.35193133 129.64806867] ; [103.64806867 126.35193133],0
n2,1,0.327912,0.957126,[44 24] ; [50 19],[46.65693431 21.34306569] ; [47.34306569 21.65693431],0
n3,1,0.360588,0.835844,[42 24] ; [49 20],[44.48888889 21.51111111] ; [46.51111111 22.48888889],0
p9,1,0.380437,0.769288,[185  49] ; [174  56],[181.04741379  52.95258621] ; [177.95258621  52.04741379],0
u2,1,0.41873,0.653876,[29 22] ; [54 54],[26.62264151 24.37735849] ; [56.37735849 51.62264151],0
a8,1,0.419409,0.651969,[ 30 186] ; [ 37 185],[ 33.04109589 182.95890411] ; [ 33.95890411 188.04109589],0
s3,1,0.480197,0.498417,[116 121] ; [106 126],[112.18336887 124.81663113] ; [109.81663113 122.18336887],0
b1,1,0.549682,0.357887,[ 96 141] ; [102 134],[ 99.20930233 137.79069767] ; [ 98.79069767 137.20930233],0
