Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4e-06,21.085396,[64 34] ; [17 44],[49.9245283 48.0754717] ; [31.0754717 29.9245283],1
u1,1,0.000917,10.988236,[25 73] ; [ 3 58],[17.25786164 80.74213836] ; [10.74213836 50.25786164],1
s7,1,0.00159,9.971678,[43 49] ; [12 45],[33.95973154 58.04026846] ; [21.04026846 35.95973154],0
a5,1,0.004339,8.136352,[73 25] ; [32 29],[64.71698113 33.28301887] ; [40.28301887 20.71698113],0
a8,1,0.011844,6.334131,[13 76] ; [ 1 54],[ 8.65277778 80.34722222] ; [ 5.34722222 49.65277778],0
s8,1,0.012648,6.217677,[32 65] ; [ 9 51],[25.33121019 71.66878981] ; [15.66878981 44.33121019],0
a4,1,0.018547,5.543773,[52 45] ; [21 40],[44.8164557 52.1835443] ; [28.1835443 32.8164557],0
d2,1,0.030433,4.684674,[60 37] ; [27 34],[53.41139241 43.58860759] ; [33.58860759 27.41139241],0
n1,1,0.032509,4.571429,[18 17] ; [ 6 19],[14. 21.] ; [10. 15.],0
n6,1,0.034049,4.492219,[70 27] ; [34 27],[63.84810127 33.15189873] ; [40.15189873 20.84810127],0
p11,1,0.039628,4.233758,[55 43] ; [24 37],[48.6918239 49.3081761] ; [30.3081761 30.6918239],0
r2,1,0.041906,4.13901,[88  7] ; [50 11],[84.03846154 10.96153846] ; [53.96153846  7.03846154],0
d5,1,0.043791,4.064585,[86 12] ; [46 15],[81.35849057 16.64150943] ; [50.64150943 10.35849057],0
r1,1,0.059425,3.553369,[74 23] ; [38 23],[68.75949367 28.24050633] ; [43.24050633 17.75949367],0
a3,1,0.066865,3.358356,[71 27] ; [35 25],[65.74683544 32.25316456] ; [40.25316456 19.74683544],0
s2,1,0.078776,3.089977,[41 56] ; [17 43],[35.8343949 61.1656051] ; [22.1656051 37.8343949],0
r4,1,0.111373,2.534632,[77 21] ; [41 20],[72.72955975 25.27044025] ; [45.27044025 15.72955975],0
s3,1,0.116595,2.462473,[48 47] ; [23 38],[43.23717949 51.76282051] ; [27.76282051 33.23717949],0
p2,1,0.139213,2.186636,[63 35] ; [32 29],[58.55345912 39.44654088] ; [36.44654088 24.55345912],0
v3,1,0.162964,1.946508,[31 63] ; [13 45],[27.21052632 66.78947368] ; [16.78947368 41.21052632],0
p6,1,0.171267,1.871822,[27 68] ; [11 48],[23.44155844 71.55844156] ; [14.55844156 44.44155844],0
a2,1,0.177277,1.820306,[25 73] ; [10 51],[21.57232704 76.42767296] ; [13.42767296 47.57232704],0
a7,1,0.179938,1.798134,[71 27] ; [38 23],[67.18238994 30.81761006] ; [41.81761006 19.18238994],0
v1,1,0.195863,1.672958,[42 54] ; [20 40],[38.15384615 57.84615385] ; [23.84615385 36.15384615],0
b1,1,0.200436,1.639196,[52 46] ; [26 35],[48.0754717 49.9245283] ; [29.9245283 31.0754717],0
d1,1,0.20156,1.631038,[63 35] ; [33 28],[59.16981132 38.83018868] ; [36.83018868 24.16981132],0
a1,1,0.217314,1.522021,[ 8 90] ; [ 2 59],[ 6.16352201 91.83647799] ; [ 3.83647799 57.16352201],0
r3,1,0.252434,1.309785,[88 10] ; [51 10],[85.67295597 12.32704403] ; [53.32704403  7.67295597],0
b3,1,0.30448,1.054468,[25 41] ; [10 26],[22.64705882 43.35294118] ; [12.35294118 23.64705882],0
b2,1,0.30448,1.054468,[25 41] ; [10 26],[22.64705882 43.35294118] ; [12.35294118 23.64705882],0
p9,1,0.305894,1.048323,[38 56] ; [19 40],[35.01960784 58.98039216] ; [21.98039216 37.01960784],0
s4,1,0.353139,0.862145,[12 83] ; [11 50],[14.00641026 80.99358974] ; [ 8.99358974 52.00641026],0
p8,1,0.365791,0.817914,[28 68] ; [22 39],[30.57324841 65.42675159] ; [19.42675159 41.57324841],0
v2,1,0.374121,0.789931,[47 49] ; [25 35],[44.30769231 51.69230769] ; [27.69230769 32.30769231],0
u2,1,0.396144,0.72,[14 11] ; [11 14],[12.5 12.5] ; [12.5 12.5],0
d3,1,0.43687,0.604489,[70 28] ; [40 21],[67.79874214 30.20125786] ; [42.20125786 18.79874214],0
v4,1,0.475843,0.508375,[83 15] ; [49 12],[81.35849057 16.64150943] ; [50.64150943 10.35849057],0
n3,1,0.479144,0.500811,[22 14] ; [13 12],[20.6557377 15.3442623] ; [14.3442623 10.6557377],0
s1,1,0.49696,0.461423,[ 4 93] ; [ 4 57],[ 4.91139241 92.08860759] ; [ 3.08860759 57.91139241],0
s5,1,0.519177,0.415528,[18 75] ; [14 45],[19.57894737 73.42105263] ; [12.42105263 46.57894737],0
n2,1,0.607113,0.2644,[24 13] ; [14 10],[23.04918033 13.95081967] ; [14.95081967  9.04918033],0
a6,1,0.638085,0.221256,[59 39] ; [39 22],[60.40251572 37.59748428] ; [37.59748428 23.40251572],0
