Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.005081,7.850323,[3 2] ; [ 3 28],[0.83333333 4.16666667] ; [ 5.16666667 25.83333333],0
a7,1,0.076523,3.137255,[1 5] ; [19 15],[3. 3.] ; [17. 17.],0
s6,1,0.137409,2.20674,[3 3] ; [ 7 26],[1.53846154 4.46153846] ; [ 8.46153846 24.53846154],0
n5,1,0.14812,2.091503,[2 4] ; [22 12],[3.6 2.4] ; [20.4 13.6],0
a3,1,0.148237,2.090301,[5 1] ; [17 16],[3.38461538 2.61538462] ; [18.61538462 14.38461538],0
p1,1,0.17253,1.860823,[2 4] ; [ 4 30],[0.9 5.1] ; [ 5.1 28.9],0
s1,1,0.17253,1.860823,[2 4] ; [ 4 30],[0.9 5.1] ; [ 5.1 28.9],0
p3,1,0.180638,1.792366,[3 3] ; [ 8 26],[1.65 4.35] ; [ 9.35 24.65],0
n2,1,0.19446,1.683502,[1 4] ; [8 7],[2.25 2.75] ; [6.75 8.25],0
b1,1,0.205718,1.601307,[5 1] ; [19 15],[3.6 2.4] ; [20.4 13.6],0
d1,1,0.246235,1.344538,[3 3] ; [ 9 25],[1.8 4.2] ; [10.2 23.8],0
n4,1,0.246235,1.344538,[3 3] ; [25  9],[4.2 1.8] ; [23.8 10.2],0
a4,1,0.267201,1.231061,[3 3] ; [ 9 24],[1.84615385 4.15384615] ; [10.15384615 22.84615385],0
b4,1,0.307855,1.039855,[2 4] ; [19 15],[3.15 2.85] ; [17.85 16.15],0
d5,1,0.375825,0.784314,[4 2] ; [16 18],[3. 3.] ; [17. 17.],0
s3,1,0.433714,0.612857,[3 3] ; [11 22],[2.15384615 3.84615385] ; [11.84615385 21.15384615],0
a5,1,0.45102,0.568087,[4 2] ; [17 17],[3.15 2.85] ; [17.85 16.15],0
p10,1,0.584177,0.29953,[1 5] ; [ 9 24],[1.53846154 4.46153846] ; [ 8.46153846 24.53846154],0
r1,1,0.587594,0.294118,[3 3] ; [13 21],[2.4 3.6] ; [13.6 20.4],0
r4,1,0.609134,0.261438,[2 4] ; [ 8 26],[1.5 4.5] ; [ 8.5 25.5],0
s2,1,0.609134,0.261438,[2 4] ; [ 8 26],[1.5 4.5] ; [ 8.5 25.5],0
r3,1,0.622251,0.242716,[2 4] ; [15 19],[2.55 3.45] ; [14.45 19.55],0
v2,1,0.685372,0.164141,[1 5] ; [ 8 25],[1.38461538 4.61538462] ; [ 7.61538462 25.38461538],0
d4,1,0.686884,0.162479,[3 3] ; [20 14],[3.45 2.55] ; [19.55 14.45],0
d3,1,0.686884,0.162479,[3 3] ; [14 20],[2.55 3.45] ; [14.45 19.55],0
p2,1,0.72852,0.120475,[2 4] ; [ 9 25],[1.65 4.35] ; [ 9.35 24.65],0
p7,1,0.72852,0.120475,[2 4] ; [ 9 25],[1.65 4.35] ; [ 9.35 24.65],0
d2,1,0.730669,0.118498,[3 3] ; [14 19],[2.61538462 3.38461538] ; [14.38461538 18.61538462],0
b2,1,0.755189,0.097222,[2 2] ; [10 14],[1.71428571 2.28571429] ; [10.28571429 13.71428571],0
b3,1,0.755189,0.097222,[2 2] ; [10 14],[1.71428571 2.28571429] ; [10.28571429 13.71428571],0
s5,1,0.759338,0.09385,[1 5] ; [ 4 29],[0.76923077 5.23076923] ; [ 4.23076923 28.76923077],0
p8,1,0.759338,0.09385,[1 5] ; [ 4 29],[0.76923077 5.23076923] ; [ 4.23076923 28.76923077],0
n3,1,0.786648,0.07326,[2 3] ; [ 5 10],[1.75 3.25] ; [5.25 9.75],0
b5,1,0.789452,0.071301,[3 3] ; [15 19],[2.7 3.3] ; [15.3 18.7],0
n1,1,0.79525,0.06734,[2 3] ; [7 8],[2.25 2.75] ; [6.75 8.25],0
v1,1,0.846758,0.037348,[2 4] ; [10 24],[1.8 4.2] ; [10.2 23.8],0
p4,1,0.846758,0.037348,[2 4] ; [10 24],[1.8 4.2] ; [10.2 23.8],0
v3,1,0.861162,0.030588,[1 4] ; [ 8 26],[1.15384615 3.84615385] ; [ 7.84615385 26.15384615],0
n6,1,0.882392,0.021886,[2 4] ; [10 23],[1.84615385 4.15384615] ; [10.15384615 22.84615385],0
p9,1,0.882392,0.021886,[2 4] ; [10 23],[1.84615385 4.15384615] ; [10.15384615 22.84615385],0
p6,1,0.924616,0.008953,[1 5] ; [ 5 28],[0.92307692 5.07692308] ; [ 5.07692308 27.92307692],0
r2,1,0.979387,0.000668,[3 2] ; [20 13],[3.02631579 1.97368421] ; [19.97368421 13.02631579],0
