Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.203474,[3 7] ; [155  19],[8.58695652 1.41304348] ; [149.41304348  24.58695652],1
r2,1,2.9e-05,17.469254,[6 4] ; [165   9],[9.29347826 0.70652174] ; [161.70652174  12.29347826],1
v4,1,7.5e-05,15.668725,[6 4] ; [163  10],[9.23497268 0.76502732] ; [159.76502732  13.23497268],1
a7,1,0.000162,14.230412,[3 7] ; [139  33],[7.8021978 2.1978022] ; [134.1978022  37.8021978],1
r1,1,0.000361,12.725288,[3 7] ; [137  36],[7.65027322 2.34972678] ; [132.34972678  40.65027322],1
d5,1,0.000815,11.207146,[3 7] ; [133  39],[7.47252747 2.52747253] ; [128.52747253  43.47252747],1
d4,1,0.002464,9.167204,[5 5] ; [148  24],[8.40659341 1.59340659] ; [144.59340659  27.40659341],0
s1,1,0.004038,8.266657,[3 7] ; [ 10 161],[0.71823204 9.28176796] ; [ 12.28176796 158.71823204],0
p9,1,0.013488,6.103908,[5 5] ; [137  30],[8.02259887 1.97740113] ; [133.97740113  33.02259887],0
p2,1,0.017743,5.62131,[5 5] ; [138  32],[7.94444444 2.05555556] ; [135.05555556  34.94444444],0
p10,1,0.025228,5.008183,[5 5] ; [136  34],[7.83333333 2.16666667] ; [133.16666667  36.83333333],0
v2,1,0.048636,3.887888,[2 8] ; [87 80],[5.02824859 4.97175141] ; [83.97175141 83.02824859],0
p11,1,0.08557,2.955804,[5 5] ; [130  44],[7.33695652 2.66304348] ; [127.66304348  46.33695652],0
n2,1,0.090211,2.870604,[2 2] ; [33  6],[3.25581395 0.74418605] ; [31.74418605  7.25581395],0
p1,1,0.106286,2.60859,[2 8] ; [ 11 160],[0.71823204 9.28176796] ; [ 12.28176796 158.71823204],0
v1,1,0.118904,2.431704,[7 3] ; [76 94],[4.61111111 5.38888889] ; [78.38888889 91.61111111],0
d1,1,0.129505,2.298432,[3 7] ; [95 79],[5.32608696 4.67391304] ; [92.67391304 81.32608696],0
d2,1,0.13298,2.257364,[2 8] ; [76 96],[4.28571429 5.71428571] ; [73.71428571 98.28571429],0
d3,1,0.138539,2.194114,[5 5] ; [123  48],[7.0718232 2.9281768] ; [120.9281768  50.0718232],0
b1,1,0.152598,2.046088,[6 4] ; [ 65 109],[3.85869565 6.14130435] ; [ 67.14130435 106.85869565],0
s6,1,0.204099,1.612798,[6 4] ; [131  38],[7.65363128 2.34636872] ; [129.34636872  39.65363128],0
s3,1,0.256024,1.290131,[6 3] ; [140  31],[7.3 1.7] ; [138.7  32.3],0
s4,1,0.259656,1.270588,[4 6] ; [ 41 129],[2.5 7.5] ; [ 42.5 127.5],0
u3,1,0.393153,0.729167,[1 2] ; [35 25],[1.71428571 1.28571429] ; [34.28571429 25.71428571],0
a6,1,0.417677,0.656842,[5 5] ; [108  64],[6.20879121 3.79120879] ; [106.79120879  65.20879121],0
b5,1,0.476388,0.507121,[7 3] ; [102  72],[5.92391304 4.07608696] ; [103.07608696  70.92391304],0
p7,1,0.481131,0.496298,[5 5] ; [101  64],[6.05714286 3.94285714] ; [99.94285714 65.05714286],0
s7,1,0.493546,0.468786,[3 6] ; [76 93],[3.99438202 5.00561798] ; [75.00561798 93.99438202],0
n4,1,0.575019,0.314357,[8 2] ; [125  49],[7.22826087 2.77173913] ; [125.77173913  48.22826087],0
a1,1,0.646881,0.209855,[1 9] ; [ 11 163],[0.65217391 9.34782609] ; [ 11.34782609 162.65217391],0
b3,1,0.667979,0.183975,[1 4] ; [26 64],[1.42105263 3.57894737] ; [25.57894737 64.42105263],0
b2,1,0.667979,0.183975,[1 4] ; [26 64],[1.42105263 3.57894737] ; [25.57894737 64.42105263],0
p8,1,0.673266,0.177806,[5 5] ; [73 96],[4.3575419 5.6424581] ; [73.6424581 95.3575419],0
p4,1,0.703919,0.144427,[5 5] ; [96 75],[5.5801105 4.4198895] ; [95.4198895 75.5801105],0
a3,1,0.734503,0.115017,[7 3] ; [112  61],[6.50273224 3.49726776] ; [112.49726776  60.50273224],0
v3,1,0.741334,0.108958,[3 7] ; [ 59 109],[3.48314607 6.51685393] ; [ 58.51685393 109.48314607],0
n3,1,0.758798,0.094286,[3 1] ; [27 13],[2.72727273 1.27272727] ; [27.27272727 12.72727273],0
p6,1,0.837576,0.042023,[3 7] ; [ 56 113],[3.29608939 6.70391061] ; [ 55.70391061 113.29608939],0
p5,1,0.844437,0.038503,[1 9] ; [ 14 156],[0.83333333 9.16666667] ; [ 14.16666667 155.83333333],0
a5,1,0.846894,0.037281,[7 3] ; [116  57],[6.72131148 3.27868852] ; [116.27868852  56.72131148],0
a4,1,0.891188,0.018714,[4 6] ; [ 73 100],[4.20765027 5.79234973] ; [ 72.79234973 100.20765027],0
p3,1,0.912406,0.012101,[4 6] ; [71 99],[4.16666667 5.83333333] ; [70.83333333 99.16666667],0
b4,1,0.924797,0.00891,[6 4] ; [107  67],[6.14130435 3.85869565] ; [106.85869565  67.14130435],0
s5,1,0.934487,0.006757,[4 6] ; [69 98],[4.12429379 5.87570621] ; [68.87570621 98.12429379],0
n5,1,0.956764,0.002939,[7 3] ; [119  53],[6.92307692 3.07692308] ; [119.07692308  52.92307692],0
n6,1,0.971556,0.001271,[8 2] ; [136  35],[7.9558011 2.0441989] ; [136.0441989  34.9558011],0
n1,1,0.977675,0.000783,[1 3] ; [10 29],[1.02325581 2.97674419] ; [ 9.97674419 29.02325581],0
