Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,55.654399,[259  35] ; [19 26],[241.09734513  52.90265487] ; [36.90265487  8.09734513],1
n6,1,7e-06,20.235196,[271  21] ; [32 13],[262.54005935  29.45994065] ; [40.45994065  4.54005935],1
s4,1,0.007029,7.265602,[ 52 242] ; [16 30],[ 58.8 235.2] ; [ 9.2 36.8],0
v4,1,0.007529,7.14211,[285   8] ; [41  5],[281.7640118  11.2359882] ; [44.2359882  1.7640118],0
r1,1,0.011791,6.342018,[259  36] ; [34 12],[253.47507331  41.52492669] ; [39.52492669  6.47507331],0
s2,1,0.018602,5.538517,[222  73] ; [27 19],[215.41055718  79.58944282] ; [33.58944282 12.41055718],0
d4,1,0.022169,5.232475,[259  34] ; [35 11],[254.10619469  38.89380531] ; [39.89380531  6.10619469],0
s3,1,0.030536,4.678853,[221  70] ; [28 18],[215.01186944  75.98813056] ; [33.98813056 12.01186944],0
p2,1,0.03382,4.50378,[254  41] ; [34 12],[249.14956012  45.85043988] ; [38.85043988  7.14956012],0
d5,1,0.049719,3.850917,[255  38] ; [35 11],[250.64896755  42.35103245] ; [39.35103245  6.64896755],0
v3,1,0.058032,3.592742,[141 147] ; [14 28],[135.27272727 152.72727273] ; [19.72727273 22.27272727],0
d1,1,0.067345,3.346576,[213  83] ; [27 19],[207.71929825  88.28070175] ; [32.28070175 13.71929825],0
p6,1,0.08741,2.921445,[142 152] ; [16 30],[136.62352941 157.37647059] ; [21.37647059 24.62352941],0
r3,1,0.091628,2.845534,[285  10] ; [42  4],[282.88856305  12.11143695] ; [44.11143695  1.88856305],0
p12,1,0.11258,2.517629,[ 36 257] ; [ 2 44],[ 32.84365782 260.15634218] ; [ 5.15634218 40.84365782],0
u1,1,0.121001,2.40431,[ 91 205] ; [ 9 37],[ 86.5497076 209.4502924] ; [13.4502924 32.5497076],0
u3,1,0.165781,1.92069,[30  7] ; [4 3],[28.59090909  8.40909091] ; [5.40909091 1.59090909],0
p5,1,0.165804,1.92048,[ 50 244] ; [ 4 41],[ 46.83185841 247.16814159] ; [ 7.16814159 37.83185841],0
p11,1,0.16812,1.899625,[244  52] ; [34 12],[240.60818713  55.39181287] ; [37.39181287  8.60818713],0
r2,1,0.180877,1.790406,[283   8] ; [43  3],[281.50148368   9.49851632] ; [44.49851632  1.50148368],0
a1,1,0.185246,1.755028,[ 22 274] ; [ 1 45],[ 19.90643275 276.09356725] ; [ 3.09356725 42.90643275],0
a8,1,0.225925,1.466333,[ 51 213] ; [ 5 38],[ 48.15635179 215.84364821] ; [ 7.84364821 35.15635179],0
r4,1,0.23233,1.426537,[273  23] ; [40  6],[270.9005848  25.0994152] ; [42.0994152  3.9005848],0
