Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-05,19.468443,[ 9 47] ; [30 23],[20.03669725 35.96330275] ; [18.96330275 34.03669725],1
p6,1,0.001708,9.839615,[ 7 47] ; [21 32],[14.13084112 39.86915888] ; [13.86915888 39.13084112],0
p8,1,0.00395,8.306471,[19 36] ; [33 20],[26.48148148 28.51851852] ; [25.51851852 27.48148148],0
p7,1,0.018542,5.544216,[25 30] ; [36 17],[31.06481481 23.93518519] ; [29.93518519 23.06481481],0
p5,1,0.020818,5.342001,[ 1 56] ; [ 7 46],[ 4.14545455 52.85454545] ; [ 3.85454545 49.14545455],0
u3,1,0.024737,5.042211,[ 7 11] ; [13  4],[10.28571429  7.71428571] ; [9.71428571 7.28571429],0
n5,1,0.030921,4.657365,[15 42] ; [24 28],[20.39449541 36.60550459] ; [18.60550459 33.39449541],0
s7,1,0.05659,3.634615,[14 42] ; [22 30],[18.66666667 37.33333333] ; [17.33333333 34.66666667],0
d1,1,0.12122,2.401488,[26 31] ; [32 21],[30.05454545 26.94545455] ; [27.94545455 25.05454545],0
b3,1,0.133739,2.248553,[ 5 18] ; [12 17],[ 7.51923077 15.48076923] ; [ 9.48076923 19.51923077],0
b2,1,0.133739,2.248553,[ 5 18] ; [12 17],[ 7.51923077 15.48076923] ; [ 9.48076923 19.51923077],0
s8,1,0.135169,2.23211,[14 43] ; [20 33],[17.61818182 39.38181818] ; [16.38181818 36.61818182],0
p1,1,0.138852,2.190636,[ 1 56] ; [ 4 48],[ 2.6146789 54.3853211] ; [ 2.3853211 49.6146789],0
a5,1,0.184212,1.76331,[34 23] ; [38 15],[37.30909091 19.69090909] ; [34.69090909 18.30909091],0
s2,1,0.192962,1.69486,[22 35] ; [27 26],[25.39090909 31.60909091] ; [23.60909091 29.39090909],0
s6,1,0.208439,1.582235,[32 23] ; [37 16],[35.13888889 19.86111111] ; [33.86111111 19.13888889],0
p12,1,0.212066,1.557266,[ 2 54] ; [ 5 48],[ 3.59633028 52.40366972] ; [ 3.40366972 49.59633028],0
u2,1,0.238259,1.390865,[ 7 11] ; [10  7],[8.74285714 9.25714286] ; [8.25714286 8.74285714],0
s3,1,0.293068,1.105474,[25 31] ; [29 24],[27.74311927 28.25688073] ; [26.25688073 26.74311927],0
a2,1,0.351554,0.867839,[ 8 49] ; [11 42],[ 9.84545455 47.15454545] ; [ 9.15454545 43.84545455],0
d2,1,0.380205,0.77004,[17 40] ; [20 33],[19.17272727 37.82727273] ; [17.82727273 35.17272727],0
n3,1,0.392918,0.729892,[12  9] ; [12  5],[13.26315789  7.73684211] ; [10.73684211  6.26315789],0
d3,1,0.42885,0.625936,[38 19] ; [39 14],[39.9 17.1] ; [37.1 15.9],0
d5,1,0.445299,0.582589,[44 13] ; [44  9],[45.6 11.4] ; [42.4 10.6],0
n2,1,0.456845,0.553613,[14  8] ; [12  4],[15.05263158  6.94736842] ; [10.94736842  5.05263158],0
a6,1,0.460516,0.54464,[36 21] ; [37 16],[37.82727273 19.17272727] ; [35.17272727 17.82727273],0
s4,1,0.470031,0.521902,[14 43] ; [10 43],[12.43636364 44.56363636] ; [11.56363636 41.43636364],0
u1,1,0.472578,0.515942,[ 6 51] ; [ 8 45],[ 7.25454545 49.74545455] ; [ 6.74545455 46.25454545],0
a4,1,0.501036,0.452742,[17 40] ; [19 34],[18.65454545 38.34545455] ; [17.34545455 35.65454545],0
r4,1,0.560021,0.339668,[46 11] ; [45  8],[47.15454545  9.84545455] ; [43.84545455  9.15454545],0
p9,1,0.562656,0.335126,[41 14] ; [42 11],[42.26851852 12.73148148] ; [40.73148148 12.26851852],0
s1,1,0.591043,0.288719,[ 2 54] ; [ 1 52],[ 1.5412844 54.4587156] ; [ 1.4587156 51.5412844],0
a1,1,0.601759,0.272351,[ 2 55] ; [ 1 52],[ 1.55454545 55.44545455] ; [ 1.44545455 51.55454545],0
