Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-05,19.468443,[ 9 47] ; [30 23],[20.03669725 35.96330275] ; [18.96330275 34.03669725],1
n1,1,0.610745,0.259091,[ 4 18] ; [ 4 12],[ 4.63157895 17.36842105] ; [ 3.36842105 12.63157895],0
r1,1,0.62915,0.233216,[46 11] ; [40 12],[44.97247706 12.02752294] ; [41.02752294 10.97247706],0
a7,1,0.634049,0.22661,[43 14] ; [42 11],[44.04545455 12.95454545] ; [40.95454545 12.04545455],0
b5,1,0.652599,0.202639,[32 25] ; [32 21],[33.16363636 23.83636364] ; [30.83636364 22.16363636],0
p2,1,0.673556,0.177471,[41 16] ; [40 13],[41.97272727 15.02727273] ; [39.02727273 13.97272727],0
r3,1,0.692856,0.156011,[53  3] ; [51  2],[53.43119266  2.56880734] ; [50.56880734  2.43119266],0
v3,1,0.706047,0.142257,[24 31] ; [20 30],[23.04761905 31.95238095] ; [20.95238095 29.04761905],0
p11,1,0.707839,0.140445,[39 18] ; [38 15],[39.9 17.1] ; [37.1 15.9],0
r2,1,0.752335,0.099579,[52  4] ; [50  3],[52.40366972  3.59633028] ; [49.59633028  3.40366972],0
v4,1,0.752335,0.099579,[52  4] ; [50  3],[52.40366972  3.59633028] ; [49.59633028  3.40366972],0
s5,1,0.789337,0.07138,[17 38] ; [17 34],[17.64150943 37.35849057] ; [16.35849057 34.64150943],0
b1,1,0.798522,0.065158,[17 40] ; [17 36],[17.61818182 39.38181818] ; [16.38181818 36.61818182],0
d4,1,0.857227,0.032366,[47 10] ; [43 10],[46.63636364 10.36363636] ; [43.36363636  9.63636364],0
b4,1,0.922833,0.009383,[36 21] ; [33 20],[35.75454545 21.24545455] ; [33.24545455 19.75454545],0
p10,1,0.927799,0.008211,[39 16] ; [38 15],[39.21296296 15.78703704] ; [37.78703704 15.21296296],0
a3,1,0.955449,0.003121,[39 18] ; [36 17],[38.86363636 18.13636364] ; [36.13636364 16.86363636],0
v1,1,0.957117,0.002891,[31 26] ; [28 23],[31.13888889 25.86111111] ; [27.86111111 23.13888889],0
n6,1,1.0,0.0,[38 19] ; [34 17],[38. 19.] ; [34. 17.],0
