Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,176.339492,[490  56] ; [ 72 100],[427.37047354 118.62952646] ; [134.62952646  37.37047354],1
n6,1,0.0,74.023052,[502  44] ; [112  59],[467.56485356  78.43514644] ; [146.43514644  24.56485356],1
p10,1,0.0,28.583828,[477  65] ; [121  50],[454.58064516  87.41935484] ; [143.41935484  27.58064516],1
p4,1,0.0,28.339035,[375 171] ; [79 92],[345.72384937 200.27615063] ; [108.27615063  62.72384937],1
v1,1,1e-06,25.054303,[327 207] ; [ 65 101],[299.04 234.96] ; [92.96 73.04],1
s6,1,7e-06,20.136613,[387 145] ; [93 78],[363.24324324 168.75675676] ; [116.75675676  54.24324324],1
s7,1,8e-06,19.949604,[287 233] ; [ 59 108],[261.8922853 258.1077147] ; [84.1077147 82.8922853],1
p8,1,0.000138,14.534244,[328 207] ; [76 94],[306.58156028 228.41843972] ; [97.41843972 72.58156028],1
p9,1,0.000218,13.672709,[484  55] ; [135  36],[469.91690141  69.08309859] ; [149.08309859  21.91690141],1
v3,1,0.00041,12.483933,[231 300] ; [ 46 118],[211.63597122 319.36402878] ; [65.36402878 98.63597122],1
p5,1,0.000952,10.918097,[ 76 469] ; [  8 164],[ 63.84937238 481.15062762] ; [ 20.15062762 151.84937238],1
s2,1,0.001098,10.654095,[300 240] ; [ 71 101],[281.37640449 258.62359551] ; [89.62359551 82.37640449],0
p6,1,0.001182,10.517748,[231 309] ; [ 48 119],[213.09759547 326.90240453] ; [ 65.90240453 101.09759547],0
p11,1,0.001541,10.028499,[457  90] ; [125  47],[442.77329624 104.22670376] ; [139.22670376  32.77329624],0
s8,1,0.001681,9.868654,[260 282] ; [ 59 113],[242.15406162 299.84593838] ; [76.84593838 95.15406162],0
r4,1,0.00446,8.086446,[522  25] ; [154  18],[514.28650904  32.71349096] ; [161.71349096  10.28650904],0
p3,1,0.006461,7.416993,[303 243] ; [75 97],[287.44846797 258.55153203] ; [90.55153203 81.44846797],0
a8,1,0.007372,7.180002,[ 80 411] ; [ 12 144],[ 69.81761978 421.18238022] ; [ 22.18238022 133.81761978],0
a2,1,0.00878,6.866979,[146 401] ; [ 29 143],[133.13630042 413.86369958] ; [ 41.86369958 130.13630042],0
a4,1,0.00939,6.747105,[258 287] ; [ 62 110],[243.23570432 301.76429568] ; [76.76429568 95.23570432],0
u1,1,0.010237,6.593148,[111 436] ; [ 20 152],[ 99.6620306 447.3379694] ; [ 31.3379694 140.6620306],0
n1,1,0.012761,6.202007,[45 56] ; [10 34],[38.31034483 62.68965517] ; [16.68965517 27.31034483],0
a5,1,0.014515,5.974459,[417 130] ; [115  57],[404.73435327 142.26564673] ; [127.26564673  44.73435327],0
s5,1,0.014828,5.936798,[197 329] ; [ 45 121],[183.94797688 342.05202312] ; [ 58.05202312 107.94797688],0
p7,1,0.016465,5.752482,[378 156] ; [103  66],[365.36842105 168.63157895] ; [115.63157895  53.36842105],0
r1,1,0.022072,5.240127,[461  83] ; [132  39],[451.17762238  92.82237762] ; [141.82237762  29.17762238],0
a3,1,0.024775,5.039552,[405 140] ; [112  59],[393.52653631 151.47346369] ; [123.47346369  47.52653631],0
