Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,176.339492,[490  56] ; [ 72 100],[427.37047354 118.62952646] ; [134.62952646  37.37047354],1
p12,1,0.025157,5.013015,[ 47 496] ; [  6 165],[ 40.30672269 502.69327731] ; [ 12.69327731 158.30672269],0
d5,1,0.028941,4.771104,[461  85] ; [132  39],[451.57322176  94.42677824] ; [141.42677824  29.57322176],0
d2,1,0.03217,4.589393,[276 269] ; [ 71 101],[263.75871688 281.24128312] ; [83.24128312 88.75871688],0
b2,1,0.04327,4.084841,[133 195] ; [28 68],[124.54716981 203.45283019] ; [36.45283019 59.54716981],0
b3,1,0.04327,4.084841,[133 195] ; [28 68],[124.54716981 203.45283019] ; [36.45283019 59.54716981],0
n2,1,0.046005,3.981414,[83 20] ; [28 15],[78.30821918 24.69178082] ; [32.69178082 10.30821918],0
s3,1,0.052709,3.753129,[328 212] ; [89 81],[317.15492958 222.84507042] ; [99.84507042 70.15492958],0
a7,1,0.062743,3.463352,[398 147] ; [137  34],[407.22765363 137.77234637] ; [127.77234637  43.22765363],0
d1,1,0.086285,2.942358,[336 211] ; [93 79],[326.37413074 220.62586926] ; [102.62586926  69.37413074],0
v2,1,0.220002,1.504359,[305 222] ; [86 78],[298.20115774 228.79884226] ; [92.79884226 71.20115774],0
b4,1,0.226443,1.463066,[315 232] ; [108  64],[321.80945758 225.19054242] ; [101.19054242  70.80945758],0
d3,1,0.235196,1.409159,[383 163] ; [128  43],[389.12970711 156.87029289] ; [121.87029289  49.12970711],0
u3,1,0.331577,0.942728,[80 62] ; [37 21],[83.07 58.93] ; [33.93 24.07],0
v4,1,0.340867,0.907167,[533  12] ; [165   6],[531.29888268  13.70111732] ; [166.70111732   4.29888268],0
u2,1,0.356377,0.850619,[75 66] ; [35 23],[77.93969849 63.06030151] ; [32.06030151 25.93969849],0
b1,1,0.445036,0.583265,[202 345] ; [ 58 114],[197.80250348 349.19749652] ; [ 62.19749652 109.80250348],0
n3,1,0.457116,0.552946,[76 27] ; [35  9],[77.7755102 25.2244898] ; [33.2244898 10.7755102],0
a6,1,0.531615,0.391304,[382 164] ; [116  56],[378.70194986 167.29805014] ; [119.29805014  52.70194986],0
b5,1,0.53554,0.383869,[329 218] ; [108  64],[332.46036161 214.53963839] ; [104.53963839  67.46036161],0
r3,1,0.551269,0.355048,[526  17] ; [165   7],[524.77342657  18.22657343] ; [166.22657343   5.77342657],0
s4,1,0.563466,0.333739,[ 87 452] ; [ 31 141],[ 89.45428973 449.54571027] ; [ 28.54571027 143.45428973],0
s1,1,0.618437,0.24807,[ 12 524] ; [  5 167],[ 12.8700565 523.1299435] ; [  4.1299435 167.8700565],0
d4,1,0.736224,0.113473,[452  92] ; [141  31],[450.54748603  93.45251397] ; [142.45251397  29.54748603],0
p1,1,0.894701,0.017519,[ 50 496] ; [ 15 155],[ 49.56703911 496.43296089] ; [ 15.43296089 154.56703911],0
a1,1,0.977814,0.000773,[ 22 525] ; [  7 165],[ 22.06258693 524.93741307] ; [  6.93741307 165.06258693],0
