Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,41.541913,[ 29 121] ; [99 85],[57.48502994 92.51497006] ; [ 70.51497006 113.48502994],1
v1,1,0.0,35.766309,[51 99] ; [126  63],[78.31858407 71.68141593] ; [98.68141593 90.31858407],1
r1,1,0.000888,11.048427,[102  48] ; [160  32],[114.9122807  35.0877193] ; [147.0877193  44.9122807],1
p10,1,0.001695,9.853733,[108  42] ; [163  27],[119.55882353  30.44117647] ; [151.44117647  38.55882353],0
p11,1,0.003949,8.307027,[112  39] ; [166  26],[122.38483965  28.61516035] ; [155.61516035  36.38483965],0
d3,1,0.004607,8.027677,[88 60] ; [142  50],[100.11764706  47.88235294] ; [129.88235294  62.11764706],0
a2,1,0.007064,7.256692,[ 22 129] ; [ 51 141],[ 32.13702624 118.86297376] ; [ 40.86297376 151.13702624],0
p9,1,0.008975,6.827725,[112  38] ; [164  27],[121.40762463  28.59237537] ; [154.59237537  36.40762463],0
u1,1,0.010793,6.499048,[ 13 138] ; [ 35 157],[ 21.13119534 129.86880466] ; [ 26.86880466 165.13119534],0
d4,1,0.011546,6.379217,[108  42] ; [160  32],[117.54385965  32.45614035] ; [150.45614035  41.54385965],0
n4,1,0.011572,6.375246,[105  46] ; [156  36],[114.90087464  36.09912536] ; [146.09912536  45.90087464],0
b4,1,0.011702,6.355508,[69 82] ; [114  78],[80.56268222 70.43731778] ; [102.43731778  89.56268222],0
r4,1,0.01226,6.272913,[126  25] ; [177  15],[133.39067055  17.60932945] ; [169.60932945  22.39067055],0
d1,1,0.012522,6.235431,[70 81] ; [115  77],[81.44314869 69.55685131] ; [103.55685131  88.44314869],0
a3,1,0.013883,6.05298,[94 56] ; [144  48],[104.38596491  45.61403509] ; [133.61403509  58.38596491],0
r3,1,0.015884,5.815658,[137  14] ; [186   6],[142.19533528   8.80466472] ; [180.80466472  11.19533528],0
v4,1,0.016436,5.755651,[137  14] ; [185   6],[142.16959064   8.83040936] ; [179.83040936  11.16959064],0
d5,1,0.021722,5.267916,[108  41] ; [159  33],[116.66568915  32.33431085] ; [150.33431085  41.66568915],0
a4,1,0.028609,4.791005,[ 50 100] ; [ 86 105],[59.82404692 90.17595308] ; [ 76.17595308 114.82404692],0
n5,1,0.04101,4.175582,[103  48] ; [149  42],[111.26315789  39.73684211] ; [140.73684211  50.26315789],0
a6,1,0.043017,4.094744,[94 56] ; [140  52],[102.63157895  47.36842105] ; [131.36842105  60.63157895],0
d2,1,0.057351,3.612375,[58 92] ; [94 98],[66.66666667 83.33333333] ; [ 85.33333333 106.66666667],0
s4,1,0.060989,3.510274,[ 23 126] ; [ 17 175],[ 17.47800587 131.52199413] ; [ 22.52199413 169.47800587],0
a5,1,0.061173,3.505283,[95 56] ; [139  53],[103.01457726  47.98542274] ; [130.98542274  61.01457726],0
r2,1,0.064186,3.425771,[132  17] ; [178  11],[136.65680473  12.34319527] ; [173.34319527  15.65680473],0
p3,1,0.125177,2.351315,[76 75] ; [112  79],[83.00584795 67.99415205] ; [104.99415205  86.00584795],0
a7,1,0.174004,1.848102,[104  46] ; [145  46],[109.53079179  40.46920821] ; [139.46920821  51.53079179],0
u2,1,0.175312,1.836919,[36 20] ; [24 23],[32.62135922 23.37864078] ; [27.37864078 19.62135922],0
