Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.00012,14.797944,[4 4] ; [ 10 120],[0.8115942 7.1884058] ; [ 13.1884058 116.8115942],1
a4,1,0.002231,9.349087,[6 2] ; [32 96],[2.23529412 5.76470588] ; [35.76470588 92.23529412],0
a1,1,0.003166,8.709441,[2 6] ; [  4 126],[0.34782609 7.65217391] ; [  5.65217391 124.34782609],0
s2,1,0.074099,3.189812,[5 3] ; [40 86],[2.68656716 5.31343284] ; [42.31343284 83.68656716],0
s7,1,0.074102,3.189726,[5 2] ; [45 75],[2.75590551 4.24409449] ; [47.24409449 72.75590551],0
a7,1,0.074734,3.175847,[7 1] ; [72 58],[4.57971014 3.42028986] ; [74.42028986 55.57971014],0
p1,1,0.088705,2.897718,[3 5] ; [ 19 110],[1.28467153 6.71532847] ; [ 20.71532847 108.28467153],0
a6,1,0.129945,2.293156,[7 1] ; [79 51],[4.98550725 3.01449275] ; [81.01449275 48.98550725],0
a8,1,0.164941,1.928333,[2 5] ; [ 13 105],[0.84 6.16] ; [ 14.16 103.84],0
u1,1,0.166259,1.916356,[1 7] ; [  4 126],[0.28985507 7.71014493] ; [  4.71014493 125.28985507],0
p6,1,0.240757,1.376154,[4 4] ; [38 88],[2.50746269 5.49253731] ; [39.49253731 86.50746269],0
v4,1,0.270485,1.214286,[6 2] ; [113  15],[7. 1.] ; [112.  16.],0
s8,1,0.271434,1.209486,[4 4] ; [40 88],[2.58823529 5.41176471] ; [41.41176471 86.58823529],0
b4,1,0.30325,1.059849,[3 5] ; [73 57],[4.4057971 3.5942029] ; [71.5942029 58.4057971],0
p8,1,0.330047,0.948715,[5 3] ; [56 69],[3.66917293 4.33082707] ; [57.33082707 67.66917293],0
b5,1,0.334558,0.931174,[6 2] ; [75 55],[4.69565217 3.30434783] ; [76.30434783 53.69565217],0
p2,1,0.361558,0.832474,[7 1] ; [94 35],[5.89781022 2.10218978] ; [95.10218978 33.89781022],0
s6,1,0.443492,0.587231,[3 4] ; [72 53],[3.97727273 3.02272727] ; [71.02272727 53.97727273],0
p4,1,0.453255,0.562498,[5 3] ; [63 66],[3.97080292 4.02919708] ; [64.02919708 64.97080292],0
v3,1,0.457707,0.551497,[2 6] ; [48 78],[2.98507463 5.01492537] ; [47.01492537 78.98507463],0
p3,1,0.50203,0.450642,[4 3] ; [57 72],[3.13970588 3.86029412] ; [57.86029412 71.13970588],0
n1,1,0.514817,0.424263,[1 2] ; [18 16],[1.54054054 1.45945946] ; [17.45945946 16.54054054],0
r4,1,0.542505,0.370917,[7 1] ; [102  28],[6.31884058 1.68115942] ; [102.68115942  27.31884058],0
v1,1,0.549036,0.359047,[3 5] ; [61 65],[3.82089552 4.17910448] ; [60.17910448 65.82089552],0
n6,1,0.603755,0.269369,[7 1] ; [104  26],[6.43478261 1.56521739] ; [104.56521739  25.43478261],0
s4,1,0.65794,0.196036,[1 7] ; [ 24 104],[1.47058824 6.52941176] ; [ 23.52941176 104.47058824],0
r3,1,0.664439,0.188176,[7 1] ; [105  24],[6.54014599 1.45985401] ; [105.45985401  23.54014599],0
p7,1,0.701219,0.147207,[5 3] ; [70 56],[4.47761194 3.52238806] ; [70.52238806 55.47761194],0
n2,1,0.704389,0.143946,[2 1] ; [26  8],[2.27027027 0.72972973] ; [25.72972973  8.27027027],0
r1,1,0.720625,0.127894,[6 2] ; [89 40],[5.54744526 2.45255474] ; [89.45255474 39.54744526],0
p10,1,0.723133,0.12551,[6 2] ; [87 39],[5.55223881 2.44776119] ; [87.44776119 38.55223881],0
s5,1,0.753533,0.098586,[2 5] ; [29 95],[1.65648855 5.34351145] ; [29.34351145 94.65648855],0
v2,1,0.796305,0.066632,[3 5] ; [51 70],[3.34883721 4.65116279] ; [50.65116279 70.34883721],0
b2,1,0.803653,0.061813,[2 4] ; [24 60],[1.73333333 4.26666667] ; [24.26666667 59.73333333],0
b3,1,0.803653,0.061813,[2 4] ; [24 60],[1.73333333 4.26666667] ; [24.26666667 59.73333333],0
p11,1,0.832852,0.04454,[6 2] ; [93 37],[5.73913043 2.26086957] ; [93.26086957 36.73913043],0
n3,1,0.848572,0.036458,[2 1] ; [23  9],[2.14285714 0.85714286] ; [22.85714286  9.14285714],0
b1,1,0.85498,0.033404,[3 5] ; [53 77],[3.24637681 4.75362319] ; [52.75362319 77.24637681],0
p5,1,0.891135,0.018733,[1 7] ; [ 14 114],[0.88235294 7.11764706] ; [ 14.11764706 113.88235294],0
p9,1,0.892001,0.018434,[6 2] ; [91 34],[5.83458647 2.16541353] ; [91.16541353 33.83458647],0
n5,1,0.987184,0.000258,[7 1] ; [114  16],[7.01449275 0.98550725] ; [113.98550725  16.01449275],0
s3,1,1.0,0.0,[4 4] ; [62 62],[4. 4.] ; [62. 62.],0
