Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,248.28822,[313 117] ; [ 46 271],[206.65327979 223.34672021] ; [152.34672021 164.65327979],1
d3,1,0.0,198.440729,[377  54] ; [121 195],[287.33333333 143.66666667] ; [210.66666667 105.33333333],1
d5,1,0.0,195.513574,[421   9] ; [181 137],[346.06951872  83.93048128] ; [255.93048128  62.06951872],1
d4,1,0.0,182.155914,[423   6] ; [192 125],[353.66621984  75.33378016] ; [261.33378016  55.66621984],1
a2,1,0.0,86.050403,[154 279] ; [ 21 297],[100.8988016 332.1011984] ; [ 74.1011984 243.8988016],1
a4,1,0.0,85.458954,[252 180] ; [ 77 239],[190.01069519 241.98930481] ; [138.98930481 177.01069519],1
u1,1,0.0,69.112772,[114 319] ; [ 11 307],[ 72.07057257 360.92942743] ; [ 52.92942743 265.07057257],1
a5,1,0.0,63.008255,[362  71] ; [182 135],[314.06933333 118.93066667] ; [229.93066667  87.06933333],1
a3,1,0.0,45.46853,[344  87] ; [180 136],[302.33467202 128.66532798] ; [221.66532798  94.33467202],1
a6,1,8e-06,20.045614,[319 111] ; [186 131],[290.6961178 139.3038822] ; [214.3038822 102.6961178],1
a7,1,6.2e-05,16.042717,[337  96] ; [204 112],[312.75433912 120.24566088] ; [228.24566088  87.75433912],1
r1,1,7.5e-05,15.674587,[366  64] ; [232  84],[344.69168901  85.30831099] ; [253.30831099  62.69168901],1
s8,1,0.000305,13.039773,[206 224] ; [110 207],[181.90093708 248.09906292] ; [134.09906292 182.90093708],1
r2,1,0.000355,12.757931,[413  14] ; [284  30],[401.64507422  25.35492578] ; [295.35492578  18.64507422],1
s2,1,0.000359,12.733742,[223 206] ; [123 194],[198.97319035 230.02680965] ; [147.02680965 169.97319035],1
v2,1,0.000396,12.549622,[267 149] ; [154 148],[243.92200557 172.07799443] ; [177.07799443 124.92200557],1
p4,1,0.000546,11.95222,[271 157] ; [159 155],[248.03234501 179.96765499] ; [181.96765499 132.03234501],1
n4,1,0.001031,10.771788,[352  80] ; [226  91],[333.37249666  98.62750334] ; [244.62750334  72.37249666],0
v3,1,0.002278,9.311142,[186 221] ; [107 204],[166.08774373 240.91225627] ; [126.91225627 184.08774373],0
s7,1,0.004303,8.151279,[209 204] ; [119 180],[190.25842697 222.74157303] ; [137.74157303 161.25842697],0
p9,1,0.005277,7.782096,[366  59] ; [245  68],[351.86314363  73.13685637] ; [259.13685637  53.86314363],0
u4,1,0.006637,7.368599,[ 16 417] ; [  2 316],[ 10.37816245 422.62183755] ; [  7.62183755 310.37816245],0
v1,1,0.012401,6.252574,[242 176] ; [150 159],[225.38651994 192.61348006] ; [166.61348006 142.38651994],0
n5,1,0.014561,5.96878,[329 101] ; [215  99],[314.40860215 115.59139785] ; [229.59139785  84.40860215],0
n6,1,0.021404,5.293573,[367  62] ; [250  66],[355.29261745  73.70738255] ; [261.70738255  54.29261745],0
s5,1,0.022519,5.205231,[136 283] ; [ 76 232],[122.18431912 296.81568088] ; [ 89.81568088 218.18431912],0
u3,1,0.028909,4.772997,[58 31] ; [68 67],[50.0625 38.9375] ; [75.9375 59.0625],0
p3,1,0.034946,4.447807,[219 209] ; [137 179],[204.79569892 223.20430108] ; [151.20430108 164.79569892],0
p10,1,0.041276,4.164659,[349  79] ; [232  76],[337.86413043  90.13586957] ; [243.13586957  64.86413043],0
r4,1,0.04807,3.907538,[402  31] ; [282  36],[394.3701731  38.6298269] ; [289.6298269  28.3701731],0
p12,1,0.050632,3.820391,[ 40 389] ; [ 17 295],[ 33. 396.] ; [ 24. 288.],0
s3,1,0.061946,3.484513,[236 188] ; [154 162],[223.45945946 200.54054054] ; [166.54054054 149.45945946],0
p8,1,0.079686,3.071286,[228 197] ; [147 165],[216.24830393 208.75169607] ; [158.75169607 153.24830393],0
