Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000107,15.016785,[67  4] ; [23 12],[60.28301887 10.71698113] ; [29.71698113  5.28301887],1
p7,1,0.537655,0.379903,[54 15] ; [24  9],[52.76470588 16.23529412] ; [25.23529412  7.76470588],0
b3,1,0.549611,0.358014,[ 9 31] ; [ 3 16],[ 8.13559322 31.86440678] ; [ 3.86440678 15.13559322],0
b2,1,0.549611,0.358014,[ 9 31] ; [ 3 16],[ 8.13559322 31.86440678] ; [ 3.86440678 15.13559322],0
r2,1,0.604335,0.268507,[64  6] ; [30  4],[63.26923077  6.73076923] ; [30.73076923  3.26923077],0
p1,1,0.620809,0.244732,[ 6 63] ; [ 4 30],[ 6.69902913 62.30097087] ; [ 3.30097087 30.69902913],0
p6,1,0.646746,0.210027,[23 47] ; [12 20],[24.01960784 45.98039216] ; [10.98039216 21.01960784],0
p11,1,0.664451,0.188162,[52 19] ; [27  8],[52.91509434 18.08490566] ; [26.08490566  8.91509434],0
n2,1,0.67844,0.171887,[10  4] ; [7 4],[9.52 4.48] ; [7.48 3.52],0
b5,1,0.735898,0.113765,[43 28] ; [20 15],[42.19811321 28.80188679] ; [20.80188679 14.19811321],0
s3,1,0.771587,0.084274,[33 37] ; [15 19],[32.30769231 37.69230769] ; [15.69230769 18.30769231],0
u2,1,0.821193,0.051081,[14 12] ; [12  9],[14.38297872 11.61702128] ; [11.61702128  9.38297872],0
a7,1,0.842063,0.039703,[54 17] ; [26  9],[53.58490566 17.41509434] ; [26.41509434  8.58490566],0
n3,1,0.94277,0.005154,[10  4] ; [8 3],[10.08  3.92] ; [7.92 3.08],0
n1,1,0.94277,0.005154,[ 4 10] ; [3 8],[ 3.92 10.08] ; [3.08 7.92],0
s4,1,0.977701,0.000781,[10 61] ; [ 5 30],[10.04716981 60.95283019] ; [ 4.95283019 30.04716981],0
