Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000107,15.016785,[67  4] ; [23 12],[60.28301887 10.71698113] ; [29.71698113  5.28301887],1
r1,1,0.000127,14.687581,[61 10] ; [18 17],[52.91509434 18.08490566] ; [26.08490566  8.91509434],1
s6,1,0.000427,12.411158,[50 20] ; [12 22],[41.73076923 28.26923077] ; [20.26923077 13.73076923],1
a4,1,0.001545,10.024594,[27 44] ; [ 3 32],[20.09433962 50.90566038] ; [ 9.90566038 25.09433962],0
v2,1,0.014471,5.979772,[40 29] ; [11 23],[34.16504854 34.83495146] ; [16.83495146 17.16504854],0
v1,1,0.017842,5.611557,[33 36] ; [ 8 26],[27.46601942 41.53398058] ; [13.53398058 20.46601942],0
a3,1,0.022684,5.192564,[45 26] ; [14 21],[39.51886792 31.48113208] ; [19.48113208 15.51886792],0
r3,1,0.025353,4.999608,[69  2] ; [30  5],[66.31132075  4.68867925] ; [32.68867925  2.31132075],0
p3,1,0.032917,4.550103,[42 29] ; [13 22],[36.83962264 34.16037736] ; [18.16037736 16.83962264],0
v3,1,0.042183,4.127855,[27 42] ; [ 6 26],[22.54455446 46.45544554] ; [10.45544554 21.54455446],0
p4,1,0.045827,3.987956,[43 28] ; [14 21],[38.17924528 32.82075472] ; [18.82075472 16.17924528],0
d2,1,0.067679,3.338441,[29 42] ; [ 8 27],[24.78301887 46.21698113] ; [12.21698113 22.78301887],0
s1,1,0.071172,3.255785,[ 2 69] ; [ 4 31],[ 4.01886792 66.98113208] ; [ 1.98113208 33.01886792],0
a6,1,0.081017,3.044377,[47 24] ; [17 18],[42.86792453 28.13207547] ; [21.13207547 13.86792453],0
d1,1,0.08548,2.957493,[41 30] ; [14 21],[36.83962264 34.16037736] ; [18.16037736 16.83962264],0
d4,1,0.087924,2.911977,[59 12] ; [24 11],[55.59433962 15.40566038] ; [27.40566038  7.59433962],0
p9,1,0.101144,2.687406,[57 14] ; [23 12],[53.58490566 17.41509434] ; [26.41509434  8.58490566],0
s2,1,0.119724,2.420922,[31 39] ; [10 25],[27.33333333 42.66666667] ; [13.66666667 21.33333333],0
b4,1,0.185984,1.749147,[46 25] ; [18 17],[42.86792453 28.13207547] ; [21.13207547 13.86792453],0
p10,1,0.188644,1.728175,[54 17] ; [21 12],[51.20192308 19.79807692] ; [23.79807692  9.20192308],0
b1,1,0.196412,1.668858,[25 46] ; [ 8 27],[22.10377358 48.89622642] ; [10.89622642 24.10377358],0
n6,1,0.198674,1.652098,[47 23] ; [19 16],[44. 26.] ; [22. 13.],0
p5,1,0.211193,1.563231,[ 7 64] ; [ 1 33],[ 5.40952381 65.59047619] ; [ 2.59047619 31.40952381],0
n4,1,0.217833,1.518587,[29 42] ; [10 25],[26.12264151 44.87735849] ; [12.87735849 22.12264151],0
u3,1,0.246302,1.344156,[15 10] ; [ 9 12],[13.04347826 11.95652174] ; [10.95652174 10.04347826],0
s8,1,0.26153,1.260642,[26 45] ; [ 9 26],[23.44339623 47.55660377] ; [11.55660377 23.44339623],0
s5,1,0.27211,1.206081,[21 47] ; [ 7 27],[18.66666667 49.33333333] ; [ 9.33333333 24.66666667],0
d5,1,0.305724,1.049059,[57 14] ; [25 10],[54.9245283 16.0754717] ; [27.0754717  7.9245283],0
d3,1,0.411072,0.675698,[54 17] ; [24 11],[52.24528302 18.75471698] ; [25.75471698  9.24528302],0
p2,1,0.414881,0.664769,[60 10] ; [27  7],[58.55769231 11.44230769] ; [28.44230769  5.55769231],0
v4,1,0.418595,0.654256,[66  5] ; [30  4],[64.91428571  6.08571429] ; [31.08571429  2.91428571],0
s7,1,0.443737,0.586599,[27 44] ; [10 23],[25.25961538 45.74038462] ; [11.74038462 21.25961538],0
a1,1,0.525982,0.402148,[ 4 67] ; [ 1 34],[ 3.3490566 67.6509434] ; [ 1.6509434 33.3490566],0
