Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,45.955858,[ 56 198] ; [91 77],[ 88.47867299 165.52132701] ; [ 58.52132701 109.47867299],1
s2,1,0.0,42.070331,[ 34 222] ; [ 69 100],[ 62.04235294 193.95764706] ; [ 40.95764706 128.04235294],1
v1,1,0.000121,14.781343,[ 92 161] ; [92 74],[111.1026253 141.8973747] ; [72.8973747 93.1026253],1
r4,1,0.000166,14.177807,[182  75] ; [147  23],[198.01639344  58.98360656] ; [130.98360656  39.01639344],1
p4,1,0.000202,13.812262,[ 95 158] ; [95 75],[113.64066194 139.35933806] ; [76.35933806 93.64066194],1
s7,1,0.000322,12.938451,[ 34 204] ; [ 48 118],[ 48.30693069 189.69306931] ; [ 33.69306931 132.30693069],1
r3,1,0.000391,12.573464,[212  43] ; [160   9],[223.72641509  31.27358491] ; [148.27358491  20.72641509],1
p2,1,0.001108,10.638159,[173  82] ; [138  30],[187.4822695  67.5177305] ; [123.5177305  44.4822695],0
n6,1,0.00244,9.184719,[172  82] ; [137  32],[185.54609929  68.45390071] ; [123.45390071  45.54609929],0
s4,1,0.002563,9.095076,[ 20 237] ; [ 29 138],[ 29.7004717 227.2995283] ; [ 19.2995283 147.7004717],0
a7,1,0.002708,8.994709,[170  85] ; [136  34],[183.6  71.4] ; [122.4  47.6],0
p9,1,0.003803,8.375354,[163  88] ; [132  37],[176.29761905  74.70238095] ; [118.70238095  50.29761905],0
v4,1,0.004,8.283733,[214  40] ; [159  11],[223.44811321  30.55188679] ; [149.55188679  20.44811321],0
v2,1,0.004587,8.035318,[102 142] ; [92 72],[116.01960784 127.98039216] ; [77.98039216 86.01960784],0
n5,1,0.006634,7.369618,[159  96] ; [126  42],[171.80851064  83.19148936] ; [113.19148936  54.80851064],0
r1,1,0.006659,7.362704,[165  90] ; [131  39],[177.6  77.4] ; [118.4  51.6],0
v3,1,0.012929,6.178852,[ 63 184] ; [ 61 104],[ 74.33980583 172.66019417] ; [ 49.66019417 115.33980583],0
p10,1,0.013651,6.08277,[156  98] ; [122  45],[167.72446556  86.27553444] ; [110.27553444  56.72446556],0
d3,1,0.016566,5.741736,[152 103] ; [120  49],[163.58490566  91.41509434] ; [108.41509434  60.58490566],0
d4,1,0.017766,5.619117,[178  78] ; [135  34],[188.53647059  67.46352941] ; [124.46352941  44.53647059],0
p7,1,0.039395,4.243749,[122 131] ; [96 68],[132.26378897 120.73621103] ; [85.73621103 78.26378897],0
n3,1,0.053782,3.71945,[49 30] ; [34  9],[53.74590164 25.25409836] ; [29.25409836 13.74590164],0
p12,1,0.056732,3.630431,[  4 250] ; [  8 162],[  7.18867925 246.81132075] ; [  4.81132075 165.18867925],0
r2,1,0.060088,3.534951,[215  36] ; [155  14],[221.11904762  29.88095238] ; [148.88095238  20.11904762],0
u2,1,0.062634,3.466218,[44 55] ; [38 26],[49.80368098 49.19631902] ; [32.19631902 31.80368098],0
d5,1,0.070576,3.269569,[178  78] ; [131  38],[186.12705882  69.87294118] ; [122.87294118  46.12705882],0
p3,1,0.084723,2.971893,[ 80 174] ; [ 67 102],[ 88.26950355 165.73049645] ; [ 58.73049645 110.26950355],0
b2,1,0.098475,2.730072,[50 92] ; [21 64],[44.41409692 97.58590308] ; [26.58590308 58.41409692],0
b3,1,0.098475,2.730072,[50 92] ; [21 64],[44.41409692 97.58590308] ; [26.58590308 58.41409692],0
p5,1,0.103026,2.658071,[  6 250] ; [  9 160],[  9.03529412 246.96470588] ; [  5.96470588 163.03529412],0
n2,1,0.109798,2.557123,[48 32] ; [32 11],[52.03252033 27.96747967] ; [27.96747967 15.03252033],0
n4,1,0.122738,2.382027,[167  89] ; [123  47],[174.27230047  81.72769953] ; [115.72769953  54.27230047],0
p1,1,0.128129,2.31503,[ 18 238] ; [  6 163],[ 14.45647059 241.54352941] ; [  9.54352941 159.45647059],0
p6,1,0.128531,2.310154,[ 50 200] ; [ 44 123],[ 56.35491607 193.64508393] ; [ 37.64508393 129.35491607],0
p11,1,0.137851,2.201784,[170  87] ; [124  46],[176.95081967  80.04918033] ; [117.04918033  52.95081967],0
a6,1,0.148354,2.089089,[170  87] ; [123  46],[176.7629108  80.2370892] ; [116.2370892  52.7629108],0
u4,1,0.148617,2.086385,[  1 256] ; [  3 167],[  2.40749415 254.59250585] ; [  1.59250585 168.40749415],0
u3,1,0.151198,2.060119,[42 57] ; [34 29],[46.44444444 52.55555556] ; [29.55555556 33.44444444],0
b4,1,0.172658,1.859708,[137 120] ; [102  68],[143.84777518 113.15222482] ; [95.15222482 74.84777518],0
u1,1,0.223432,1.482193,[ 25 232] ; [ 23 147],[ 28.88992974 228.11007026] ; [ 19.11007026 150.88992974],0
p8,1,0.240495,1.377688,[ 98 154] ; [75 93],[103.8 148.2] ; [69.2 98.8],0
b5,1,0.244343,1.355363,[155 102] ; [112  58],[160.70023419  96.29976581] ; [106.29976581  63.70023419],0
d1,1,0.252602,1.308856,[114 143] ; [85 85],[119.77283372 137.22716628] ; [79.22716628 90.77283372],0
a5,1,0.258953,1.274347,[157 100] ; [113  57],[162.5058548  94.4941452] ; [107.4941452  62.5058548],0
a8,1,0.273795,1.197633,[ 21 215] ; [ 19 135],[ 24.20512821 211.79487179] ; [ 15.79487179 138.20512821],0
n1,1,0.28477,1.144186,[24 56] ; [17 26],[26.66666667 53.33333333] ; [14.33333333 28.66666667],0
b1,1,0.435088,0.609203,[108 149] ; [ 65 105],[104.12412178 152.87587822] ; [ 68.87587822 101.12412178],0
s1,1,0.494845,0.465974,[ 11 244] ; [  5 161],[  9.6912114 245.3087886] ; [  6.3087886 159.6912114],0
d2,1,0.537051,0.381033,[100 156] ; [ 61 108],[ 96.97882353 159.02117647] ; [ 64.02117647 104.97882353],0
a2,1,0.652469,0.202801,[ 44 213] ; [ 32 138],[ 45.74238876 211.25761124] ; [ 30.25761124 139.74238876],0
a4,1,0.901325,0.015373,[ 96 160] ; [ 62 106],[ 95.39622642 160.60377358] ; [ 62.60377358 105.39622642],0
a3,1,0.930174,0.007678,[158  97] ; [104  65],[157.57075472  97.42924528] ; [104.42924528  64.57075472],0
a1,1,0.986012,0.000307,[ 12 245] ; [  8 162],[ 12.03747073 244.96252927] ; [  7.96252927 162.03747073],0
