Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.459983,[48 11] ; [ 4 31],[32.63829787 26.36170213] ; [19.36170213 15.63829787],1
v4,1,2.1e-05,18.068773,[50  9] ; [15 20],[40.79787234 18.20212766] ; [24.20212766 10.79787234],1
s6,1,3.7e-05,17.010069,[33 24] ; [ 5 30],[23.54347826 33.45652174] ; [14.45652174 20.54347826],1
v2,1,7e-05,15.800894,[31 27] ; [ 4 30],[22.06521739 35.93478261] ; [12.93478261 21.06521739],1
s2,1,0.000316,12.974911,[26 33] ; [ 3 32],[18.20212766 40.79787234] ; [10.79787234 24.20212766],1
b5,1,0.000877,11.071766,[41 18] ; [12 23],[33.26595745 25.73404255] ; [19.73404255 15.26595745],1
s5,1,0.001024,10.784298,[17 37] ; [ 1 34],[10.92134831 43.07865169] ; [ 7.07865169 27.92134831],0
d4,1,0.003035,8.786066,[48 10] ; [19 16],[41.78494624 16.21505376] ; [25.21505376  9.78494624],0
s7,1,0.003694,8.428669,[20 32] ; [ 3 29],[14.23809524 37.76190476] ; [ 8.76190476 23.23809524],0
n5,1,0.004388,8.115669,[26 33] ; [26  9],[32.63829787 26.36170213] ; [19.36170213 15.63829787],0
r1,1,0.005024,7.870731,[41 18] ; [14 21],[34.5212766 24.4787234] ; [20.4787234 14.5212766],0
r2,1,0.006831,7.31685,[52  6] ; [22 11],[47.16483516 10.83516484] ; [26.83516484  6.16483516],0
s8,1,0.009696,6.689892,[16 42] ; [ 2 33],[11.22580645 46.77419355] ; [ 6.77419355 28.22580645],0
p7,1,0.012553,6.231016,[21 38] ; [ 4 30],[15.86021505 43.13978495] ; [ 9.13978495 24.86021505],0
d5,1,0.012875,6.186176,[47 11] ; [20 15],[41.78494624 16.21505376] ; [25.21505376  9.78494624],0
n4,1,0.015535,5.85473,[27 32] ; [25 10],[32.63829787 26.36170213] ; [19.36170213 15.63829787],0
p4,1,0.021474,5.287875,[17 41] ; [ 3 31],[12.60869565 45.39130435] ; [ 7.39130435 26.60869565],0
p9,1,0.022097,5.238095,[26 30] ; [ 7 25],[21. 35.] ; [12. 20.],0
a7,1,0.022542,5.203484,[41 18] ; [16 19],[35.77659574 23.22340426] ; [21.22340426 13.77659574],0
a1,1,0.023939,5.099045,[ 4 55] ; [ 8 27],[ 7.53191489 51.46808511] ; [ 4.46808511 30.53191489],0
s3,1,0.028649,4.788596,[28 31] ; [ 8 25],[23.08695652 35.91304348] ; [12.91304348 20.08695652],0
a5,1,0.035151,4.437838,[43 16] ; [18 17],[38.28723404 20.71276596] ; [22.71276596 12.28723404],0
p10,1,0.045657,3.994223,[23 33] ; [ 7 27],[18.66666667 37.33333333] ; [11.33333333 22.66666667],0
n3,1,0.045742,3.991075,[18  8] ; [ 7 11],[14.77272727 11.22727273] ; [10.22727273  7.77272727],0
n6,1,0.048364,3.897307,[36 23] ; [14 21],[31.38297872 27.61702128] ; [18.61702128 16.38297872],0
u3,1,0.051181,3.802326,[10  8] ; [ 3 11],[ 7.3125 10.6875] ; [5.6875 8.3125],0
d3,1,0.056937,3.624418,[35 23] ; [14 21],[30.55913978 27.44086022] ; [18.44086022 16.55913978],0
u1,1,0.059493,3.551472,[ 9 50] ; [ 1 34],[ 6.27659574 52.72340426] ; [ 3.72340426 31.27659574],0
a2,1,0.072355,3.228763,[16 43] ; [ 4 31],[12.55319149 46.44680851] ; [ 7.44680851 27.55319149],0
n1,1,0.098009,2.737652,[ 9 18] ; [11  8],[11.73913043 15.26086957] ; [ 8.26086957 10.73913043],0
d1,1,0.108739,2.57246,[32 27] ; [13 22],[28.24468085 30.75531915] ; [16.75531915 18.24468085],0
v1,1,0.110131,2.552346,[19 40] ; [ 6 29],[15.69148936 43.30851064] ; [ 9.30851064 25.69148936],0
b3,1,0.123532,2.371962,[10 23] ; [13 13],[12.86440678 20.13559322] ; [10.13559322 15.86440678],0
b2,1,0.123532,2.371962,[10 23] ; [13 13],[12.86440678 20.13559322] ; [10.13559322 15.86440678],0
p3,1,0.137223,2.208832,[16 42] ; [ 5 30],[13.09677419 44.90322581] ; [ 7.90322581 27.09677419],0
d2,1,0.145406,2.119795,[33 25] ; [14 20],[29.63043478 28.36956522] ; [17.36956522 16.63043478],0
u2,1,0.173872,1.849241,[ 8 10] ; [ 3 11],[ 6.1875 11.8125] ; [4.8125 9.1875],0
n2,1,0.249663,1.325188,[18 10] ; [ 9 10],[16.08510638 11.91489362] ; [10.91489362  8.08510638],0
a8,1,0.26443,1.245417,[ 8 49] ; [ 2 30],[ 6.40449438 50.59550562] ; [ 3.59550562 28.40449438],0
s4,1,0.35603,0.851847,[13 46] ; [ 5 30],[11.29787234 47.70212766] ; [ 6.70212766 28.29787234],0
p1,1,0.377033,0.780353,[ 5 54] ; [ 5 30],[ 6.27659574 52.72340426] ; [ 3.72340426 31.27659574],0
v3,1,0.445019,0.583308,[18 36] ; [ 9 26],[16.38202247 37.61797753] ; [10.61797753 24.38202247],0
a4,1,0.455465,0.557015,[28 31] ; [13 20],[26.29347826 32.70652174] ; [14.70652174 18.29347826],0
b1,1,0.482012,0.494307,[31 28] ; [21 14],[32.63829787 26.36170213] ; [19.36170213 15.63829787],0
p8,1,0.498471,0.458191,[12 47] ; [ 5 29],[10.78494624 48.21505376] ; [ 6.21505376 27.78494624],0
a6,1,0.536777,0.381547,[32 26] ; [17 18],[30.55913978 27.44086022] ; [18.44086022 16.55913978],0
a3,1,0.565567,0.330156,[41 18] ; [21 12],[39.76086957 19.23913043] ; [22.23913043 10.76086957],0
