Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000431,12.391665,[56 60] ; [28  6],[64.96 51.04] ; [19.04 14.96],1
s2,1,0.001355,10.266011,[36 83] ; [21 14],[44.04545455 74.95454545] ; [12.95454545 22.04545455],0
s7,1,0.002817,8.922501,[43 72] ; [22 11],[50.50675676 64.49324324] ; [14.49324324 18.50675676],0
p3,1,0.00502,7.872059,[40 79] ; [21 14],[47.13636364 71.86363636] ; [13.86363636 21.13636364],0
s5,1,0.005434,7.728888,[29 87] ; [17 17],[35.57333333 80.42666667] ; [10.42666667 23.57333333],0
s3,1,0.034898,4.450151,[57 61] ; [24 11],[62.47058824 55.52941176] ; [18.52941176 16.47058824],0
d3,1,0.038253,4.293727,[45 75] ; [20 15],[50.32258065 69.67741935] ; [14.67741935 20.32258065],0
b5,1,0.047322,3.933885,[64 56] ; [12 23],[58.83870968 61.16129032] ; [17.16129032 17.83870968],0
p8,1,0.051594,3.788871,[40 80] ; [18 17],[44.90322581 75.09677419] ; [13.09677419 21.90322581],0
d1,1,0.051594,3.788871,[40 80] ; [18 17],[44.90322581 75.09677419] ; [13.09677419 21.90322581],0
b3,1,0.067237,3.349225,[35 44] ; [ 5 17],[31.28712871 47.71287129] ; [ 8.71287129 13.28712871],0
b2,1,0.067237,3.349225,[35 44] ; [ 5 17],[31.28712871 47.71287129] ; [ 8.71287129 13.28712871],0
u2,1,0.0851,2.964706,[20 31] ; [8 4],[22.66666667 28.33333333] ; [5.33333333 6.66666667],0
s1,1,0.177695,1.816797,[  6 113] ; [ 4 31],[  7.72727273 111.27272727] ; [ 2.27272727 32.72727273],0
p1,1,0.183952,1.765404,[ 11 109] ; [ 6 29],[ 13.16129032 106.83870968] ; [ 3.83870968 31.16129032],0
d5,1,0.225547,1.468724,[68 51] ; [24 11],[71.09090909 47.90909091] ; [20.90909091 14.09090909],0
a5,1,0.239433,1.383929,[69 51] ; [24 11],[72. 48.] ; [21. 14.],0
d2,1,0.259415,1.271874,[48 70] ; [18 17],[50.90196078 67.09803922] ; [15.09803922 19.90196078],0
p7,1,0.259418,1.271858,[58 60] ; [21 14],[60.92810458 57.07189542] ; [18.07189542 16.92810458],0
p6,1,0.265548,1.239602,[32 85] ; [13 22],[34.63815789 82.36184211] ; [10.36184211 24.63815789],0
b4,1,0.290901,1.115449,[67 53] ; [16 19],[64.25806452 55.74193548] ; [18.74193548 16.25806452],0
u1,1,0.300036,1.074035,[  5 115] ; [ 3 32],[  6.19354839 113.80645161] ; [ 1.80645161 33.19354839],0
s8,1,0.315734,1.006536,[40 79] ; [15 20],[42.5 76.5] ; [12.5 22.5],0
n6,1,0.344841,0.89235,[91 28] ; [24 11],[88.86363636 30.13636364] ; [26.13636364  8.86363636],0
p2,1,0.362125,0.830511,[78 40] ; [26  9],[80.20915033 37.79084967] ; [23.79084967 11.20915033],0
n4,1,0.369189,0.806393,[85 35] ; [22 13],[82.83870968 37.16129032] ; [24.16129032 10.83870968],0
p10,1,0.386573,0.749696,[72 47] ; [24 11],[74.18181818 44.81818182] ; [21.81818182 13.18181818],0
p11,1,0.393669,0.727579,[80 40] ; [26  9],[82.06451613 37.93548387] ; [23.93548387 11.06451613],0
p9,1,0.402172,0.701823,[83 35] ; [22 13],[80.98039216 37.01960784] ; [24.01960784 10.98039216],0
a3,1,0.412318,0.672106,[69 50] ; [23 12],[71.09090909 47.90909091] ; [20.90909091 14.09090909],0
u3,1,0.416822,0.659257,[19 32] ; [6 6],[20.23809524 30.76190476] ; [4.76190476 7.23809524],0
n5,1,0.464364,0.535356,[89 30] ; [24 11],[87.31818182 31.68181818] ; [25.68181818  9.31818182],0
