Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,62.83823,[ 4 30] ; [209  60],[23.9009901 10.0990099] ; [189.0990099  79.9009901],1
d3,1,0.0,26.736123,[14 20] ; [218  51],[26.0330033  7.9669967] ; [205.9669967  63.0330033],1
p11,1,0.000375,12.652233,[19 15] ; [221  48],[26.93069307  7.06930693] ; [213.06930693  55.93069307],1
d5,1,0.000523,12.030952,[22 12] ; [235  34],[28.83828383  5.16171617] ; [228.16171617  40.83828383],1
v4,1,0.001098,10.65386,[29  4] ; [263   5],[32.01328904  0.98671096] ; [259.98671096   8.01328904],0
r4,1,0.003699,8.425914,[27  7] ; [252  17],[31.30693069  2.69306931] ; [247.69306931  21.30693069],0
p9,1,0.005062,7.857144,[26  8] ; [245  22],[30.61129568  3.38870432] ; [240.38870432  26.61129568],0
a4,1,0.007105,7.246262,[10 24] ; [145 124],[17.39273927 16.60726073] ; [137.60726073 131.39273927],0
p8,1,0.010724,6.510479,[14 20] ; [171  97],[20.82781457 13.17218543] ; [164.17218543 103.82781457],0
d2,1,0.012759,6.202173,[12 22] ; [155 113],[18.8013245 15.1986755] ; [148.1986755 119.8013245],0
u3,1,0.014782,5.942251,[4 7] ; [40 14],[7.44615385 3.55384615] ; [36.55384615 17.44615385],0
a2,1,0.015124,5.901919,[ 4 30] ; [ 86 183],[10.0990099 23.9009901] ; [ 79.9009901 189.0990099],0
p3,1,0.022488,5.207649,[17 16] ; [191  78],[22.72847682 10.27152318] ; [185.27152318  83.72847682],0
v2,1,0.034285,4.480421,[14 20] ; [156 103],[19.72696246 14.27303754] ; [150.27303754 108.72696246],0
u2,1,0.039416,4.242857,[4 7] ; [38 17],[7. 4.] ; [35. 20.],0
r1,1,0.043641,4.070407,[23 10] ; [224  43],[27.17  5.83] ; [219.83  47.17],0
n6,1,0.057748,3.600918,[27  7] ; [240  26],[30.26  3.74] ; [236.74  29.26],0
p12,1,0.059905,3.54,[ 1 33] ; [ 39 229],[ 4.50331126 29.49668874] ; [ 35.49668874 232.50331126],0
b2,1,0.072675,3.221547,[ 5 18] ; [ 70 100],[ 8.93782383 14.06217617] ; [ 66.06217617 103.93782383],0
b3,1,0.072675,3.221547,[ 5 18] ; [ 70 100],[ 8.93782383 14.06217617] ; [ 66.06217617 103.93782383],0
v1,1,0.074238,3.186731,[16 18] ; [163  96],[20.77133106 13.22866894] ; [158.22866894 100.77133106],0
a7,1,0.079316,3.078857,[21 13] ; [203  65],[25.21854305  8.78145695] ; [198.78145695  69.21854305],0
r3,1,0.086925,2.930426,[31  3] ; [260   8],[32.7615894  1.2384106] ; [258.2384106   9.7615894],0
s5,1,0.087743,2.915307,[12 21] ; [133 122],[16.61458333 16.38541667] ; [128.38541667 126.61458333],0
n4,1,0.119753,2.420544,[24  9] ; [225  44],[27.20860927  5.79139073] ; [221.79139073  47.20860927],0
