Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,70.575304,[118  10] ; [ 9 26],[99.73006135 28.26993865] ; [27.26993865  7.73006135],1
p11,1,0.0,34.22934,[110  19] ; [14 23],[96.36144578 32.63855422] ; [27.63855422  9.36144578],1
v4,1,6e-06,20.635042,[128   1] ; [30  7],[122.78313253   6.21686747] ; [35.21686747  1.78313253],1
p2,1,1.4e-05,18.855724,[109  19] ; [19 18],[99.2969697 28.7030303] ; [28.7030303  8.2969697],1
n5,1,3.6e-05,17.095651,[106  23] ; [18 19],[96.36144578 32.63855422] ; [27.63855422  9.36144578],1
r4,1,4e-05,16.860945,[120   9] ; [25 12],[112.68072289  16.31927711] ; [32.31927711  4.68072289],1
n6,1,0.000111,14.931769,[115  14] ; [23 14],[107.24096386  21.75903614] ; [30.75903614  6.24096386],1
r3,1,0.003578,8.486298,[123   6] ; [29  7],[118.83636364  10.16363636] ; [33.16363636  2.83636364],0
v2,1,0.004068,8.253074,[99 27] ; [19 16],[92.34782609 33.65217391] ; [25.65217391  9.34782609],0
p7,1,0.004984,7.885369,[85 41] ; [15 21],[77.77777778 48.22222222] ; [22.22222222 13.77777778],0
p8,1,0.010492,6.549341,[72 57] ; [11 24],[65.28658537 63.71341463] ; [17.71341463 17.28658537],0
p3,1,0.017094,5.686716,[70 58] ; [12 25],[63.61212121 64.38787879] ; [18.38787879 18.61212121],0
a5,1,0.017304,5.665278,[96 33] ; [20 17],[90.14457831 38.85542169] ; [25.85542169 11.14457831],0
p6,1,0.020325,5.383737,[43 84] ; [ 5 31],[37.39877301 89.60122699] ; [10.60122699 25.39877301],0
r1,1,0.02434,5.070268,[106  23] ; [24 13],[101.02409639  27.97590361] ; [28.97590361  8.02409639],0
d1,1,0.02904,4.765226,[75 54] ; [14 23],[69.1626506 59.8373494] ; [19.8373494 17.1626506],0
b1,1,0.029516,4.737256,[38 91] ; [18 19],[43.51807229 85.48192771] ; [12.48192771 24.51807229],0
n1,1,0.037132,4.34433,[ 3 20] ; [5 6],[ 5.41176471 17.58823529] ; [2.58823529 8.41176471],0
n4,1,0.044341,4.043512,[104  25] ; [24 13],[99.46987952 29.53012048] ; [28.53012048  8.46987952],0
a7,1,0.046317,3.970023,[103  26] ; [23 13],[98.50909091 30.49090909] ; [27.49090909  8.50909091],0
p5,1,0.056569,3.635217,[ 18 110] ; [ 1 36],[ 14.73939394 113.26060606] ; [ 4.26060606 32.73939394],0
p4,1,0.110767,2.543243,[76 52] ; [16 20],[71.80487805 56.19512195] ; [20.19512195 15.80487805],0
v1,1,0.117431,2.451253,[80 47] ; [18 19],[75.8902439 51.1097561] ; [22.1097561 14.8902439],0
u1,1,0.127227,2.326021,[ 24 105] ; [ 3 34],[ 20.98192771 108.01807229] ; [ 6.01807229 30.98192771],0
s7,1,0.138113,2.198858,[40 81] ; [ 7 28],[36.45512821 84.54487179] ; [10.54487179 24.45512821],0
a3,1,0.179702,1.800088,[91 37] ; [22 15],[87.66060606 40.33939394] ; [25.33939394 11.66060606],0
r2,1,0.189171,1.724061,[123   4] ; [34  3],[121.57926829   5.42073171] ; [35.42073171  1.57926829],0
s2,1,0.190352,1.714887,[50 79] ; [10 27],[46.62650602 82.37349398] ; [13.37349398 23.62650602],0
b2,1,0.241462,1.372038,[26 48] ; [ 4 15],[23.87096774 50.12903226] ; [ 6.12903226 12.87096774],0
b3,1,0.241462,1.372038,[26 48] ; [ 4 15],[23.87096774 50.12903226] ; [ 6.12903226 12.87096774],0
b5,1,0.301606,1.067082,[75 54] ; [25 12],[77.71084337 51.28915663] ; [22.28915663 14.71084337],0
a6,1,0.332611,0.938704,[91 38] ; [23 14],[88.59036145 40.40963855] ; [25.40963855 11.59036145],0
u2,1,0.33463,0.930899,[22 16] ; [6 8],[20.46153846 17.53846154] ; [7.53846154 6.46153846],0
n3,1,0.414216,0.666667,[17  7] ; [10  2],[18.  6.] ; [9. 3.],0
s5,1,0.429924,0.623028,[32 95] ; [ 7 30],[30.20121951 96.79878049] ; [ 8.79878049 28.20121951],0
