Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,36.034112,[19 30] ; [199  49],[35.96632997 13.03367003] ; [182.03367003  65.96632997],1
s2,1,0.0,28.249296,[20 29] ; [196  55],[35.28 13.72] ; [180.72  70.28],1
s5,1,4.1e-05,16.828752,[ 8 38] ; [122 121],[20.69204152 25.30795848] ; [109.30795848 133.69204152],1
s8,1,0.003806,8.374235,[24 25] ; [175  74],[32.72147651 16.27852349] ; [166.27852349  82.72147651],0
r4,1,0.004989,7.883536,[41  8] ; [239  13],[45.58139535  3.41860465] ; [234.41860465  17.58139535],0
r3,1,0.006136,7.510031,[43  6] ; [242   8],[46.70568562  2.29431438] ; [238.29431438  11.70568562],0
p9,1,0.014098,6.02585,[38 10] ; [227  22],[42.82828283  5.17171717] ; [222.17171717  26.82828283],0
r1,1,0.020693,5.352433,[37 12] ; [221  30],[42.14  6.86] ; [215.86  35.14],0
a5,1,0.027485,4.860068,[33 16] ; [205  47],[38.74418605 10.25581395] ; [199.25581395  52.74418605],0
d5,1,0.035942,4.399837,[36 13] ; [214  36],[40.96989967  8.03010033] ; [209.03010033  40.96989967],0
n5,1,0.042807,4.103012,[33 16] ; [201  49],[38.34782609 10.65217391] ; [195.65217391  54.34782609],0
a2,1,0.077154,3.123865,[12 37] ; [ 95 157],[17.41860465 31.58139535] ; [ 89.58139535 162.41860465],0
p6,1,0.105829,2.615428,[27 21] ; [108 140],[21.89189189 26.10810811] ; [113.10810811 134.89189189],0
v1,1,0.127043,2.328264,[22 24] ; [148  99],[26.6894198 19.3105802] ; [143.3105802 103.6894198],0
s4,1,0.137886,2.201398,[ 6 43] ; [ 54 197],[ 9.8 39.2] ; [ 50.2 200.8],0
d1,1,0.177577,1.817784,[29 20] ; [174  78],[33.04651163 15.95348837] ; [169.95348837  82.04651163],0
d2,1,0.186278,1.746811,[23 26] ; [143 107],[27.20401338 21.79598662] ; [138.79598662 111.20401338],0
n1,1,0.206202,1.597896,[6 4] ; [20 32],[4.19354839 5.80645161] ; [21.80645161 30.19354839],0
p3,1,0.225302,1.470276,[30 18] ; [133 118],[26.16722408 21.83277592] ; [136.83277592 114.16722408],0
d4,1,0.226217,1.46449,[40  9] ; [220  30],[42.60869565  6.39130435] ; [217.39130435  32.60869565],0
s1,1,0.254204,1.300051,[ 1 48] ; [ 15 232],[ 2.64864865 46.35135135] ; [ 13.35135135 233.64864865],0
a1,1,0.264108,1.247094,[ 1 48] ; [ 15 237],[ 2.60465116 46.39534884] ; [ 13.39534884 238.60465116],0
b3,1,0.270554,1.213934,[16 18] ; [ 64 109],[13.14009662 20.85990338] ; [ 66.85990338 106.14009662],0
b2,1,0.270554,1.213934,[16 18] ; [ 64 109],[13.14009662 20.85990338] ; [ 66.85990338 106.14009662],0
a4,1,0.271163,1.210855,[20 29] ; [124 127],[23.52 25.48] ; [120.48 130.52],0
n6,1,0.275826,1.187543,[41  8] ; [222  27],[43.24496644  5.75503356] ; [219.75503356  29.24496644],0
u1,1,0.28877,1.125349,[12 37] ; [ 81 171],[15.13953488 33.86046512] ; [ 77.86046512 174.13953488],0
n2,1,0.298817,1.079464,[9 1] ; [39 13],[7.74193548 2.25806452] ; [40.25806452 11.74193548],0
p12,1,0.310558,1.028301,[ 3 45] ; [ 28 224],[ 4.96 43.04] ; [ 26.04 225.96],0
p10,1,0.34697,0.884506,[40  9] ; [216  33],[42.09395973  6.90604027] ; [213.90604027  35.09395973],0
a3,1,0.388184,0.744624,[36 12] ; [202  49],[38.20735786  9.79264214] ; [199.79264214  51.20735786],0
u2,1,0.393147,0.729185,[7 6] ; [32 16],[8.31147541 4.68852459] ; [30.68852459 17.31147541],0
b5,1,0.399787,0.708968,[29 20] ; [165  87],[31.58139535 17.41860465] ; [162.41860465  89.58139535],0
a8,1,0.414055,0.667126,[ 9 31] ; [ 38 184],[ 7.17557252 32.82442748] ; [ 39.82442748 182.17557252],0
p5,1,0.42103,0.647437,[ 6 42] ; [ 43 207],[ 7.89261745 40.10738255] ; [ 41.10738255 208.89261745],0
n3,1,0.425271,0.635703,[8 2] ; [35 17],[6.93548387 3.06451613] ; [36.06451613 15.93548387],0
b1,1,0.460898,0.543712,[15 34] ; [ 91 161],[17.25581395 31.74418605] ; [ 88.74418605 163.25581395],0
v2,1,0.473943,0.512769,[28 19] ; [160  86],[30.15699659 16.84300341] ; [157.84300341  88.15699659],0
p1,1,0.487793,0.481391,[ 4 45] ; [ 29 222],[ 5.39 43.61] ; [ 27.61 223.39],0
p7,1,0.578891,0.308031,[35 13] ; [166  75],[33.38408304 14.61591696] ; [167.61591696  73.38408304],0
u3,1,0.617409,0.249525,[9 4] ; [38 12],[9.6984127 3.3015873] ; [37.3015873 12.6984127],0
d3,1,0.640324,0.218319,[39 10] ; [206  44],[40.15050167  8.84949833] ; [204.84949833  45.15050167],0
v3,1,0.651641,0.203838,[22 24] ; [107 135],[20.60416667 25.39583333] ; [108.39583333 133.60416667],0
a6,1,0.689868,0.159228,[40  9] ; [197  52],[38.96979866 10.03020134] ; [198.03020134  50.96979866],0
p4,1,0.754435,0.097842,[32 17] ; [169  81],[32.93979933 16.06020067] ; [168.06020067  81.93979933],0
r2,1,0.790962,0.070257,[46  1] ; [242   7],[45.72972973  1.27027027] ; [242.27027027   6.72972973],0
n4,1,0.835005,0.043383,[39 10] ; [203  48],[39.52666667  9.47333333] ; [202.47333333  48.52666667],0
b4,1,0.864569,0.029091,[30 19] ; [151 101],[29.46511628 19.53488372] ; [151.53488372 100.46511628],0
