Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,41.964514,[258  49] ; [17 25],[241.90544413  65.09455587] ; [33.09455587  8.90544413],1
n4,1,0.0,32.411027,[265  41] ; [22 21],[251.63896848  54.36103152] ; [35.36103152  7.63896848],1
s7,1,0.000138,14.52281,[226  71] ; [19 21],[215.91988131  81.08011869] ; [29.08011869 10.91988131],1
p10,1,0.000419,12.445849,[272  34] ; [29 13],[264.67241379  41.32758621] ; [36.32758621  5.67241379],1
p2,1,0.000672,11.5651,[266  40] ; [28 14],[258.51724138  47.48275862] ; [35.48275862  6.51724138],1
p6,1,0.001011,10.806543,[147 157] ; [ 9 33],[137.06358382 166.93641618] ; [18.93641618 23.06358382],0
p9,1,0.001633,9.922422,[280  25] ; [32 10],[274.23631124  30.76368876] ; [37.76368876  4.23631124],0
p8,1,0.001668,9.883396,[172 131] ; [13 29],[162.47826087 140.52173913] ; [22.52173913 19.47826087],0
s8,1,0.00219,9.382931,[208  98] ; [19 24],[199.03151862 106.96848138] ; [27.96848138 15.03151862],0
p11,1,0.003953,8.305247,[251  56] ; [27 16],[243.84571429  63.15428571] ; [34.15428571  8.84571429],0
p7,1,0.004416,8.10411,[205  93] ; [19 22],[196.90855457 101.09144543] ; [27.09144543 13.90855457],0
d2,1,0.006211,7.488159,[198 108] ; [18 24],[189.93103448 116.06896552] ; [26.06896552 15.93103448],0
s5,1,0.00742,7.168258,[157 136] ; [12 27],[149.14759036 143.85240964] ; [19.85240964 19.14759036],0
s6,1,0.010995,6.466165,[271  30] ; [33 10],[266.  35.] ; [38.  5.],0
p4,1,0.013229,6.138168,[218  88] ; [22 20],[211.03448276  94.96551724] ; [28.96551724 13.03448276],0
a4,1,0.014333,5.996713,[182 125] ; [17 26],[174.55142857 132.44857143] ; [24.44857143 18.55142857],0
u1,1,0.014574,5.967208,[ 90 217] ; [ 5 38],[ 83.32857143 223.67142857] ; [11.67142857 31.32857143],0
a3,1,0.023628,5.121768,[262  44] ; [31 12],[256.89971347  49.10028653] ; [36.10028653  6.89971347],0
b1,1,0.053885,3.716259,[117 190] ; [23 20],[122.8 184.2] ; [17.2 25.8],0
