Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.002577,9.084794,[21 13] ; [23 51],[13.85185185 20.14814815] ; [30.14814815 43.85185185],0
d3,1,0.003725,8.413355,[24 10] ; [30 44],[17. 17.] ; [37. 37.],0
v3,1,0.006663,7.361685,[13 21] ; [11 63],[ 7.55555556 26.44444444] ; [16.44444444 57.55555556],0
d4,1,0.010947,6.473869,[29  5] ; [45 29],[23.2962963 10.7037037] ; [50.7037037 23.2962963],0
d5,1,0.019077,5.494436,[28  6] ; [44 30],[22.66666667 11.33333333] ; [49.33333333 24.66666667],0
v1,1,0.0212,5.310309,[16 16] ; [19 52],[10.87378641 21.12621359] ; [24.12621359 46.87378641],0
r3,1,0.028592,4.79204,[30  4] ; [50 23],[25.42056075  8.57943925] ; [54.57943925 18.42056075],0
d2,1,0.039138,4.254863,[20 14] ; [27 45],[15.0754717 18.9245283] ; [31.9245283 40.0754717],0
s6,1,0.043625,4.071031,[17 16] ; [23 51],[12.3364486 20.6635514] ; [27.6635514 46.3364486],0
n3,1,0.056582,3.634833,[9 2] ; [13 14],[6.36842105 4.63157895] ; [15.63157895 11.36842105],0
u3,1,0.084614,2.97397,[7 4] ; [12 23],[4.54347826 6.45652174] ; [14.45652174 20.54347826],0
p4,1,0.104338,2.637953,[14 20] ; [19 55],[10.38888889 23.61111111] ; [22.61111111 51.38888889],0
p11,1,0.104338,2.637953,[24 10] ; [40 34],[20.14814815 13.85185185] ; [43.85185185 30.14814815],0
p6,1,0.121686,2.395488,[ 8 25] ; [ 9 64],[ 5.29245283 27.70754717] ; [11.70754717 61.29245283],0
b5,1,0.123229,2.375788,[25  9] ; [43 31],[21.40740741 12.59259259] ; [46.59259259 27.40740741],0
a7,1,0.144644,2.127842,[23 11] ; [39 35],[19.51851852 14.48148148] ; [42.48148148 31.51851852],0
p2,1,0.144644,2.127842,[23 11] ; [39 35],[19.51851852 14.48148148] ; [42.48148148 31.51851852],0
a3,1,0.144644,2.127842,[23 11] ; [39 35],[19.51851852 14.48148148] ; [42.48148148 31.51851852],0
s2,1,0.186893,1.741943,[14 20] ; [21 53],[11.01851852 22.98148148] ; [23.98148148 50.01851852],0
u2,1,0.229767,1.442301,[6 5] ; [12 23],[4.30434783 6.69565217] ; [13.69565217 21.30434783],0
p1,1,0.241193,1.373609,[ 2 32] ; [10 64],[ 3.77777778 30.22222222] ; [ 8.22222222 65.77777778],0
n6,1,0.258176,1.278513,[27  7] ; [51 23],[24.55555556  9.44444444] ; [53.44444444 20.55555556],0
a6,1,0.265774,1.238427,[20 14] ; [35 39],[17.31481481 16.68518519] ; [37.68518519 36.31481481],0
s8,1,0.272051,1.206375,[ 8 26] ; [11 63],[ 5.98148148 28.01851852] ; [13.01851852 60.98148148],0
n5,1,0.304543,1.054194,[20 14] ; [51 23],[22.35185185 11.64814815] ; [48.64814815 25.35185185],0
s3,1,0.327502,0.958749,[14 20] ; [23 50],[11.75700935 22.24299065] ; [25.24299065 47.75700935],0
a2,1,0.381815,0.76485,[ 4 30] ; [ 5 69],[ 2.83333333 31.16666667] ; [ 6.16666667 67.83333333],0
u1,1,0.381815,0.76485,[ 4 30] ; [ 5 69],[ 2.83333333 31.16666667] ; [ 6.16666667 67.83333333],0
a5,1,0.393618,0.727736,[20 14] ; [37 37],[17.94444444 16.05555556] ; [39.05555556 34.94444444],0
p5,1,0.413279,0.669349,[ 1 33] ; [ 5 68],[ 1.90654206 32.09345794] ; [ 4.09345794 68.90654206],0
n4,1,0.415462,0.663115,[23 11] ; [44 30],[21.09259259 12.90740741] ; [45.90740741 28.09259259],0
s4,1,0.489315,0.478032,[ 5 29] ; [15 59],[ 6.2962963 27.7037037] ; [13.7037037 60.2962963],0
p9,1,0.518767,0.416345,[22 11] ; [51 19],[23.38834951  9.61165049] ; [49.61165049 20.38834951],0
p3,1,0.523473,0.407045,[ 9 24] ; [16 58],[ 7.71028037 25.28971963] ; [17.28971963 56.71028037],0
s7,1,0.533547,0.387632,[10 22] ; [18 53],[ 8.69902913 23.30097087] ; [19.30097087 51.69902913],0
n1,1,0.558045,0.3431,[2 8] ; [ 8 19],[2.7027027 7.2972973] ; [ 7.2972973 19.7027027],0
r2,1,0.568373,0.325413,[23 10] ; [54 18],[24.2  8.8] ; [52.8 19.2],0
b2,1,0.570424,0.321974,[ 8 11] ; [20 20],[9.01694915 9.98305085] ; [18.98305085 21.01694915],0
b3,1,0.570424,0.321974,[ 8 11] ; [20 20],[9.01694915 9.98305085] ; [18.98305085 21.01694915],0
b4,1,0.603455,0.269816,[22 12] ; [44 30],[20.77777778 13.22222222] ; [45.22222222 28.77777778],0
a8,1,0.648478,0.207824,[ 4 27] ; [ 7 64],[ 3.34313725 27.65686275] ; [ 7.65686275 63.34313725],0
p10,1,0.667302,0.184774,[19 15] ; [44 29],[20.01869159 13.98130841] ; [42.98130841 30.01869159],0
a4,1,0.688104,0.161146,[13 21] ; [25 48],[12.07476636 21.92523364] ; [25.92523364 47.07476636],0
b1,1,0.726185,0.122644,[15 19] ; [30 44],[14.16666667 19.83333333] ; [30.83333333 43.16666667],0
r4,1,0.758246,0.094732,[15 19] ; [35 39],[15.74074074 18.25925926] ; [34.25925926 39.74074074],0
s1,1,0.796549,0.066469,[ 1 32] ; [ 3 71],[ 1.23364486 31.76635514] ; [ 2.76635514 71.23364486],0
p8,1,0.801655,0.063105,[ 6 27] ; [15 59],[ 6.47663551 26.52336449] ; [14.52336449 59.47663551],0
n2,1,0.858273,0.031888,[7 4] ; [18  9],[7.23684211 3.76315789] ; [17.76315789  9.23684211],0
a1,1,0.900574,0.015609,[ 3 31] ; [ 6 68],[ 2.83333333 31.16666667] ; [ 6.16666667 67.83333333],0
v4,1,0.951678,0.003672,[25  9] ; [54 20],[24.87037037  9.12962963] ; [54.12962963 19.87037037],0
