Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.001205,10.483083,[ 5 17] ; [9 2],[ 9.33333333 12.66666667] ; [4.66666667 6.33333333],0
a3,1,0.0039,8.329945,[ 7 15] ; [8 1],[10.64516129 11.35483871] ; [4.35483871 4.64516129],0
a4,1,0.009467,6.732468,[ 2 20] ; [5 5],[ 4.8125 17.1875] ; [2.1875 7.8125],0
d3,1,0.016006,5.802198,[ 2 20] ; [5 6],[ 4.66666667 17.33333333] ; [2.33333333 8.66666667],0
p8,1,0.037445,4.330068,[ 4 18] ; [5 4],[ 6.38709677 15.61290323] ; [2.61290323 6.38709677],0
v3,1,0.053116,3.74026,[ 3 18] ; [5 6],[ 5.25 15.75] ; [2.75 8.25],0
r4,1,0.055511,3.666667,[ 2 20] ; [4 7],[ 4. 18.] ; [2. 9.],0
p1,1,0.055511,3.666667,[ 2 20] ; [4 7],[ 4. 18.] ; [2. 9.],0
s1,1,0.059329,3.556034,[ 1 21] ; [3 8],[ 2.66666667 19.33333333] ; [1.33333333 9.66666667],0
n1,1,0.06176,3.489492,[7 9] ; [6 1],[9.04347826 6.95652174] ; [3.95652174 3.04347826],0
r1,1,0.067577,3.340909,[ 5 17] ; [6 5],[ 7.33333333 14.66666667] ; [3.66666667 7.33333333],0
p2,1,0.084695,2.972426,[13  9] ; [3 8],[10.66666667 11.33333333] ; [5.33333333 5.66666667],0
v1,1,0.097254,2.75,[ 4 18] ; [5 6],[ 6. 16.] ; [3. 8.],0
p5,1,0.164463,1.932706,[ 1 21] ; [2 8],[ 2.0625 19.9375] ; [0.9375 9.0625],0
a1,1,0.169686,1.885714,[ 2 20] ; [3 8],[ 3.33333333 18.66666667] ; [1.66666667 9.33333333],0
n3,1,0.277291,1.180317,[7 8] ; [5 2],[8.18181818 6.81818182] ; [3.81818182 3.18181818],0
a6,1,0.319137,0.992481,[ 8 14] ; [6 5],[ 9.33333333 12.66666667] ; [4.66666667 6.33333333],0
n2,1,0.340144,0.90989,[8 8] ; [5 2],[9.04347826 6.95652174] ; [3.95652174 3.04347826],0
p6,1,0.371332,0.799201,[ 3 18] ; [3 8],[ 3.9375 17.0625] ; [2.0625 8.9375],0
r2,1,0.407016,0.6875,[15  7] ; [9 2],[16.  6.] ; [8. 3.],0
p11,1,0.442695,0.589286,[ 9 13] ; [3 8],[ 8. 14.] ; [4. 7.],0
s5,1,0.45067,0.568966,[ 2 20] ; [2 9],[ 2.66666667 19.33333333] ; [1.33333333 9.66666667],0
b3,1,0.451967,0.565714,[6 9] ; [4 3],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
b2,1,0.451967,0.565714,[6 9] ; [4 3],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
b4,1,0.458318,0.55,[11 11] ; [7 4],[12. 10.] ; [6. 5.],0
n5,1,0.492331,0.471429,[18  4] ; [10  1],[18.66666667  3.33333333] ; [9.33333333 1.66666667],0
s4,1,0.492331,0.471429,[ 4 18] ; [ 1 10],[ 3.33333333 18.66666667] ; [1.66666667 9.33333333],0
s7,1,0.495378,0.464824,[ 4 17] ; [3 7],[ 4.74193548 16.25806452] ; [2.25806452 7.74193548],0
p10,1,0.540396,0.374806,[ 8 13] ; [3 8],[ 7.21875 13.78125] ; [3.78125 7.21875],0
b5,1,0.618402,0.24812,[10 12] ; [4 7],[ 9.33333333 12.66666667] ; [4.66666667 6.33333333],0
v2,1,0.638662,0.220497,[ 3 17] ; [ 1 10],[ 2.58064516 17.41935484] ; [1.41935484 9.58064516],0
s6,1,0.659658,0.193939,[ 6 16] ; [2 8],[ 5.5 16.5] ; [2.5 7.5],0
p3,1,0.73137,0.117857,[ 3 19] ; [2 9],[ 3.33333333 18.66666667] ; [1.66666667 9.33333333],0
s2,1,0.763341,0.090659,[ 5 17] ; [2 9],[ 4.66666667 17.33333333] ; [2.33333333 8.66666667],0
s8,1,0.773117,0.083117,[ 3 19] ; [1 9],[ 2.75 19.25] ; [1.25 8.75],0
n4,1,0.773938,0.0825,[17  5] ; [8 3],[16.66666667  5.33333333] ; [8.33333333 2.66666667],0
d5,1,0.773938,0.0825,[ 5 17] ; [3 8],[ 5.33333333 16.66666667] ; [2.66666667 8.33333333],0
p4,1,0.773938,0.0825,[ 5 17] ; [3 8],[ 5.33333333 16.66666667] ; [2.66666667 8.33333333],0
p7,1,0.794003,0.068182,[ 7 15] ; [4 7],[ 7.33333333 14.66666667] ; [3.66666667 7.33333333],0
d2,1,0.794003,0.068182,[ 7 15] ; [4 7],[ 7.33333333 14.66666667] ; [3.66666667 7.33333333],0
v4,1,0.803316,0.06203,[13  9] ; [6 5],[12.66666667  9.33333333] ; [6.33333333 4.66666667],0
n6,1,0.805453,0.060662,[11 11] ; [5 6],[10.66666667 11.33333333] ; [5.33333333 5.66666667],0
b1,1,0.805453,0.060662,[11 11] ; [6 5],[11.33333333 10.66666667] ; [5.66666667 5.33333333],0
s3,1,0.924953,0.008873,[ 5 16] ; [2 7],[ 4.9 16.1] ; [2.1 6.9],0
p9,1,1.0,0.0,[ 8 12] ; [4 6],[ 8. 12.] ; [4. 6.],0
