Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.004891,7.919473,[51  7] ; [2 3],[48.79365079  9.20634921] ; [4.20634921 0.79365079],0
r4,1,0.023395,5.138928,[48 10] ; [2 3],[46.03174603 11.96825397] ; [3.96825397 1.03174603],0
r1,1,0.047681,3.921207,[46 12] ; [2 3],[44.19047619 13.80952381] ; [3.80952381 1.19047619],0
n4,1,0.083023,3.004709,[44 14] ; [2 3],[42.34920635 15.65079365] ; [3.65079365 1.34920635],0
r3,1,0.123884,2.367521,[50  8] ; [3 2],[48.79365079  9.20634921] ; [4.20634921 0.79365079],0
v2,1,0.131014,2.28045,[36 21] ; [1 3],[34.57377049 22.42622951] ; [2.42622951 1.57377049],0
p4,1,0.145944,2.114142,[16 40] ; [3 2],[17.44262295 38.55737705] ; [1.55737705 3.44262295],0
p7,1,0.145944,2.114142,[16 40] ; [3 2],[17.44262295 38.55737705] ; [1.55737705 3.44262295],0
a7,1,0.157206,2.000894,[41 17] ; [2 3],[39.58730159 18.41269841] ; [3.41269841 1.58730159],0
p3,1,0.166362,1.915422,[17 40] ; [3 2],[18.38709677 38.61290323] ; [1.61290323 3.38709677],0
d2,1,0.185268,1.754854,[29 28] ; [1 4],[27.58064516 29.41935484] ; [2.41935484 2.58064516],0
a6,1,0.19791,1.65773,[39 18] ; [2 3],[37.69354839 19.30645161] ; [3.30645161 1.69354839],0
d1,1,0.223544,1.481472,[28 30] ; [1 4],[26.6984127 31.3015873] ; [2.3015873 2.6984127],0
s2,1,0.223544,1.481472,[28 30] ; [1 4],[26.6984127 31.3015873] ; [2.3015873 2.6984127],0
s3,1,0.299885,1.074704,[25 32] ; [1 4],[23.90322581 33.09677419] ; [2.09677419 2.90322581],0
p9,1,0.308041,1.039058,[36 21] ; [2 3],[34.93548387 22.06451613] ; [3.06451613 1.93548387],0
b4,1,0.33314,0.936653,[36 22] ; [2 3],[34.98412698 23.01587302] ; [3.01587302 1.98412698],0
s8,1,0.333971,0.93344,[24 33] ; [1 4],[22.98387097 34.01612903] ; [2.01612903 2.98387097],0
a8,1,0.342936,0.899423,[ 4 49] ; [1 4],[ 4.56896552 48.43103448] ; [0.43103448 4.56896552],0
d3,1,0.349543,0.875114,[35 22] ; [2 3],[34.01612903 22.98387097] ; [2.98387097 2.01612903],0
b1,1,0.375285,0.786089,[23 35] ; [3 2],[23.93650794 34.06349206] ; [2.06349206 2.93650794],0
n6,1,0.389378,0.740883,[44 13] ; [3 2],[43.20967742 13.79032258] ; [3.79032258 1.20967742],0
p10,1,0.393251,0.728865,[34 23] ; [2 3],[33.09677419 23.90322581] ; [2.90322581 2.09677419],0
p8,1,0.494377,0.466986,[15 43] ; [2 3],[15.65079365 42.34920635] ; [1.34920635 3.65079365],0
p1,1,0.509797,0.434483,[ 6 52] ; [1 4],[ 6.44444444 51.55555556] ; [0.55555556 4.44444444],0
u3,1,0.553516,0.351056,[12  5] ; [1 1],[11.63157895  5.36842105] ; [1.36842105 0.63157895],0
u2,1,0.553516,0.351056,[12  5] ; [1 1],[11.63157895  5.36842105] ; [1.36842105 0.63157895],0
d4,1,0.573098,0.317526,[41 16] ; [3 2],[40.4516129 16.5483871] ; [3.5483871 1.4516129],0
a5,1,0.605964,0.266095,[40 18] ; [4 1],[40.50793651 17.49206349] ; [3.49206349 1.50793651],0
n5,1,0.61727,0.249724,[41 17] ; [3 2],[40.50793651 17.49206349] ; [3.49206349 1.50793651],0
a3,1,0.61727,0.249724,[41 17] ; [3 2],[40.50793651 17.49206349] ; [3.49206349 1.50793651],0
v1,1,0.695508,0.153187,[28 29] ; [2 3],[27.58064516 29.41935484] ; [2.41935484 2.58064516],0
s6,1,0.74172,0.108621,[39 19] ; [3 2],[38.66666667 19.33333333] ; [3.33333333 1.66666667],0
d5,1,0.762642,0.091212,[38 19] ; [3 2],[37.69354839 19.30645161] ; [3.30645161 1.69354839],0
p5,1,0.792401,0.069271,[ 9 49] ; [1 4],[ 9.20634921 48.79365079] ; [0.79365079 4.20634921],0
a4,1,0.803897,0.061656,[20 38] ; [2 3],[20.25396825 37.74603175] ; [1.74603175 3.25396825],0
b3,1,0.806401,0.06006,[15 22] ; [1 2],[14.8 22.2] ; [1.2 1.8],0
b2,1,0.806401,0.06006,[15 22] ; [1 2],[14.8 22.2] ; [1.2 1.8],0
b5,1,0.834883,0.043448,[32 26] ; [3 2],[32.22222222 25.77777778] ; [2.77777778 2.22222222],0
p11,1,0.952068,0.003613,[34 24] ; [3 2],[34.06349206 23.93650794] ; [2.93650794 2.06349206],0
a2,1,0.954926,0.003195,[11 47] ; [1 4],[11.04761905 46.95238095] ; [0.95238095 4.04761905],0
s7,1,0.970969,0.001324,[27 26] ; [2 2],[26.96491228 26.03508772] ; [2.03508772 1.96491228],0
