Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,41.155748,[52 66] ; [243  75],[79.83944954 38.16055046] ; [215.16055046 102.83944954],1
a6,1,0.0,34.588809,[54 64] ; [240  78],[79.56880734 38.43119266] ; [214.43119266 103.56880734],1
r3,1,2e-06,22.956346,[99 19] ; [305  10],[110.09699769   7.90300231] ; [293.90300231  21.09699769],1
r4,1,7e-06,20.275683,[87 31] ; [288  30],[101.49082569  16.50917431] ; [273.50917431  44.49082569],1
a2,1,1e-05,19.437396,[  7 111] ; [ 79 239],[23.27522936 94.72477064] ; [ 62.72477064 255.27522936],1
v4,1,5.1e-05,16.402203,[102  16] ; [305  10],[110.91454965   7.08545035] ; [296.08545035  18.91454965],1
r2,1,0.00011,14.955579,[98 18] ; [299  14],[107.34731935   8.65268065] ; [289.65268065  23.34731935],1
r1,1,0.000164,14.206287,[71 47] ; [247  69],[86.46082949 31.53917051] ; [231.53917051  84.46082949],1
u1,1,0.000704,11.477877,[  6 112] ; [ 57 261],[ 17.05045872 100.94954128] ; [ 45.94954128 272.05045872],1
p4,1,0.000868,11.090746,[47 69] ; [185 131],[62.2962963 53.7037037] ; [169.7037037 146.2962963],1
u3,1,0.001394,10.213227,[14 34] ; [63 48],[23.24528302 24.75471698] ; [53.75471698 57.24528302],0
d4,1,0.002446,9.180883,[81 37] ; [261  57],[92.55963303 25.44036697] ; [249.44036697  68.55963303],0
p10,1,0.00262,9.055187,[79 38] ; [254  59],[90.60697674 26.39302326] ; [242.39302326  70.60697674],0
d5,1,0.003716,8.417709,[79 39] ; [255  63],[90.39449541 27.60550459] ; [243.60550459  74.39449541],0
s2,1,0.003973,8.295978,[26 90] ; [117 198],[38.48723898 77.51276102] ; [104.51276102 210.48723898],0
d1,1,0.007291,7.199863,[49 69] ; [178 140],[61.43577982 56.56422018] ; [165.56422018 152.43577982],0
p8,1,0.011517,6.383809,[44 73] ; [161 153],[55.64965197 61.35034803] ; [149.35034803 164.64965197],0
p2,1,0.014586,5.965745,[86 31] ; [265  51],[94.84295612 22.15704388] ; [256.15704388  59.84295612],0
p3,1,0.022933,5.173575,[40 77] ; [147 170],[50.4124424 66.5875576] ; [136.5875576 180.4124424],0
v1,1,0.028221,4.814488,[44 72] ; [155 156],[54.06088993 61.93911007] ; [144.93911007 166.06088993],0
a5,1,0.032772,4.557652,[70 48] ; [223  95],[79.29816514 38.70183486] ; [213.70183486 104.29816514],0
b5,1,0.03406,4.491702,[61 57] ; [200 118],[70.63761468 47.36238532] ; [190.36238532 127.63761468],0
s6,1,0.035429,4.424389,[52 62] ; [177 133],[61.57075472 52.42924528] ; [167.42924528 142.57075472],0
p9,1,0.039789,4.226857,[85 31] ; [255  55],[92.58215962 23.41784038] ; [247.41784038  62.58215962],0
p6,1,0.044546,4.035733,[25 91] ; [ 99 216],[33.37354988 82.62645012] ; [ 90.62645012 224.37354988],0
u2,1,0.058343,3.583875,[16 31] ; [56 55],[21.41772152 25.58227848] ; [50.58227848 60.41772152],0
v2,1,0.059911,3.539851,[50 65] ; [164 141],[58.5952381 56.4047619] ; [155.4047619 149.5952381],0
p12,1,0.096112,2.768907,[  3 115] ; [ 21 295],[  6.52534562 111.47465438] ; [ 17.47465438 298.52534562],0
s3,1,0.108061,2.582353,[38 77] ; [129 181],[45.18823529 69.81176471] ; [121.81176471 188.18823529],0
p7,1,0.12373,2.369453,[60 56] ; [186 124],[66.98591549 49.01408451] ; [179.01408451 130.98591549],0
n3,1,0.135538,2.227905,[23 13] ; [52 15],[26.21359223  9.78640777] ; [48.78640777 18.21359223],0
v3,1,0.161821,1.957128,[32 84] ; [107 201],[38.02830189 77.97169811] ; [100.97169811 207.02830189],0
p11,1,0.177798,1.815936,[88 30] ; [256  62],[93.10091743 24.89908257] ; [250.89908257  67.10091743],0
n2,1,0.208514,1.581716,[25 12] ; [52 14],[27.66019417  9.33980583] ; [49.33980583 16.66019417],0
s5,1,0.237947,1.392718,[35 78] ; [ 79 234],[30.23943662 82.76056338] ; [ 83.76056338 229.23943662],0
n1,1,0.247091,1.339678,[ 9 28] ; [23 42],[11.60784314 25.39215686] ; [20.39215686 44.60784314],0
a3,1,0.332915,0.937525,[70 47] ; [205 111],[74.30715935 42.69284065] ; [200.69284065 115.30715935],0
s7,1,0.359084,0.841096,[26 87] ; [ 84 222],[29.66587112 83.33412888] ; [ 80.33412888 225.66587112],0
n5,1,0.470791,0.520118,[91 27] ; [233  83],[88.0921659 29.9078341] ; [235.9078341  80.0921659],0
n4,1,0.474742,0.510917,[85 33] ; [239  78],[87.88965517 30.11034483] ; [236.11034483  80.88965517],0
a8,1,0.595927,0.281183,[11 99] ; [ 34 252],[12.5 97.5] ; [ 32.5 253.5],0
s1,1,0.614828,0.253204,[  4 112] ; [  8 306],[  3.2372093 112.7627907] ; [  8.7627907 305.2372093],0
a4,1,0.639569,0.219307,[49 67] ; [126 191],[46.88221709 69.11778291] ; [128.11778291 188.88221709],0
p5,1,0.649134,0.206993,[ 12 105] ; [ 28 289],[ 10.78341014 106.21658986] ; [ 29.21658986 287.78341014],0
b1,1,0.673556,0.177471,[43 75] ; [109 209],[41.13761468 76.86238532] ; [110.86238532 207.13761468],0
b4,1,0.688241,0.160997,[73 45] ; [190 128],[71.17889908 46.82110092] ; [191.82110092 126.17889908],0
d2,1,0.784741,0.074609,[50 66] ; [132 185],[48.75750577 67.24249423] ; [133.24249423 183.75750577],0
s4,1,0.814904,0.054805,[ 18 100] ; [ 50 259],[18.79156909 99.20843091] ; [ 49.20843091 259.79156909],0
b3,1,0.880991,0.022414,[23 49] ; [ 55 112],[23.49790795 48.50209205] ; [ 54.50209205 112.49790795],0
b2,1,0.880991,0.022414,[23 49] ; [ 55 112],[23.49790795 48.50209205] ; [ 54.50209205 112.49790795],0
p1,1,0.915133,0.011356,[  9 109] ; [ 25 290],[  9.26558891 108.73441109] ; [ 24.73441109 290.26558891],0
a1,1,0.94015,0.005637,[  5 113] ; [ 14 304],[  5.14220183 112.85779817] ; [ 13.85779817 304.14220183],0
