Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,4e-06,21.498989,[14 59] ; [45 36],[27.96753247 45.03246753] ; [31.03246753 49.96753247],1
p4,1,5e-06,20.859182,[21 51] ; [53 27],[35.05263158 36.94736842] ; [38.94736842 41.05263158],1
p7,1,0.000232,13.549637,[30 42] ; [57 23],[41.21052632 30.78947368] ; [45.78947368 34.21052632],1
s7,1,0.00043,12.398992,[19 51] ; [44 35],[29.59731544 40.40268456] ; [33.40268456 45.59731544],1
p10,1,0.000683,11.535185,[43 28] ; [68 12],[52.19205298 18.80794702] ; [58.80794702 21.19205298],1
p6,1,0.00072,11.437426,[14 57] ; [37 44],[23.82236842 47.17763158] ; [27.17763158 53.82236842],1
p2,1,0.00337,8.595707,[45 28] ; [67 14],[53.09090909 19.90909091] ; [58.90909091 22.09090909],0
p9,1,0.00419,8.199463,[48 24] ; [69 11],[55.42105263 16.57894737] ; [61.57894737 18.42105263],0
n5,1,0.006564,7.388584,[46 27] ; [66 14],[53.4379085 19.5620915] ; [58.5620915 21.4379085],0
a5,1,0.010054,6.625236,[29 44] ; [49 32],[36.97402597 36.02597403] ; [41.02597403 39.97402597],0
p12,1,0.013213,6.140373,[ 3 70] ; [13 66],[ 7.68421053 65.31578947] ; [ 8.31578947 70.68421053],0
s8,1,0.015533,5.855026,[18 55] ; [35 46],[25.12337662 47.87662338] ; [27.87662338 53.12337662],0
p5,1,0.021558,5.28107,[ 5 67] ; [16 65],[ 9.88235294 62.11764706] ; [11.11764706 69.88235294],0
s6,1,0.030554,4.677849,[35 38] ; [51 27],[41.57615894 31.42384106] ; [44.42384106 33.57615894],0
v3,1,0.03924,4.25044,[18 53] ; [33 47],[23.98013245 47.01986755] ; [27.01986755 52.98013245],0
s2,1,0.044404,4.041151,[24 47] ; [40 40],[30.09271523 40.90728477] ; [33.90728477 46.09271523],0
s5,1,0.067585,3.340731,[15 56] ; [27 51],[20.01342282 50.98657718] ; [21.98657718 56.01342282],0
