Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000288,13.147254,[ 8 74] ; [16 28],[15.61904762 66.38095238] ; [ 8.38095238 35.61904762],1
s5,1,0.000784,11.278714,[ 6 75] ; [13 30],[12.41129032 68.58870968] ; [ 6.58870968 36.41129032],1
d4,1,0.001041,10.752729,[45 37] ; [37  7],[53.36507937 28.63492063] ; [28.63492063 15.36507937],0
p7,1,0.003081,8.759066,[27 55] ; [26 17],[34.768 47.232] ; [18.232 24.768],0
p4,1,0.003454,8.550593,[26 55] ; [26 18],[33.696 47.304] ; [18.304 25.696],0
v1,1,0.003795,8.379564,[18 62] ; [21 23],[25.16129032 54.83870968] ; [13.83870968 30.16129032],0
d3,1,0.00618,7.496951,[34 46] ; [30 14],[41.29032258 38.70967742] ; [22.70967742 21.29032258],0
v4,1,0.009401,6.745011,[58 24] ; [40  4],[63.77777778 18.22222222] ; [34.22222222  9.77777778],0
r4,1,0.012252,6.274017,[33 49] ; [28 16],[39.6984127 42.3015873] ; [21.3015873 22.6984127],0
s8,1,0.026235,4.940473,[ 7 75] ; [10 34],[11.06349206 70.93650794] ; [ 5.93650794 38.06349206],0
p5,1,0.033518,4.519134,[ 5 77] ; [ 8 36],[ 8.46031746 73.53968254] ; [ 4.53968254 39.46031746],0
p1,1,0.042243,4.125438,[11 71] ; [ 1 43],[ 7.80952381 74.19047619] ; [ 4.19047619 39.80952381],0
v2,1,0.043251,4.085545,[22 58] ; [20 24],[27.09677419 52.90322581] ; [14.90322581 29.09677419],0
p3,1,0.04824,3.901608,[21 60] ; [19 25],[25.92 55.08] ; [14.08 29.92],0
p2,1,0.052491,3.760048,[44 36] ; [32 12],[49.03225806 30.96774194] ; [26.96774194 17.03225806],0
s7,1,0.053939,3.714587,[13 64] ; [13 27],[17.11111111 59.88888889] ; [ 8.88888889 31.11111111],0
p8,1,0.061887,3.486072,[25 56] ; [21 23],[29.808 51.192] ; [16.192 27.808],0
v3,1,0.070091,3.280879,[16 66] ; [15 29],[20.17460317 61.82539683] ; [10.82539683 33.17460317],0
b2,1,0.075293,3.163683,[22 25] ; [ 6 18],[18.53521127 28.46478873] ; [ 9.46478873 14.53521127],0
b3,1,0.075293,3.163683,[22 25] ; [ 6 18],[18.53521127 28.46478873] ; [ 9.46478873 14.53521127],0
u2,1,0.079089,3.083524,[12 24] ; [11  8],[15.05454545 20.94545455] ; [ 7.94545455 11.05454545],0
r3,1,0.089794,2.878064,[57 24] ; [37  7],[60.912 20.088] ; [33.088 10.912],0
n6,1,0.124467,2.360192,[56 25] ; [36  8],[59.616 21.384] ; [32.384 11.616],0
a5,1,0.134914,2.235033,[37 45] ; [26 18],[41. 41.] ; [22. 22.],0
a8,1,0.185416,1.753668,[ 7 71] ; [ 1 39],[ 5.28813559 72.71186441] ; [ 2.71186441 37.28813559],0
p6,1,0.188489,1.729387,[18 60] ; [15 29],[21.09836066 56.90163934] ; [11.90163934 32.09836066],0
p11,1,0.234404,1.413939,[49 33] ; [31 13],[52.06349206 29.93650794] ; [27.93650794 16.06349206],0
