Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,42.09814,[144  35] ; [37 53],[120.44237918  58.55762082] ; [60.55762082 29.44237918],1
a4,1,0.0,39.019265,[95 85] ; [12 78],[ 71.33333333 108.66666667] ; [35.66666667 54.33333333],1
d1,1,0.0,27.85193,[105  76] ; [22 69],[84.51102941 96.48897059] ; [42.48897059 48.51102941],1
d2,1,1e-06,24.484888,[96 82] ; [20 70],[ 77.04477612 100.95522388] ; [38.95522388 51.04477612],1
d5,1,1e-06,23.906795,[146  34] ; [48 43],[128.85608856  51.14391144] ; [65.14391144 25.85608856],1
d4,1,7e-06,20.273481,[146  34] ; [49 40],[130.48327138  49.51672862] ; [64.51672862 24.48327138],1
a6,1,0.000216,13.688612,[131  48] ; [46 45],[117.34444444  61.65555556] ; [59.65555556 31.34444444],1
r4,1,0.000696,11.500476,[155  26] ; [62 29],[144.40073529  36.59926471] ; [72.59926471 18.40073529],1
r1,1,0.000811,11.216427,[141  39] ; [53 37],[129.33333333  50.66666667] ; [64.66666667 25.33333333],1
n4,1,0.000986,10.8541,[160  21] ; [66 25],[150.38970588  30.61029412] ; [75.61029412 15.38970588],1
r2,1,0.001768,9.775664,[170   9] ; [76 15],[163.08888889  15.91111111] ; [82.91111111  8.08888889],0
p9,1,0.002597,9.070716,[142  32] ; [57 31],[132.16030534  41.83969466] ; [66.83969466 21.16030534],0
d3,1,0.003208,8.684957,[112  68] ; [39 51],[100.66666667  79.33333333] ; [50.33333333 39.66666667],0
s8,1,0.004304,8.150739,[ 73 107] ; [21 70],[ 62.43542435 117.56457565] ; [31.56457565 59.43542435],0
u1,1,0.007557,7.135517,[ 31 150] ; [ 5 86],[ 23.95588235 157.04411765] ; [12.04411765 78.95588235],0
s7,1,0.00792,7.05149,[78 97] ; [24 63],[ 68.12977099 106.87022901] ; [33.87022901 53.12977099],0
n6,1,0.011669,6.360525,[155  25] ; [67 24],[147.45387454  32.54612546] ; [74.54612546 16.45387454],0
v4,1,0.013078,6.158522,[167  14] ; [74 16],[160.96309963  20.03690037] ; [80.03690037  9.96309963],0
v1,1,0.023909,5.101245,[87 89] ; [31 58],[78.36981132 97.63018868] ; [39.63018868 49.36981132],0
p10,1,0.031226,4.640497,[137  42] ; [57 32],[129.57462687  49.42537313] ; [64.42537313 24.57462687],0
s5,1,0.041246,4.165879,[ 51 123] ; [16 74],[ 44.15909091 129.84090909] ; [22.84090909 67.15909091],0
r3,1,0.052751,3.751788,[161  19] ; [72 17],[155.91078067  24.08921933] ; [77.08921933 11.91078067],0
s4,1,0.056958,3.623827,[ 20 158] ; [18 73],[ 25.14498141 152.85501859] ; [12.85501859 78.14498141],0
v3,1,0.07888,3.087837,[ 68 108] ; [25 65],[ 61.53383459 114.46616541] ; [31.46616541 58.53383459],0
v2,1,0.122836,2.380786,[87 85] ; [33 49],[81.25984252 90.74015748] ; [38.74015748 43.25984252],0
p3,1,0.133686,2.249172,[ 44 136] ; [15 76],[ 39.18819188 140.81180812] ; [19.81180812 71.18819188],0
p11,1,0.139805,2.180106,[133  48] ; [59 32],[127.76470588  53.23529412] ; [64.23529412 26.76470588],0
a1,1,0.153653,2.03561,[ 14 167] ; [ 3 88],[ 11.3125 169.6875] ; [ 5.6875 85.3125],0
b2,1,0.166548,1.913748,[44 62] ; [15 35],[40.08974359 65.91025641] ; [18.91025641 31.08974359],0
b3,1,0.166548,1.913748,[44 62] ; [15 35],[40.08974359 65.91025641] ; [18.91025641 31.08974359],0
s3,1,0.179551,1.80134,[87 92] ; [51 38],[92.17164179 86.82835821] ; [45.82835821 43.17164179],0
p8,1,0.229646,1.443051,[ 59 115] ; [24 66],[ 54.70454545 119.29545455] ; [28.29545455 61.70454545],0
a8,1,0.236951,1.39864,[ 32 138] ; [11 74],[ 28.66666667 141.33333333] ; [14.33333333 70.66666667],0
n3,1,0.278338,1.175189,[41 18] ; [18 13],[38.67777778 20.32222222] ; [20.32222222 10.67777778],0
p1,1,0.328433,0.955066,[ 12 169] ; [ 9 81],[ 14.02583026 166.97416974] ; [ 6.97416974 83.02583026],0
n1,1,0.394141,0.726129,[26 32] ; [11 20],[24.11235955 33.88764045] ; [12.88764045 18.11235955],0
a7,1,0.455866,0.556027,[117  64] ; [54 36],[114.2103321  66.7896679] ; [56.7896679 33.2103321],0
b4,1,0.519811,0.414268,[102  79] ; [55 36],[104.47426471  76.52573529] ; [52.52573529 38.47426471],0
p12,1,0.539539,0.376395,[ 11 166] ; [ 4 87],[  9.90671642 167.09328358] ; [ 5.09328358 85.90671642],0
n2,1,0.553275,0.351482,[46 14] ; [22  9],[44.83516484 15.16483516] ; [23.16483516  7.83516484],0
b5,1,0.55968,0.340258,[114  67] ; [54 37],[111.79411765  69.20588235] ; [56.20588235 34.79411765],0
p2,1,0.562523,0.335354,[123  57] ; [59 32],[120.88560886  59.11439114] ; [61.11439114 29.88560886],0
p7,1,0.619568,0.246476,[78 93] ; [43 45],[79.88803089 91.11196911] ; [41.11196911 46.88803089],0
s1,1,0.654964,0.199699,[  6 171] ; [ 4 85],[  6.65413534 170.34586466] ; [ 3.34586466 85.65413534],0
u3,1,0.69272,0.156156,[18 19] ; [24 30],[17.07692308 19.92307692] ; [24.92307692 29.07692308],0
p6,1,0.735303,0.114298,[ 31 147] ; [17 72],[ 32. 146.] ; [16. 73.],0
s2,1,0.765372,0.089063,[ 77 102] ; [37 53],[ 75.85873606 103.14126394] ; [38.14126394 51.85873606],0
s6,1,0.808479,0.058753,[100  77] ; [50 41],[99.06716418 77.93283582] ; [50.93283582 40.06716418],0
u2,1,0.848045,0.036716,[16 21] ; [24 29],[16.44444444 20.55555556] ; [23.55555556 29.44444444],0
b1,1,0.890055,0.019109,[ 74 107] ; [38 53],[ 74.52941176 106.47058824] ; [37.47058824 53.52941176],0
