Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,52.464347,[102  62] ; [ 27 106],[71.23232323 92.76767677] ; [57.76767677 75.23232323],1
v1,1,6.1e-05,16.074661,[112  55] ; [58 74],[94.94983278 72.05016722] ; [75.05016722 56.94983278],1
p12,1,0.004011,8.278923,[ 32 139] ; [ 10 126],[ 23.39413681 147.60586319] ; [ 18.60586319 117.39413681],0
a3,1,0.006145,7.507349,[141  30] ; [94 42],[130.89576547  40.10423453] ; [104.10423453  31.89576547],0
a5,1,0.006283,7.467151,[143  28] ; [96 40],[133.1237785  37.8762215] ; [105.8762215  30.1237785],0
d4,1,0.008314,6.964526,[153  18] ; [106  29],[144.73529412  26.26470588] ; [114.26470588  20.73529412],0
s4,1,0.011191,6.434744,[ 30 141] ; [40 94],[ 39.24590164 131.75409836] ; [ 30.75409836 103.24590164],0
d1,1,0.016666,5.731227,[124  47] ; [81 55],[114.18566775  56.81433225] ; [90.81433225 45.18566775],0
r4,1,0.016709,5.726714,[165   6] ; [122  14],[159.85993485  11.14006515] ; [127.14006515   8.85993485],0
r2,1,0.019254,5.478257,[166   4] ; [123  11],[161.61184211   8.38815789] ; [127.38815789   6.61184211],0
p9,1,0.020363,5.380509,[156  15] ; [112  24],[149.27687296  21.72312704] ; [118.72312704  17.27687296],0
p8,1,0.032148,4.590596,[119  52] ; [78 57],[110.08823529  60.91176471] ; [86.91176471 48.08823529],0
b1,1,0.033292,4.530675,[ 66 105] ; [69 67],[75.19543974 95.80456026] ; [59.80456026 76.19543974],0
d5,1,0.044076,4.05364,[148  23] ; [105  30],[141.38235294  29.61764706] ; [111.61764706  23.38235294],0
b4,1,0.050502,3.824716,[107  64] ; [70 66],[98.58957655 72.41042345] ; [78.41042345 57.58957655],0
a7,1,0.065758,3.385856,[131  39] ; [92 44],[123.88888889  46.11111111] ; [99.11111111 36.88888889],0
r3,1,0.093737,2.80899,[168   3] ; [128   7],[165.41176471   5.58823529] ; [130.58823529   4.41176471],0
p10,1,0.122525,2.384744,[150  21] ; [109  25],[145.20983607  25.79016393] ; [113.79016393  20.20983607],0
