Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,3e-06,21.698954,[72 62] ; [12 52],[56.84848485 77.15151515] ; [27.15151515 36.84848485],1
a4,1,1.6e-05,18.579506,[64 70] ; [10 53],[50.33502538 83.66497462] ; [23.66497462 39.33502538],1
d1,1,2.2e-05,18.015322,[87 47] ; [21 43],[73.09090909 60.90909091] ; [34.90909091 29.09090909],1
d5,1,0.001128,10.604484,[111  22] ; [40 24],[101.94416244  31.05583756] ; [49.05583756 14.94416244],0
a3,1,0.001194,10.500355,[91 43] ; [27 35],[80.67346939 53.32653061] ; [37.32653061 24.67346939],0
d4,1,0.001912,9.631929,[113  20] ; [42 22],[104.64467005  28.35532995] ; [50.35532995 13.64467005],0
n4,1,0.001994,9.55487,[109  25] ; [39 25],[100.16161616  33.83838384] ; [47.83838384 16.16161616],0
p4,1,0.002482,9.154139,[100  34] ; [34 30],[90.68686869 43.31313131] ; [43.31313131 20.68686869],0
r4,1,0.00548,7.713718,[122  12] ; [49 15],[115.72727273  18.27272727] ; [55.27272727  8.72727273],0
r1,1,0.0067,7.351805,[107  26] ; [40 24],[99.24365482 33.75634518] ; [47.75634518 16.24365482],0
a6,1,0.008627,6.898496,[89 45] ; [30 34],[80.53535354 53.46464646] ; [38.46464646 25.53535354],0
v1,1,0.011025,6.461286,[64 67] ; [19 45],[55.75897436 75.24102564] ; [27.24102564 36.75897436],0
u1,1,0.013467,6.106693,[ 20 114] ; [ 2 62],[ 14.88888889 119.11111111] ; [ 7.11111111 56.88888889],0
s6,1,0.014096,6.026132,[98 31] ; [37 26],[90.703125 38.296875] ; [44.296875 18.703125],0
n6,1,0.016606,5.7375,[119  14] ; [49 15],[113.4213198  19.5786802] ; [54.5786802  9.4213198],0
p10,1,0.018051,5.591214,[117  16] ; [47 16],[111.28571429  21.71428571] ; [52.71428571 10.28571429],0
d3,1,0.018364,5.561131,[96 38] ; [35 29],[88.65656566 45.34343434] ; [42.34343434 21.65656566],0
s8,1,0.030477,4.682183,[68 66] ; [22 42],[60.90909091 73.09090909] ; [29.09090909 34.90909091],0
n5,1,0.035062,4.442163,[104  29] ; [41 23],[97.89340102 35.10659898] ; [47.10659898 16.89340102],0
p3,1,0.039053,4.258577,[81 52] ; [29 35],[74.26395939 58.73604061] ; [35.73604061 28.26395939],0
p11,1,0.039325,4.246794,[113  21] ; [46 18],[107.60606061  26.39393939] ; [51.39393939 12.60606061],0
p5,1,0.048848,3.880582,[ 28 106] ; [ 6 57],[ 23.12690355 110.87309645] ; [10.87309645 52.12690355],0
b5,1,0.056075,3.649828,[73 61] ; [44 20],[79.18181818 54.81818182] ; [37.81818182 26.18181818],0
