Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,2.7e-05,17.633844,[94 17] ; [4 8],[88.43902439 22.56097561] ; [9.56097561 2.43902439],1
r4,1,4.3e-05,16.743291,[94 18] ; [4 8],[88.51612903 23.48387097] ; [9.48387097 2.51612903],1
n6,1,0.000274,13.241385,[83 27] ; [3 9],[77.54098361 32.45901639] ; [8.45901639 3.54098361],1
p2,1,0.000445,12.333902,[75 35] ; [ 2 10],[69.42622951 40.57377049] ; [7.57377049 4.42622951],1
r3,1,0.00049,12.154981,[98 13] ; [6 6],[93.85365854 17.14634146] ; [10.14634146  1.85365854],1
p9,1,0.001827,9.715398,[75 32] ; [3 9],[70.13445378 36.86554622] ; [7.86554622 4.13445378],0
s6,1,0.007417,7.169037,[74 35] ; [3 8],[69.94166667 39.05833333] ; [7.05833333 3.94166667],0
s2,1,0.013864,6.055333,[60 51] ; [ 2 10],[55.95121951 55.04878049] ; [6.04878049 5.95121951],0
s8,1,0.014198,6.013342,[50 61] ; [ 1 11],[46.02439024 64.97560976] ; [4.97560976 7.02439024],0
p10,1,0.015177,5.895847,[67 42] ; [3 9],[63.05785124 45.94214876] ; [6.94214876 5.05785124],0
s7,1,0.049934,3.843674,[52 47] ; [2 8],[49.04587156 49.95412844] ; [4.95412844 5.04587156],0
b5,1,0.070038,3.282119,[76 36] ; [5 7],[73.16129032 38.83870968] ; [7.83870968 4.16129032],0
p1,1,0.086963,2.929706,[ 10 101] ; [3 9],[11.73170732 99.26829268] ; [ 1.26829268 10.73170732],0
a1,1,0.129624,2.297003,[  6 106] ; [ 2 10],[  7.22580645 104.77419355] ; [ 0.77419355 11.22580645],0
a6,1,0.131602,2.273508,[79 32] ; [6 6],[76.70731707 34.29268293] ; [8.29268293 3.70731707],0
n3,1,0.147228,2.100743,[32 14] ; [4 5],[30.10909091 15.89090909] ; [5.89090909 3.10909091],0
a7,1,0.160633,1.968254,[86 26] ; [7 5],[84. 28.] ; [9. 3.],0
v2,1,0.171127,1.873039,[59 50] ; [4 8],[56.75206612 52.24793388] ; [6.24793388 5.75206612],0
b1,1,0.182447,1.777579,[52 60] ; [8 4],[54.19354839 57.80645161] ; [5.80645161 6.19354839],0
v1,1,0.18284,1.774392,[50 61] ; [3 9],[47.82926829 63.17073171] ; [5.17073171 6.82926829],0
p7,1,0.196134,1.670929,[48 60] ; [3 9],[45.9 62.1] ; [5.1 6.9],0
a5,1,0.214225,1.542641,[85 27] ; [11  1],[86.70967742 25.29032258] ; [9.29032258 2.70967742],0
b2,1,0.226634,1.461864,[18 41] ; [5 5],[19.66666667 39.33333333] ; [3.33333333 6.66666667],0
b3,1,0.226634,1.461864,[18 41] ; [5 5],[19.66666667 39.33333333] ; [3.33333333 6.66666667],0
b4,1,0.250652,1.319666,[66 46] ; [5 7],[64.12903226 47.87096774] ; [6.87096774 5.12903226],0
a8,1,0.261846,1.258973,[ 7 90] ; [ 2 10],[ 8.00917431 88.99082569] ; [ 0.99082569 11.00917431],0
a2,1,0.279132,1.171312,[46 66] ; [3 9],[44.25806452 67.74193548] ; [4.74193548 7.25806452],0
v3,1,0.295944,1.092383,[36 71] ; [2 9],[34.45762712 72.54237288] ; [3.54237288 7.45762712],0
p4,1,0.313866,1.014338,[53 56] ; [4 8],[51.34710744 57.65289256] ; [5.65289256 6.34710744],0
n2,1,0.334992,0.929505,[29 18] ; [4 5],[27.69642857 19.30357143] ; [5.30357143 3.69642857],0
d3,1,0.395728,0.721269,[101  10] ; [10  2],[100.17073171  10.82926829] ; [10.82926829  1.17073171],0
p6,1,0.409394,0.68056,[40 68] ; [3 9],[38.7 69.3] ; [4.3 7.7],0
r2,1,0.44861,0.574163,[105   5] ; [9 1],[104.5   5.5] ; [9.5 0.5],0
n4,1,0.481842,0.494691,[72 39] ; [9 3],[73.09756098 37.90243902] ; [7.90243902 4.09756098],0
a3,1,0.498476,0.458179,[92 19] ; [9 3],[91.14634146 19.85365854] ; [9.85365854 2.14634146],0
a4,1,0.501589,0.451573,[70 42] ; [8 3],[71.02439024 40.97560976] ; [6.97560976 4.02439024],0
s5,1,0.527393,0.399412,[38 65] ; [3 8],[37.04385965 65.95614035] ; [3.95614035 7.04385965],0
n5,1,0.610838,0.258957,[64 47] ; [6 6],[63.17073171 47.82926829] ; [6.82926829 5.17073171],0
s3,1,0.743346,0.107208,[61 50] ; [6 6],[60.46341463 50.53658537] ; [6.53658537 5.46341463],0
s1,1,0.780101,0.077945,[  7 105] ; [ 1 11],[  7.22580645 104.77419355] ; [ 0.77419355 11.22580645],0
p3,1,0.781281,0.07709,[50 59] ; [5 7],[49.54545455 59.45454545] ; [5.45454545 6.54545455],0
n1,1,0.852575,0.034534,[22 24] ; [4 5],[21.74545455 24.25454545] ; [4.25454545 4.74545455],0
s4,1,0.902722,0.014939,[26 85] ; [3 9],[26.17073171 84.82926829] ; [2.82926829 9.17073171],0
