Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.001352,10.269506,[ 6 58] ; [11 19],[11.57446809 52.42553191] ; [ 5.42553191 24.57446809],0
a6,1,0.015377,5.872754,[46 19] ; [14 17],[40.625 24.375] ; [19.375 11.625],0
s8,1,0.017299,5.665779,[11 55] ; [12 19],[15.64948454 50.35051546] ; [ 7.35051546 23.64948454],0
u3,1,0.035476,4.422099,[17 17] ; [8 1],[19.76744186 14.23255814] ; [5.23255814 3.76744186],0
s7,1,0.044564,4.035079,[11 49] ; [11 18],[14.83146067 45.16853933] ; [ 7.16853933 21.83146067],0
a3,1,0.044699,4.029966,[32 33] ; [22  9],[36.5625 28.4375] ; [17.4375 13.5625],0
p3,1,0.051558,3.790043,[15 51] ; [13 18],[19.05154639 46.94845361] ; [ 8.94845361 22.05154639],0
p9,1,0.100954,2.690402,[33 33] ; [21 10],[36.74226804 29.25773196] ; [17.25773196 13.74226804],0
b3,1,0.112311,2.521397,[ 9 32] ; [ 9 13],[11.71428571 29.28571429] ; [ 6.28571429 15.71428571],0
b2,1,0.112311,2.521397,[ 9 32] ; [ 9 13],[11.71428571 29.28571429] ; [ 6.28571429 15.71428571],0
n2,1,0.120693,2.408304,[12 13] ; [9 3],[14.18918919 10.81081081] ; [6.81081081 5.18918919],0
p2,1,0.144319,2.131297,[36 29] ; [22  9],[39.27083333 25.72916667] ; [18.72916667 12.27083333],0
p11,1,0.150284,2.06937,[28 38] ; [18 13],[31.29896907 34.70103093] ; [14.70103093 16.29896907],0
p10,1,0.150284,2.06937,[28 38] ; [18 13],[31.29896907 34.70103093] ; [14.70103093 16.29896907],0
s6,1,0.154639,2.025884,[22 44] ; [15 16],[25.17525773 40.82474227] ; [11.82474227 19.17525773],0
s2,1,0.158927,1.98441,[17 49] ; [12 18],[19.9375 46.0625] ; [ 9.0625 20.9375],0
p5,1,0.195772,1.673641,[ 1 64] ; [ 2 29],[ 2.03125 62.96875] ; [ 0.96875 30.03125],0
d2,1,0.249021,1.328787,[29 36] ; [10 21],[26.40625 38.59375] ; [12.59375 18.40625],0
a7,1,0.260074,1.268363,[42 24] ; [16 15],[39.46391753 26.53608247] ; [18.53608247 12.46391753],0
v3,1,0.260902,1.263963,[ 7 55] ; [ 6 24],[ 8.76086957 53.23913043] ; [ 4.23913043 25.76086957],0
p1,1,0.263227,1.251703,[ 4 61] ; [ 4 27],[ 5.41666667 59.58333333] ; [ 2.58333333 28.41666667],0
