Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,6e-06,20.39135,[43  9] ; [24 35],[31.38738739 20.61261261] ; [35.61261261 23.38738739],1
s6,1,0.000373,12.664815,[39 13] ; [24 34],[29.78181818 22.21818182] ; [33.21818182 24.78181818],1
d4,1,0.000403,12.518676,[36 16] ; [21 38],[26.7027027 25.2972973] ; [30.2972973 28.7027027],1
s7,1,0.000657,11.607398,[33 18] ; [17 37],[24.28571429 26.71428571] ; [25.71428571 28.28571429],1
s5,1,0.001315,10.321258,[23 28] ; [10 49],[15.3 35.7] ; [17.7 41.3],0
s8,1,0.00216,9.408561,[28 24] ; [15 44],[20.14414414 31.85585586] ; [22.85585586 36.14414414],0
a8,1,0.00935,6.754697,[10 40] ; [ 2 52],[ 5.76923077 44.23076923] ; [ 6.23076923 47.76923077],0
b3,1,0.011371,6.406416,[16 18] ; [ 7 30],[11.01408451 22.98591549] ; [11.98591549 25.01408451],0
b2,1,0.011371,6.406416,[16 18] ; [ 7 30],[11.01408451 22.98591549] ; [11.98591549 25.01408451],0
n3,1,0.017618,5.633738,[5 4] ; [16  1],[7.26923077 1.73076923] ; [13.73076923  3.26923077],0
d3,1,0.017688,5.626838,[28 24] ; [19 41],[21.82142857 30.17857143] ; [25.17857143 34.82142857],0
p4,1,0.022765,5.186376,[37 15] ; [30 30],[31.10714286 20.89285714] ; [35.89285714 24.10714286],0
p10,1,0.027166,4.880223,[41 11] ; [35 24],[35.6036036 16.3963964] ; [40.3963964 18.6036036],0
n5,1,0.042244,4.125419,[39 13] ; [34 26],[33.89285714 18.10714286] ; [39.10714286 20.89285714],0
p8,1,0.056355,3.641545,[37 15] ; [31 27],[32.14545455 19.85454545] ; [35.85454545 22.14545455],0
a3,1,0.057692,3.60251,[34 18] ; [28 31],[29.04504505 22.95495495] ; [32.95495495 26.04504505],0
d1,1,0.092656,2.827613,[ 6 46] ; [ 2 58],[ 3.71428571 48.28571429] ; [ 4.28571429 55.71428571],0
p9,1,0.135325,2.230332,[41 11] ; [39 20],[37.47747748 14.52252252] ; [42.52252252 16.47747748],0
a6,1,0.14234,2.152483,[34 18] ; [31 29],[30.17857143 21.82142857] ; [34.82142857 25.17857143],0
p6,1,0.197018,1.664346,[27 25] ; [23 35],[23.63636364 28.36363636] ; [26.36363636 31.63636364],0
b5,1,0.278715,1.173347,[33 19] ; [32 28],[30.17857143 21.82142857] ; [34.82142857 25.17857143],0
n6,1,0.322441,0.979021,[43  9] ; [45 15],[40.85714286 11.14285714] ; [47.14285714 12.85714286],0
r3,1,0.33574,0.926632,[48  4] ; [52  8],[46.42857143  5.57142857] ; [53.57142857  6.42857143],0
a4,1,0.404899,0.693729,[ 9 43] ; [14 45],[10.77477477 41.22522523] ; [12.22522523 46.77477477],0
r4,1,0.431116,0.619814,[43  9] ; [46 14],[41.32142857 10.67857143] ; [47.67857143 12.32142857],0
a5,1,0.464618,0.534748,[27 25] ; [27 33],[25.07142857 26.92857143] ; [28.92857143 31.07142857],0
u2,1,0.488799,0.479168,[10  7] ; [15 16],[8.85416667 8.14583333] ; [16.14583333 14.85416667],0
n2,1,0.49205,0.472041,[7 2] ; [11  6],[6.23076923 2.76923077] ; [11.76923077  5.23076923],0
v2,1,0.533424,0.387864,[22 28] ; [29 29],[23.61111111 26.38888889] ; [27.38888889 30.61111111],0
u1,1,0.533586,0.387558,[ 3 49] ; [ 2 58],[ 2.32142857 49.67857143] ; [ 2.67857143 57.32142857],0
a1,1,0.533586,0.387558,[ 3 49] ; [ 2 58],[ 2.32142857 49.67857143] ; [ 2.67857143 57.32142857],0
a7,1,0.557177,0.344615,[34 18] ; [36 24],[32.5 19.5] ; [37.5 22.5],0
p1,1,0.564493,0.331983,[ 8 44] ; [ 7 53],[ 6.96428571 45.03571429] ; [ 8.03571429 51.96428571],0
a2,1,0.56698,0.327763,[ 5 47] ; [ 4 56],[ 4.17857143 47.82142857] ; [ 4.82142857 55.17857143],0
b4,1,0.578926,0.307974,[25 27] ; [32 28],[26.46428571 25.53571429] ; [30.53571429 29.46428571],0
