Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.3e-05,19.032804,[99 20] ; [26 25],[87.5 31.5] ; [37.5 13.5],1
p3,1,4.6e-05,16.611602,[84 35] ; [19 32],[72.1 46.9] ; [30.9 20.1],1
p2,1,5.9e-05,16.134647,[110   9] ; [35 16],[101.5  17.5] ; [43.5  7.5],1
p8,1,0.000121,14.771649,[87 32] ; [21 29],[76.04733728 42.95266272] ; [31.95266272 18.04733728],1
p7,1,0.000194,13.888024,[102  16] ; [29 19],[93.12048193 24.87951807] ; [37.87951807 10.12048193],1
p5,1,0.000223,13.62257,[35 84] ; [ 2 49],[25.9 93.1] ; [11.1 39.9],1
p6,1,0.00093,10.962858,[73 45] ; [17 33],[63.21428571 54.78571429] ; [26.78571429 23.21428571],1
d1,1,0.003298,8.634921,[92 27] ; [28 23],[84. 35.] ; [36. 15.],0
v3,1,0.008871,6.848574,[69 48] ; [18 31],[61.31927711 55.68072289] ; [25.68072289 23.31927711],0
n5,1,0.010294,6.583322,[104  14] ; [36 14],[98.33333333 19.66666667] ; [41.66666667  8.33333333],0
p9,1,0.011828,6.33641,[115   4] ; [44  7],[111.3   7.7] ; [47.7  3.3],0
n6,1,0.012001,6.310784,[109   8] ; [40 10],[104.38922156  12.61077844] ; [44.61077844  5.38922156],0
p11,1,0.034883,4.450876,[97 22] ; [34 17],[91.7 27.3] ; [39.3 11.7],0
a4,1,0.041109,4.171497,[67 52] ; [20 31],[60.9 58.1] ; [26.1 24.9],0
n4,1,0.054412,3.70002,[100  18] ; [36 14],[95.52380952 22.47619048] ; [40.47619048  9.52380952],0
v1,1,0.0787,3.091549,[89 30] ; [30 19],[84.29166667 34.70833333] ; [34.70833333 14.29166667],0
a7,1,0.110004,2.554169,[87 32] ; [31 20],[82.6 36.4] ; [35.4 15.6],0
a2,1,0.11631,2.46632,[40 79] ; [11 40],[35.7 83.3] ; [15.3 35.7],0
v4,1,0.164763,1.929961,[117   1] ; [49  2],[115.90532544   2.09467456] ; [50.09467456  0.90532544],0
n2,1,0.201095,1.634405,[19  7] ; [16  2],[20.68181818  5.31818182] ; [14.31818182  3.68181818],0
u1,1,0.221408,1.495224,[34 85] ; [10 41],[30.8 88.2] ; [13.2 37.8],0
a5,1,0.304152,1.055901,[105  14] ; [42  9],[102.9  16.1] ; [44.1  6.9],0
d5,1,0.308122,1.03871,[106  12] ; [43  8],[104.03550296  13.96449704] ; [44.96449704  6.03550296],0
d4,1,0.308122,1.03871,[106  12] ; [43  8],[104.03550296  13.96449704] ; [44.96449704  6.03550296],0
r1,1,0.317672,0.998508,[105  12] ; [43  8],[103.07142857  13.92857143] ; [44.92857143  6.07142857],0
s7,1,0.318648,0.994488,[96 15] ; [41 10],[93.87037037 17.12962963] ; [43.12962963  7.87037037],0
a1,1,0.376464,0.782216,[  9 110] ; [ 2 49],[  7.7 111.3] ; [ 3.3 47.7],0
u3,1,0.45426,0.56,[12  6] ; [8 2],[12.85714286  5.14285714] ; [7.14285714 2.85714286],0
n1,1,0.466763,0.52963,[13 13] ; [11  7],[14.18181818 11.81818182] ; [9.81818182 8.18181818],0
p10,1,0.498242,0.45868,[110   8] ; [46  5],[108.92307692   9.07692308] ; [47.07692308  3.92307692],0
n3,1,0.531387,0.391738,[18  8] ; [14  4],[18.90909091  7.09090909] ; [13.09090909  4.90909091],0
s4,1,0.540275,0.375031,[30 88] ; [15 35],[31.60714286 86.39285714] ; [13.39285714 36.60714286],0
a8,1,0.5439,0.368359,[16 96] ; [ 8 36],[17.23076923 94.76923077] ; [ 6.76923077 37.23076923],0
b2,1,0.5926,0.286303,[34 40] ; [18 17],[35.30275229 38.69724771] ; [16.69724771 18.30275229],0
b3,1,0.5926,0.286303,[34 40] ; [18 17],[35.30275229 38.69724771] ; [16.69724771 18.30275229],0
s2,1,0.595273,0.282184,[98 19] ; [41 10],[96.80357143 20.19642857] ; [42.19642857  8.80357143],0
b1,1,0.613132,0.255639,[51 68] ; [24 27],[52.5 66.5] ; [22.5 28.5],0
b5,1,0.613132,0.255639,[68 51] ; [27 24],[66.5 52.5] ; [28.5 22.5],0
r3,1,0.620397,0.24531,[116   3] ; [49  2],[115.5   3.5] ; [49.5  1.5],0
u4,1,0.620397,0.24531,[  4 115] ; [ 1 50],[  3.5 115.5] ; [ 1.5 49.5],0
a6,1,0.631713,0.229745,[83 36] ; [33 17],[81.68047337 37.31952663] ; [34.31952663 15.68047337],0
r2,1,0.633562,0.227262,[115   4] ; [49  1],[115.47928994   3.52071006] ; [48.52071006  1.47928994],0
a3,1,0.641623,0.216626,[101  18] ; [41  9],[99.98816568 19.01183432] ; [42.01183432  7.98816568],0
p1,1,0.750294,0.101284,[ 16 102] ; [ 6 45],[ 15.36094675 102.63905325] ; [ 6.63905325 44.36094675],0
s3,1,0.776209,0.080806,[91 25] ; [41 10],[91.68862275 24.31137725] ; [40.31137725 10.68862275],0
v2,1,0.794501,0.067845,[76 43] ; [29 18],[75.27108434 43.72891566] ; [29.72891566 17.27108434],0
b4,1,0.812225,0.056433,[70 49] ; [29 22],[69.3 49.7] ; [29.7 21.3],0
s1,1,0.879691,0.02291,[  4 112] ; [ 2 49],[  4.16766467 111.83233533] ; [ 1.83233533 49.16766467],0
p12,1,0.92354,0.009211,[ 16 103] ; [ 7 43],[ 16.19526627 102.80473373] ; [ 6.80473373 43.19526627],0
r4,1,0.932873,0.007095,[114   5] ; [49  2],[114.1   4.9] ; [48.9  2.1],0
s6,1,0.934089,0.00684,[109   9] ; [46  4],[108.86904762   9.13095238] ; [46.13095238  3.86904762],0
u2,1,0.954001,0.003327,[11  7] ; [6 4],[10.92857143  7.07142857] ; [6.07142857 3.92857143],0
d2,1,0.973027,0.001143,[68 51] ; [29 22],[67.9 51.1] ; [29.1 21.9],0
