Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.314491,[83  5] ; [24 17],[72.99224806 15.00775194] ; [34.00775194  6.99224806],1
s6,1,0.000893,11.037988,[62 24] ; [16 23],[53.664 32.336] ; [24.336 14.664],1
a5,1,0.002665,9.023405,[59 29] ; [16 25],[51.1627907 36.8372093] ; [23.8372093 17.1627907],0
a7,1,0.005592,7.677196,[64 24] ; [19 21],[57.0625 30.9375] ; [25.9375 14.0625],0
v3,1,0.005781,7.617221,[36 50] ; [ 7 34],[29.11811024 56.88188976] ; [13.88188976 27.11811024],0
v2,1,0.006735,7.342189,[46 36] ; [12 28],[38.98360656 43.01639344] ; [19.01639344 20.98360656],0
n4,1,0.009083,6.806524,[69 19] ; [23 18],[62.75968992 25.24031008] ; [29.24031008 11.75968992],0
r3,1,0.015356,5.875143,[84  4] ; [33  7],[80.4375  7.5625] ; [36.5625  3.4375],0
v4,1,0.018446,5.553312,[84  3] ; [34  6],[80.83464567  6.16535433] ; [37.16535433  2.83464567],0
a6,1,0.024636,5.049325,[61 27] ; [20 21],[55.25581395 32.74418605] ; [25.74418605 15.25581395],0
s5,1,0.028928,4.771905,[26 59] ; [ 5 35],[21.08 63.92] ; [ 9.92 30.08],0
a3,1,0.033537,4.51816,[52 36] ; [16 25],[46.3875969 41.6124031] ; [21.6124031 19.3875969],0
s7,1,0.035074,4.441563,[45 37] ; [13 25],[39.63333333 42.36666667] ; [18.36666667 19.63333333],0
d3,1,0.040936,4.178642,[29 59] ; [ 6 33],[24.2519685 63.7480315] ; [10.7480315 28.2519685],0
r2,1,0.041065,4.173313,[84  4] ; [34  6],[81.125  6.875] ; [36.875  3.125],0
b1,1,0.047405,3.930945,[29 59] ; [21 20],[34.10852713 53.89147287] ; [15.89147287 25.10852713],0
a4,1,0.145069,2.123349,[23 65] ; [ 6 35],[19.78294574 68.21705426] ; [ 9.21705426 31.78294574],0
p4,1,0.175281,1.837183,[52 36] ; [19 22],[48.43410853 39.56589147] ; [22.56589147 18.43410853],0
p11,1,0.183899,1.765828,[75 13] ; [31 10],[72.31007752 15.68992248] ; [33.68992248  7.31007752],0
s8,1,0.214545,1.540491,[38 50] ; [13 28],[34.79069767 53.20930233] ; [16.20930233 24.79069767],0
v1,1,0.227271,1.457861,[45 40] ; [17 24],[41.82539683 43.17460317] ; [20.17460317 20.82539683],0
p2,1,0.260938,1.263771,[72 16] ; [30 11],[69.58139535 18.41860465] ; [32.41860465  8.58139535],0
p8,1,0.261183,1.262476,[49 37] ; [19 22],[46.04724409 39.95275591] ; [21.95275591 19.04724409],0
a2,1,0.311091,1.026037,[ 9 79] ; [ 2 39],[ 7.50387597 80.49612403] ; [ 3.49612403 37.50387597],0
n6,1,0.312789,1.018864,[75 13] ; [32  9],[72.99224806 15.00775194] ; [34.00775194  6.99224806],0
p3,1,0.326553,0.962518,[42 45] ; [16 25],[39.421875 47.578125] ; [18.578125 22.421875],0
s1,1,0.333933,0.933585,[ 3 84] ; [ 3 38],[ 4.078125 82.921875] ; [ 1.921875 39.078125],0
n1,1,0.357527,0.846561,[10 10] ; [4 8],[ 8.75 11.25] ; [5.25 6.75],0
u3,1,0.374626,0.788263,[20 16] ; [11 14],[18.29508197 17.70491803] ; [12.70491803 12.29508197],0
p5,1,0.378192,0.77657,[11 77] ; [ 3 38],[ 9.5503876 78.4496124] ; [ 4.4496124 36.5503876],0
d1,1,0.415436,0.663191,[ 5 83] ; [ 1 40],[ 4.09302326 83.90697674] ; [ 1.90697674 39.09302326],0
s2,1,0.4167,0.659604,[38 48] ; [15 26],[35.88976378 50.11023622] ; [17.11023622 23.88976378],0
b4,1,0.454608,0.559138,[41 47] ; [22 19],[42.97674419 45.02325581] ; [20.02325581 20.97674419],0
u2,1,0.500045,0.45484,[19 17] ; [11 14],[17.70491803 18.29508197] ; [12.29508197 12.70491803],0
p12,1,0.523041,0.407892,[ 7 81] ; [ 2 39],[ 6.13953488 81.86046512] ; [ 2.86046512 38.13953488],0
n2,1,0.556664,0.345513,[17  3] ; [10  3],[16.36363636  3.63636364] ; [10.63636364  2.36363636],0
p1,1,0.579419,0.307175,[14 74] ; [ 5 36],[12.96124031 75.03875969] ; [ 6.03875969 34.96124031],0
d2,1,0.58145,0.303896,[21 67] ; [ 8 33],[19.78294574 68.21705426] ; [ 9.21705426 31.78294574],0
a8,1,0.596885,0.27972,[ 6 75] ; [ 4 35],[ 6.75 74.25] ; [ 3.25 35.75],0
b2,1,0.604295,0.268566,[13 41] ; [ 6 14],[13.86486486 40.13513514] ; [ 5.13513514 14.86486486],0
b3,1,0.604295,0.268566,[13 41] ; [ 6 14],[13.86486486 40.13513514] ; [ 5.13513514 14.86486486],0
p6,1,0.645583,0.211514,[29 58] ; [12 29],[27.8671875 59.1328125] ; [13.1328125 27.8671875],0
n3,1,0.736956,0.112821,[16  4] ; [11  2],[16.36363636  3.63636364] ; [10.63636364  2.36363636],0
p7,1,0.738837,0.111151,[53 33] ; [24 17],[52.14173228 33.85826772] ; [24.85826772 16.14173228],0
n5,1,0.751738,0.100076,[70 17] ; [32  9],[69.328125 17.671875] ; [32.671875  8.328125],0
b5,1,0.775336,0.081455,[47 41] ; [23 18],[47.75193798 40.24806202] ; [22.24806202 18.75193798],0
d5,1,0.793141,0.068767,[44 44] ; [19 21],[43.3125 44.6875] ; [19.6875 20.3125],0
s4,1,0.877219,0.023869,[18 69] ; [ 8 33],[17.671875 69.328125] ; [ 8.328125 32.671875],0
p9,1,0.929225,0.007889,[81  7] ; [37  3],[81.125  6.875] ; [36.875  3.125],0
s3,1,1.0,0.0,[43 43] ; [20 20],[43. 43.] ; [20. 20.],0
