Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,32.544709,[76 16] ; [19 34],[60.27586207 31.72413793] ; [34.72413793 18.27586207],1
n6,1,0.000305,13.042009,[80 11] ; [33 20],[71.40972222 19.59027778] ; [41.59027778 11.40972222],1
p10,1,0.00397,8.297287,[65 26] ; [24 27],[57.03521127 33.96478873] ; [31.96478873 19.03521127],0
a6,1,0.006461,7.417102,[60 30] ; [23 30],[52.23776224 37.76223776] ; [30.76223776 22.23776224],0
a5,1,0.007873,7.06212,[67 25] ; [27 26],[59.64137931 32.35862069] ; [34.35862069 18.64137931],0
a7,1,0.017632,5.632321,[65 27] ; [27 26],[58.37241379 33.62758621] ; [33.62758621 19.37241379],0
s8,1,0.022655,5.194735,[44 47] ; [15 37],[37.54545455 53.45454545] ; [21.45454545 30.54545455],0
a2,1,0.031012,4.652302,[22 70] ; [ 5 48],[17.13103448 74.86896552] ; [ 9.86896552 43.13103448],0
p11,1,0.031169,4.64363,[65 27] ; [28 25],[59.00689655 32.99310345] ; [33.99310345 19.00689655],0
b1,1,0.031716,4.613757,[50 42] ; [19 34],[43.77931034 48.22068966] ; [25.22068966 27.77931034],0
a8,1,0.03445,4.472215,[13 72] ; [ 2 51],[ 9.23913043 75.76086957] ; [ 5.76086957 47.23913043],0
s4,1,0.037922,4.308527,[14 76] ; [16 37],[18.88111888 71.11888112] ; [11.11888112 41.88111888],0
p9,1,0.041836,4.141818,[67 25] ; [28 22],[61.54929577 30.45070423] ; [33.45070423 16.54929577],0
p5,1,0.046657,3.957713,[10 79] ; [ 1 51],[ 6.94326241 82.05673759] ; [ 4.05673759 47.94326241],0
p7,1,0.051436,3.794015,[38 51] ; [14 39],[32.5915493 56.4084507] ; [19.4084507 33.5915493],0
s3,1,0.075205,3.16559,[49 40] ; [21 32],[43.87323944 45.12676056] ; [26.12676056 26.87323944],0
p3,1,0.084768,2.97102,[37 54] ; [14 39],[32.22916667 58.77083333] ; [18.77083333 34.22916667],0
v3,1,0.131597,2.273568,[36 49] ; [14 34],[31.95488722 53.04511278] ; [18.04511278 29.95488722],0
d4,1,0.142083,2.155257,[63 27] ; [43 10],[66.71328671 23.28671329] ; [39.28671329 13.71328671],0
p12,1,0.143004,2.145333,[10 82] ; [ 2 50],[ 7.66666667 84.33333333] ; [ 4.33333333 47.66666667],0
u1,1,0.14376,2.137242,[17 75] ; [ 5 48],[13.95862069 78.04137931] ; [ 8.04137931 44.95862069],0
n3,1,0.184413,1.761697,[21  4] ; [12  6],[19.18604651  5.81395349] ; [13.81395349  4.18604651],0
d2,1,0.219734,1.506107,[43 46] ; [20 33],[39.48591549 49.51408451] ; [23.51408451 29.48591549],0
s7,1,0.226949,1.459879,[39 47] ; [17 32],[35.67407407 50.32592593] ; [20.32592593 28.67407407],0
v1,1,0.233154,1.421515,[41 48] ; [19 34],[37.6056338 51.3943662] ; [22.3943662 30.6056338],0
v4,1,0.24621,1.344682,[89  3] ; [49  4],[87.55862069  4.44137931] ; [50.44137931  2.55862069],0
p1,1,0.259992,1.2688,[ 8 84] ; [ 2 51],[ 6.34482759 85.65517241] ; [ 3.65517241 49.34482759],0
a4,1,0.266889,1.232665,[43 48] ; [20 33],[39.8125 51.1875] ; [23.1875 29.8125],0
r1,1,0.300821,1.07055,[76 16] ; [40 13],[73.6 18.4] ; [42.4 10.6],0
u4,1,0.301587,1.067162,[ 5 87] ; [ 1 52],[ 3.80689655 88.19310345] ; [ 2.19310345 50.80689655],0
a3,1,0.326851,0.961332,[59 32] ; [30 23],[56.24305556 34.75694444] ; [32.75694444 20.24305556],0
n1,1,0.361209,0.833684,[14 11] ; [ 8 11],[12.5 12.5] ; [9.5 9.5],0
s6,1,0.378439,0.775766,[62 30] ; [30 20],[59.6056338 32.3943662] ; [32.3943662 17.6056338],0
d5,1,0.386642,0.749476,[60 30] ; [39 14],[62.30769231 27.69230769] ; [36.69230769 16.30769231],0
r2,1,0.427733,0.628972,[87  4] ; [52  1],[87.84027778  3.15972222] ; [51.15972222  1.84027778],0
s2,1,0.466978,0.529118,[46 45] ; [23 29],[43.90909091 47.09090909] ; [25.09090909 26.90909091],0
a1,1,0.485181,0.487196,[ 6 86] ; [ 2 51],[ 5.07586207 86.92413793] ; [ 2.92413793 50.07586207],0
n2,1,0.527851,0.398527,[22  5] ; [14  5],[21.13043478  5.86956522] ; [14.86956522  4.13043478],0
p6,1,0.53793,0.379391,[23 68] ; [11 42],[21.48611111 69.51388889] ; [12.51388889 40.48611111],0
d1,1,0.561657,0.336844,[48 44] ; [25 28],[46.31724138 45.68275862] ; [26.68275862 26.31724138],0
s1,1,0.631571,0.229937,[ 7 83] ; [ 3 50],[ 6.29370629 83.70629371] ; [ 3.70629371 49.29370629],0
d3,1,0.655878,0.19857,[51 39] ; [28 25],[49.72027972 40.27972028] ; [29.27972028 23.72027972],0
b2,1,0.658511,0.195337,[24 41] ; [ 9 19],[23.06451613 41.93548387] ; [ 9.93548387 18.06451613],0
b3,1,0.658511,0.195337,[24 41] ; [ 9 19],[23.06451613 41.93548387] ; [ 9.93548387 18.06451613],0
b4,1,0.708195,0.140087,[55 37] ; [30 23],[53.93103448 38.06896552] ; [31.06896552 21.93103448],0
u3,1,0.725837,0.122969,[20 13] ; [15  8],[20.625 12.375] ; [14.375  8.625],0
u2,1,0.832416,0.044776,[19 13] ; [13 10],[18.61818182 13.38181818] ; [13.38181818  9.61818182],0
p4,1,0.84698,0.037238,[32 58] ; [18 35],[31.46853147 58.53146853] ; [18.53146853 34.46853147],0
r3,1,0.867215,0.027955,[88  4] ; [51  2],[88.19310345  3.80689655] ; [50.80689655  2.19310345],0
s5,1,0.882794,0.021735,[27 61] ; [15 32],[27.37777778 60.62222222] ; [14.62222222 32.37777778],0
v2,1,0.895949,0.017104,[44 42] ; [25 25],[43.63235294 42.36764706] ; [25.36764706 24.63235294],0
b5,1,0.925522,0.008738,[58 34] ; [33 20],[57.73793103 34.26206897] ; [33.26206897 19.73793103],0
p8,1,0.949515,0.004009,[23 69] ; [13 40],[22.84137931 69.15862069] ; [13.15862069 39.84137931],0
