Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001424,10.174914,[55  9] ; [67 39],[45.92941176 18.07058824] ; [76.07058824 29.92941176],0
r3,1,0.002784,8.944202,[59  4] ; [80 26],[51.81656805 11.18343195] ; [87.18343195 18.81656805],0
n6,1,0.003868,8.344656,[50 13] ; [61 45],[41.37869822 21.62130178] ; [69.62130178 36.37869822],0
p2,1,0.005793,7.613519,[48 16] ; [57 49],[39.52941176 24.47058824] ; [65.47058824 40.52941176],0
p3,1,0.009244,6.775002,[12 52] ; [40 66],[19.57647059 44.42352941] ; [32.42352941 73.57647059],0
p9,1,0.011742,6.349445,[29 33] ; [28 74],[21.54878049 40.45121951] ; [35.45121951 66.54878049],0
n1,1,0.025124,5.015298,[ 4 18] ; [20 23],[ 8.12307692 13.87692308] ; [15.87692308 27.12307692],0
r2,1,0.036352,4.380498,[58  5] ; [84 21],[53.25  9.75] ; [88.75 16.25],0
r1,1,0.051371,3.796124,[48 16] ; [64 42],[42.16470588 21.83529412] ; [69.83529412 36.16470588],0
a7,1,0.078039,3.105273,[42 21] ; [56 50],[36.53254438 26.46745562] ; [61.46745562 44.53254438],0
a6,1,0.084638,2.973513,[41 23] ; [53 52],[35.59763314 28.40236686] ; [58.40236686 46.59763314],0
d2,1,0.096509,2.762309,[35 28] ; [44 60],[29.80239521 33.19760479] ; [49.19760479 54.80239521],0
a1,1,0.119711,2.421098,[ 2 62] ; [10 96],[ 4.51764706 59.48235294] ; [ 7.48235294 98.51764706],0
n2,1,0.126882,2.330249,[17  5] ; [25 18],[14.21538462  7.78461538] ; [27.78461538 15.21538462],0
u1,1,0.136605,2.215792,[11 53] ; [10 96],[ 7.90588235 56.09411765] ; [13.09411765 92.90588235],0
a3,1,0.161478,1.960327,[42 22] ; [58 48],[37.64705882 26.35294118] ; [62.35294118 43.64705882],0
b5,1,0.182938,1.773597,[37 27] ; [72 34],[41.03529412 22.96470588] ; [67.96470588 38.03529412],0
p5,1,0.188886,1.726286,[ 1 63] ; [ 6 99],[ 2.65088757 61.34911243] ; [  4.34911243 100.65088757],0
v4,1,0.209707,1.573448,[56  8] ; [84 21],[53.01775148 10.98224852] ; [86.98224852 18.01775148],0
u3,1,0.242028,1.368743,[10 12] ; [29 19],[12.25714286  9.74285714] ; [26.74285714 21.25714286],0
s1,1,0.253312,1.304942,[ 2 60] ; [ 8 98],[ 3.69047619 58.30952381] ; [ 6.30952381 99.69047619],0
v2,1,0.274999,1.191642,[28 35] ; [37 66],[24.6686747 38.3313253] ; [40.3313253 62.6686747],0
b4,1,0.312046,1.021995,[43 21] ; [63 43],[39.90588235 24.09411765] ; [66.09411765 39.90588235],0
d1,1,0.315894,1.005872,[31 33] ; [43 63],[27.85882353 36.14117647] ; [46.14117647 59.85882353],0
n3,1,0.327917,0.957108,[17  6] ; [26 16],[15.21538462  7.78461538] ; [27.78461538 14.21538462],0
d3,1,0.375316,0.785989,[38 26] ; [55 50],[35.21893491 28.78106509] ; [57.78106509 47.21893491],0
s7,1,0.38449,0.756295,[21 41] ; [26 69],[18.56050955 43.43949045] ; [28.43949045 66.56050955],0
d4,1,0.400352,0.707269,[48 15] ; [73 31],[45.64670659 17.35329341] ; [75.35329341 28.64670659],0
a2,1,0.419648,0.6513,[ 9 55] ; [20 86],[10.91764706 53.08235294] ; [18.08235294 87.91764706],0
n5,1,0.476066,0.507862,[38 26] ; [57 49],[35.76470588 28.23529412] ; [59.23529412 46.76470588],0
s8,1,0.533253,0.38819,[17 47] ; [23 80],[15.32934132 48.67065868] ; [24.67065868 78.32934132],0
d5,1,0.560921,0.338112,[46 18] ; [71 34],[44.30769231 19.69230769] ; [72.69230769 32.30769231],0
s3,1,0.567351,0.327135,[27 35] ; [41 64],[25.24550898 36.75449102] ; [42.75449102 62.24550898],0
p4,1,0.57344,0.31696,[22 42] ; [41 65],[23.71764706 40.28235294] ; [39.28235294 66.71764706],0
p12,1,0.594357,0.283592,[ 2 61] ; [  2 104],[ 1.49112426 61.50887574] ; [  2.50887574 103.49112426],0
p1,1,0.613444,0.25519,[ 3 60] ; [ 7 98],[ 3.75 59.25] ; [ 6.25 98.75],0
s5,1,0.709984,0.138293,[14 49] ; [20 81],[13.06097561 49.93902439] ; [20.93902439 80.06097561],0
s4,1,0.721866,0.126712,[ 9 54] ; [17 87],[ 9.80838323 53.19161677] ; [16.19161677 87.80838323],0
s2,1,0.745297,0.105525,[18 44] ; [33 72],[18.93413174 43.06586826] ; [32.06586826 72.93413174],0
a8,1,0.754166,0.098064,[ 8 46] ; [13 87],[ 7.36363636 46.63636364] ; [13.63636364 86.36363636],0
