Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001424,10.174914,[55  9] ; [67 39],[45.92941176 18.07058824] ; [76.07058824 29.92941176],0
p6,1,0.762453,0.091362,[14 49] ; [25 78],[14.80120482 48.19879518] ; [24.19879518 78.80120482],0
n4,1,0.780322,0.077785,[43 21] ; [69 37],[42.16470588 21.83529412] ; [69.83529412 36.16470588],0
a5,1,0.807386,0.059438,[35 29] ; [60 46],[35.76470588 28.23529412] ; [59.23529412 46.76470588],0
p7,1,0.851006,0.035282,[27 36] ; [47 59],[27.58579882 35.41420118] ; [46.41420118 59.58579882],0
a4,1,0.874367,0.025,[27 37] ; [43 62],[26.50887574 37.49112426] ; [43.49112426 61.50887574],0
p8,1,0.884394,0.021141,[17 46] ; [27 77],[16.5988024 46.4011976] ; [27.4011976 76.5988024],0
s6,1,0.930026,0.007711,[30 34] ; [49 54],[30.2754491 33.7245509] ; [48.7245509 54.2754491],0
v1,1,0.939609,0.00574,[22 40] ; [37 69],[21.77380952 40.22619048] ; [37.22619048 68.77380952],0
v3,1,0.947841,0.004279,[17 46] ; [28 74],[17.18181818 45.81818182] ; [27.81818182 74.18181818],0
u2,1,0.987787,0.000234,[10 12] ; [21 25],[10.02941176 11.97058824] ; [20.97058824 25.02941176],0
b3,1,0.997019,1.4e-05,[15 34] ; [19 43],[15.00900901 33.99099099] ; [18.99099099 43.00900901],0
b2,1,0.997019,1.4e-05,[15 34] ; [19 43],[15.00900901 33.99099099] ; [18.99099099 43.00900901],0
