Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.9e-05,18.335402,[22  6] ; [34 68],[12.06153846 15.93846154] ; [43.93846154 58.06153846],1
s8,1,0.000174,14.098196,[11 17] ; [10 92],[ 4.52307692 23.47692308] ; [16.47692308 85.52307692],1
s3,1,0.000233,13.547749,[19  9] ; [30 71],[10.63565891 17.36434109] ; [38.36434109 62.63565891],1
s2,1,0.000281,13.191231,[16 12] ; [22 79],[ 8.24806202 19.75193798] ; [29.75193798 71.24806202],1
v1,1,0.008152,6.99984,[16 12] ; [31 72],[10.04580153 17.95419847] ; [36.95419847 66.04580153],0
u1,1,0.010148,6.608804,[ 8 20] ; [10 93],[ 3.84732824 24.15267176] ; [14.15267176 88.84732824],0
n6,1,0.013139,6.150254,[23  5] ; [57 44],[17.36434109 10.63565891] ; [62.63565891 38.36434109],0
p6,1,0.014534,5.97215,[10 18] ; [15 85],[ 5.46875 22.53125] ; [19.53125 80.46875],0
v3,1,0.029457,4.740681,[12 16] ; [22 77],[ 7.49606299 20.50393701] ; [26.50393701 72.49606299],0
p5,1,0.032884,4.551821,[ 3 25] ; [  2 100],[ 1.07692308 26.92307692] ; [ 3.92307692 98.07692308],0
p8,1,0.042919,4.098576,[12 16] ; [24 78],[ 7.75384615 20.24615385] ; [28.24615385 73.75384615],0
s4,1,0.04384,4.062714,[ 8 20] ; [13 89],[ 4.52307692 23.47692308] ; [16.47692308 85.52307692],0
n4,1,0.081666,3.031429,[21  7] ; [58 44],[17.01538462 10.98461538] ; [61.98461538 40.01538462],0
u2,1,0.095525,2.778711,[8 4] ; [20 30],[5.41935484 6.58064516] ; [22.58064516 27.41935484],0
s5,1,0.097009,2.754045,[ 7 20] ; [13 88],[ 4.21875 22.78125] ; [15.78125 85.21875],0
n1,1,0.117644,2.448415,[6 5] ; [12 29],[3.80769231 7.19230769] ; [14.19230769 26.80769231],0
d3,1,0.139322,2.185437,[18 10] ; [50 53],[14.53435115 13.46564885] ; [53.46564885 49.53435115],0
a2,1,0.14459,2.128413,[ 7 21] ; [14 89],[ 4.48854962 23.51145038] ; [16.51145038 86.48854962],0
d4,1,0.164619,1.931273,[22  6] ; [66 36],[18.95384615  9.04615385] ; [69.04615385 32.95384615],0
p4,1,0.175522,1.835135,[14 14] ; [37 66],[10.90076336 17.09923664] ; [40.09923664 62.90076336],0
n5,1,0.179685,1.800224,[18 10] ; [51 51],[14.86153846 13.13846154] ; [54.13846154 47.86153846],0
p2,1,0.217485,1.520888,[17 11] ; [49 54],[14.10687023 13.89312977] ; [51.89312977 51.10687023],0
p11,1,0.225931,1.466298,[15 13] ; [42 61],[12.18320611 15.81679389] ; [44.81679389 58.18320611],0
b5,1,0.234035,1.416166,[19  9] ; [57 46],[16.24427481 11.75572519] ; [59.75572519 43.24427481],0
v4,1,0.249688,1.325048,[24  4] ; [77 25],[21.75384615  6.24615385] ; [79.24615385 22.75384615],0
n2,1,0.25567,1.292051,[8 3] ; [22 19],[6.34615385 4.65384615] ; [23.65384615 17.34615385],0
r1,1,0.264083,1.247228,[21  7] ; [65 37],[18.52307692  9.47692308] ; [67.47692308 34.52307692],0
b4,1,0.312015,1.022128,[19  9] ; [59 44],[16.67175573 11.32824427] ; [61.32824427 41.67175573],0
b2,1,0.438983,0.598939,[ 8 13] ; [18 44],[ 6.57831325 14.42168675] ; [19.42168675 42.57831325],0
b3,1,0.438983,0.598939,[ 8 13] ; [18 44],[ 6.57831325 14.42168675] ; [19.42168675 42.57831325],0
n3,1,0.477062,0.505572,[5 6] ; [23 17],[6.03921569 4.96078431] ; [21.96078431 18.03921569],0
p1,1,0.488719,0.479344,[ 3 25] ; [ 7 96],[ 2.13740458 25.86259542] ; [ 7.86259542 95.13740458],0
a3,1,0.502917,0.448777,[16 12] ; [51 51],[14.43076923 13.56923077] ; [52.56923077 49.43076923],0
r3,1,0.507762,0.438677,[23  5] ; [77 24],[21.70542636  6.29457364] ; [78.29457364 22.70542636],0
u3,1,0.521839,0.410256,[7 5] ; [25 27],[6. 6.] ; [26. 26.],0
r4,1,0.526195,0.401735,[20  8] ; [67 36],[18.59541985  9.40458015] ; [68.40458015 34.59541985],0
d1,1,0.527851,0.398527,[13 15] ; [41 62],[11.54198473 16.45801527] ; [42.45801527 60.54198473],0
p7,1,0.53888,0.377619,[10 18] ; [43 59],[11.41538462 16.58461538] ; [41.58461538 60.41538462],0
