Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,36.323834,[34  8] ; [10 43],[19.45263158 22.54736842] ; [24.54736842 28.45263158],1
d4,1,1e-06,25.093247,[41  1] ; [27 26],[30.06315789 11.93684211] ; [37.93684211 15.06315789],1
d5,1,2e-06,22.241657,[41  1] ; [29 24],[30.94736842 11.05263158] ; [39.05263158 13.94736842],1
d3,1,1.1e-05,19.255683,[36  6] ; [22 31],[25.64210526 16.35789474] ; [32.35789474 20.64210526],1
a2,1,0.001795,9.747865,[14 29] ; [ 4 49],[ 8.0625 34.9375] ; [ 9.9375 43.0625],0
s8,1,0.003053,8.775779,[17 26] ; [ 7 46],[10.75 32.25] ; [13.25 39.75],0
a4,1,0.006346,7.449421,[24 19] ; [15 38],[17.46875 25.53125] ; [21.53125 31.46875],0
p10,1,0.007301,7.197368,[29 13] ; [21 30],[22.58064516 19.41935484] ; [27.41935484 23.58064516],0
a3,1,0.017033,5.693017,[36  7] ; [32 20],[30.77894737 12.22105263] ; [37.22105263 14.77894737],0
u1,1,0.023743,5.113335,[ 6 37] ; [ 1 52],[ 3.13541667 39.86458333] ; [ 3.86458333 49.13541667],0
a5,1,0.025728,4.974222,[35  8] ; [32 21],[30.01041667 12.98958333] ; [36.98958333 16.01041667],0
r2,1,0.040373,4.202158,[39  2] ; [42 10],[35.70967742  5.29032258] ; [45.29032258  6.70967742],0
p7,1,0.048621,3.888384,[25 16] ; [21 31],[20.27956989 20.72043011] ; [25.72043011 26.27956989],0
p4,1,0.049226,3.867639,[21 21] ; [16 37],[16.35789474 25.64210526] ; [20.64210526 32.35789474],0
s2,1,0.058452,3.580776,[18 24] ; [13 40],[13.70526316 28.29473684] ; [17.29473684 35.70526316],0
a8,1,0.071881,3.239547,[ 3 36] ; [11 40],[ 6.06666667 32.93333333] ; [ 7.93333333 43.06666667],0
p9,1,0.085867,2.950203,[31 12] ; [28 23],[26.9893617 16.0106383] ; [32.0106383 18.9893617],0
v2,1,0.091288,2.851507,[22 19] ; [18 32],[18.02197802 22.97802198] ; [21.97802198 28.02197802],0
s6,1,0.113906,2.499177,[24 19] ; [21 32],[20.15625 22.84375] ; [24.84375 28.15625],0
p6,1,0.154717,2.025112,[11 29] ; [ 8 44],[ 8.26086957 31.73913043] ; [10.73913043 41.26086957],0
u2,1,0.171857,1.866667,[6 1] ; [12  9],[4.5 2.5] ; [13.5  7.5],0
p3,1,0.200821,1.636394,[18 24] ; [16 37],[15.03157895 26.96842105] ; [18.96842105 34.03157895],0
v1,1,0.216662,1.526346,[21 21] ; [19 32],[18.06451613 23.93548387] ; [21.93548387 29.06451613],0
p5,1,0.222152,1.490415,[ 3 40] ; [ 1 51],[ 1.81052632 41.18947368] ; [ 2.18947368 49.81052632],0
b4,1,0.244584,1.353977,[27 16] ; [27 26],[24.1875 18.8125] ; [29.8125 23.1875],0
u3,1,0.274006,1.196581,[5 2] ; [10 11],[3.75 3.25] ; [11.25  9.75],0
n1,1,0.334746,0.930451,[5 9] ; [10  9],[6.36363636 7.63636364] ; [ 8.63636364 10.36363636],0
