Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,42.976176,[332  61] ; [35 35],[311.51403888  81.48596112] ; [55.48596112 14.51403888],1
s5,1,0.0,28.555504,[182 199] ; [ 8 57],[162.30941704 218.69058296] ; [27.69058296 37.30941704],1
s7,1,0.0,28.167497,[264 116] ; [23 42],[245.07865169 134.92134831] ; [41.92134831 23.07865169],1
s8,1,0.0,26.393491,[251 140] ; [22 48],[231.54663774 159.45336226] ; [41.45336226 28.54663774],1
d5,1,0.000216,13.682254,[325  65] ; [45 25],[313.69565217  76.30434783] ; [56.30434783 13.69565217],1
p9,1,0.000395,12.556984,[345  44] ; [51 19],[335.60784314  53.39215686] ; [60.39215686  9.60784314],1
d4,1,0.000452,12.302064,[337  53] ; [48 21],[327.12418301  62.87581699] ; [57.87581699 11.12418301],1
a2,1,0.002675,9.01719,[112 281] ; [ 8 62],[101.8574514 291.1425486] ; [18.1425486 51.8574514],0
p5,1,0.002968,8.827076,[ 56 334] ; [ 1 67],[ 48.5371179 341.4628821] ; [ 8.4628821 59.5371179],0
n6,1,0.004215,8.188928,[340  49] ; [52 18],[332.21786492  56.78213508] ; [59.78213508 10.21786492],0
d1,1,0.006263,7.472932,[253 140] ; [33 37],[242.76025918 150.23974082] ; [43.23974082 26.76025918],0
a4,1,0.009404,6.744497,[189 203] ; [22 48],[179.03030303 212.96969697] ; [31.96969697 38.03030303],0
s4,1,0.013199,6.142181,[ 90 299] ; [ 7 63],[ 82.20697168 306.79302832] ; [14.79302832 55.20697168],0
p4,1,0.019136,5.489088,[256 135] ; [35 34],[247.35 143.65] ; [43.65 25.35],0
r1,1,0.019406,5.4646,[346  44] ; [55 15],[339.97826087  50.02173913] ; [61.02173913  8.97826087],0
u1,1,0.020026,5.409648,[ 87 306] ; [ 7 63],[ 79.78833693 313.21166307] ; [14.21166307 55.78833693],0
p8,1,0.032642,4.564456,[215 174] ; [29 41],[206.78867102 182.21132898] ; [37.21132898 32.78867102],0
p1,1,0.034156,4.486878,[ 43 347] ; [ 2 68],[ 38.15217391 351.84782609] ; [ 6.84782609 63.15217391],0
d2,1,0.046078,3.978753,[207 184] ; [28 42],[199.31670282 191.68329718] ; [35.68329718 34.31670282],0
u3,1,0.046478,3.964176,[67 29] ; [11 12],[62.92436975 33.07563025] ; [15.07563025  7.92436975],0
p6,1,0.080679,3.051164,[159 228] ; [21 49],[152.42888403 234.57111597] ; [27.57111597 42.42888403],0
p10,1,0.109155,2.566409,[330  59] ; [54 16],[325.4379085  63.5620915] ; [58.5620915 11.4379085],0
a7,1,0.126956,2.329338,[292 100] ; [46 24],[286.78787879 105.21212121] ; [51.21212121 18.78787879],0
